101
81
T [GeV]		muB [GeV]		c0_T4 [fm^3/GeV^3 * GeV^4]
0.133000		-0.780000		-0.005498
0.134000		-0.780000		-0.005369
0.135000		-0.780000		-0.005243
0.136000		-0.780000		-0.005122
0.137000		-0.780000		-0.005005
0.138000		-0.780000		-0.004891
0.139000		-0.780000		-0.004781
0.140000		-0.780000		-0.004674
0.141000		-0.780000		-0.004571
0.142000		-0.780000		-0.004471
0.143000		-0.780000		-0.004374
0.144000		-0.780000		-0.004280
0.145000		-0.780000		-0.004188
0.146000		-0.780000		-0.004100
0.147000		-0.780000		-0.004014
0.148000		-0.780000		-0.003930
0.149000		-0.780000		-0.003849
0.150000		-0.780000		-0.003771
0.151000		-0.780000		-0.003694
0.152000		-0.780000		-0.003620
0.153000		-0.780000		-0.003548
0.154000		-0.780000		-0.003478
0.155000		-0.780000		-0.003410
0.156000		-0.780000		-0.003343
0.157000		-0.780000		-0.003279
0.158000		-0.780000		-0.003216
0.159000		-0.780000		-0.003155
0.160000		-0.780000		-0.003096
0.161000		-0.780000		-0.003039
0.162000		-0.780000		-0.002982
0.163000		-0.780000		-0.002928
0.164000		-0.780000		-0.002875
0.165000		-0.780000		-0.002823
0.166000		-0.780000		-0.002772
0.167000		-0.780000		-0.002723
0.168000		-0.780000		-0.002675
0.169000		-0.780000		-0.002629
0.170000		-0.780000		-0.002583
0.171000		-0.780000		-0.002539
0.172000		-0.780000		-0.002496
0.173000		-0.780000		-0.002453
0.174000		-0.780000		-0.002412
0.175000		-0.780000		-0.002372
0.176000		-0.780000		-0.002333
0.177000		-0.780000		-0.002295
0.178000		-0.780000		-0.002258
0.179000		-0.780000		-0.002221
0.180000		-0.780000		-0.002186
0.181000		-0.780000		-0.002151
0.182000		-0.780000		-0.002117
0.183000		-0.780000		-0.002084
0.184000		-0.780000		-0.002052
0.185000		-0.780000		-0.002020
0.186000		-0.780000		-0.001990
0.187000		-0.780000		-0.001960
0.188000		-0.780000		-0.001930
0.189000		-0.780000		-0.001901
0.190000		-0.780000		-0.001873
0.191000		-0.780000		-0.001846
0.192000		-0.780000		-0.001819
0.193000		-0.780000		-0.001793
0.194000		-0.780000		-0.001767
0.195000		-0.780000		-0.001742
0.196000		-0.780000		-0.001717
0.197000		-0.780000		-0.001693
0.198000		-0.780000		-0.001670
0.199000		-0.780000		-0.001647
0.200000		-0.780000		-0.001624
0.100000		-0.760000		-0.017563
0.101000		-0.760000		-0.016948
0.102000		-0.760000		-0.016361
0.103000		-0.760000		-0.015801
0.104000		-0.760000		-0.015266
0.105000		-0.760000		-0.014755
0.106000		-0.760000		-0.014266
0.107000		-0.760000		-0.013799
0.108000		-0.760000		-0.013352
0.109000		-0.760000		-0.012924
0.110000		-0.760000		-0.012515
0.111000		-0.760000		-0.012122
0.112000		-0.760000		-0.011746
0.113000		-0.760000		-0.011386
0.114000		-0.760000		-0.011040
0.115000		-0.760000		-0.010708
0.116000		-0.760000		-0.010389
0.117000		-0.760000		-0.010083
0.118000		-0.760000		-0.009789
0.119000		-0.760000		-0.009507
0.120000		-0.760000		-0.009235
0.121000		-0.760000		-0.008974
0.122000		-0.760000		-0.008723
0.123000		-0.760000		-0.008481
0.124000		-0.760000		-0.008249
0.125000		-0.760000		-0.008025
0.126000		-0.760000		-0.007809
0.127000		-0.760000		-0.007601
0.128000		-0.760000		-0.007400
0.129000		-0.760000		-0.007207
0.130000		-0.760000		-0.007020
0.131000		-0.760000		-0.006840
0.132000		-0.760000		-0.006666
0.133000		-0.760000		-0.006499
0.134000		-0.760000		-0.006337
0.135000		-0.760000		-0.006180
0.136000		-0.760000		-0.006029
0.137000		-0.760000		-0.005883
0.138000		-0.760000		-0.005742
0.139000		-0.760000		-0.005605
0.140000		-0.760000		-0.005473
0.141000		-0.760000		-0.005345
0.142000		-0.760000		-0.005221
0.143000		-0.760000		-0.005102
0.144000		-0.760000		-0.004986
0.145000		-0.760000		-0.004873
0.146000		-0.760000		-0.004764
0.147000		-0.760000		-0.004659
0.148000		-0.760000		-0.004557
0.149000		-0.760000		-0.004458
0.150000		-0.760000		-0.004361
0.151000		-0.760000		-0.004268
0.152000		-0.760000		-0.004178
0.153000		-0.760000		-0.004090
0.154000		-0.760000		-0.004005
0.155000		-0.760000		-0.003922
0.156000		-0.760000		-0.003842
0.157000		-0.760000		-0.003764
0.158000		-0.760000		-0.003688
0.159000		-0.760000		-0.003615
0.160000		-0.760000		-0.003543
0.161000		-0.760000		-0.003474
0.162000		-0.760000		-0.003406
0.163000		-0.760000		-0.003340
0.164000		-0.760000		-0.003276
0.165000		-0.760000		-0.003214
0.166000		-0.760000		-0.003154
0.167000		-0.760000		-0.003095
0.168000		-0.760000		-0.003038
0.169000		-0.760000		-0.002982
0.170000		-0.760000		-0.002928
0.171000		-0.760000		-0.002875
0.172000		-0.760000		-0.002823
0.173000		-0.760000		-0.002773
0.174000		-0.760000		-0.002724
0.175000		-0.760000		-0.002677
0.176000		-0.760000		-0.002630
0.177000		-0.760000		-0.002585
0.178000		-0.760000		-0.002541
0.179000		-0.760000		-0.002498
0.180000		-0.760000		-0.002456
0.181000		-0.760000		-0.002415
0.182000		-0.760000		-0.002375
0.183000		-0.760000		-0.002337
0.184000		-0.760000		-0.002299
0.185000		-0.760000		-0.002261
0.186000		-0.760000		-0.002225
0.187000		-0.760000		-0.002190
0.188000		-0.760000		-0.002155
0.189000		-0.760000		-0.002122
0.190000		-0.760000		-0.002089
0.191000		-0.760000		-0.002057
0.192000		-0.760000		-0.002025
0.193000		-0.760000		-0.001995
0.194000		-0.760000		-0.001965
0.195000		-0.760000		-0.001935
0.196000		-0.760000		-0.001907
0.197000		-0.760000		-0.001879
0.198000		-0.760000		-0.001851
0.199000		-0.760000		-0.001825
0.200000		-0.760000		-0.001798
0.100000		-0.740000		-0.021866
0.101000		-0.740000		-0.021056
0.102000		-0.740000		-0.020285
0.103000		-0.740000		-0.019551
0.104000		-0.740000		-0.018851
0.105000		-0.740000		-0.018184
0.106000		-0.740000		-0.017548
0.107000		-0.740000		-0.016941
0.108000		-0.740000		-0.016361
0.109000		-0.740000		-0.015807
0.110000		-0.740000		-0.015278
0.111000		-0.740000		-0.014772
0.112000		-0.740000		-0.014288
0.113000		-0.740000		-0.013825
0.114000		-0.740000		-0.013381
0.115000		-0.740000		-0.012957
0.116000		-0.740000		-0.012550
0.117000		-0.740000		-0.012160
0.118000		-0.740000		-0.011786
0.119000		-0.740000		-0.011427
0.120000		-0.740000		-0.011083
0.121000		-0.740000		-0.010753
0.122000		-0.740000		-0.010435
0.123000		-0.740000		-0.010130
0.124000		-0.740000		-0.009837
0.125000		-0.740000		-0.009555
0.126000		-0.740000		-0.009285
0.127000		-0.740000		-0.009024
0.128000		-0.740000		-0.008773
0.129000		-0.740000		-0.008531
0.130000		-0.740000		-0.008299
0.131000		-0.740000		-0.008075
0.132000		-0.740000		-0.007859
0.133000		-0.740000		-0.007651
0.134000		-0.740000		-0.007450
0.135000		-0.740000		-0.007256
0.136000		-0.740000		-0.007070
0.137000		-0.740000		-0.006889
0.138000		-0.740000		-0.006715
0.139000		-0.740000		-0.006547
0.140000		-0.740000		-0.006385
0.141000		-0.740000		-0.006228
0.142000		-0.740000		-0.006076
0.143000		-0.740000		-0.005930
0.144000		-0.740000		-0.005788
0.145000		-0.740000		-0.005651
0.146000		-0.740000		-0.005518
0.147000		-0.740000		-0.005390
0.148000		-0.740000		-0.005266
0.149000		-0.740000		-0.005145
0.150000		-0.740000		-0.005029
0.151000		-0.740000		-0.004916
0.152000		-0.740000		-0.004807
0.153000		-0.740000		-0.004701
0.154000		-0.740000		-0.004598
0.155000		-0.740000		-0.004498
0.156000		-0.740000		-0.004402
0.157000		-0.740000		-0.004308
0.158000		-0.740000		-0.004217
0.159000		-0.740000		-0.004129
0.160000		-0.740000		-0.004043
0.161000		-0.740000		-0.003960
0.162000		-0.740000		-0.003879
0.163000		-0.740000		-0.003801
0.164000		-0.740000		-0.003724
0.165000		-0.740000		-0.003650
0.166000		-0.740000		-0.003578
0.167000		-0.740000		-0.003508
0.168000		-0.740000		-0.003440
0.169000		-0.740000		-0.003374
0.170000		-0.740000		-0.003310
0.171000		-0.740000		-0.003247
0.172000		-0.740000		-0.003186
0.173000		-0.740000		-0.003127
0.174000		-0.740000		-0.003070
0.175000		-0.740000		-0.003013
0.176000		-0.740000		-0.002959
0.177000		-0.740000		-0.002905
0.178000		-0.740000		-0.002854
0.179000		-0.740000		-0.002803
0.180000		-0.740000		-0.002754
0.181000		-0.740000		-0.002706
0.182000		-0.740000		-0.002659
0.183000		-0.740000		-0.002614
0.184000		-0.740000		-0.002569
0.185000		-0.740000		-0.002526
0.186000		-0.740000		-0.002484
0.187000		-0.740000		-0.002442
0.188000		-0.740000		-0.002402
0.189000		-0.740000		-0.002363
0.190000		-0.740000		-0.002325
0.191000		-0.740000		-0.002287
0.192000		-0.740000		-0.002251
0.193000		-0.740000		-0.002215
0.194000		-0.740000		-0.002180
0.195000		-0.740000		-0.002146
0.196000		-0.740000		-0.002113
0.197000		-0.740000		-0.002081
0.198000		-0.740000		-0.002049
0.199000		-0.740000		-0.002018
0.200000		-0.740000		-0.001988
0.100000		-0.720000		-0.027074
0.101000		-0.720000		-0.026018
0.102000		-0.720000		-0.025015
0.103000		-0.720000		-0.024062
0.104000		-0.720000		-0.023156
0.105000		-0.720000		-0.022293
0.106000		-0.720000		-0.021473
0.107000		-0.720000		-0.020691
0.108000		-0.720000		-0.019946
0.109000		-0.720000		-0.019236
0.110000		-0.720000		-0.018559
0.111000		-0.720000		-0.017913
0.112000		-0.720000		-0.017296
0.113000		-0.720000		-0.016707
0.114000		-0.720000		-0.016144
0.115000		-0.720000		-0.015606
0.116000		-0.720000		-0.015091
0.117000		-0.720000		-0.014598
0.118000		-0.720000		-0.014127
0.119000		-0.720000		-0.013675
0.120000		-0.720000		-0.013243
0.121000		-0.720000		-0.012828
0.122000		-0.720000		-0.012431
0.123000		-0.720000		-0.012049
0.124000		-0.720000		-0.011684
0.125000		-0.720000		-0.011332
0.126000		-0.720000		-0.010995
0.127000		-0.720000		-0.010671
0.128000		-0.720000		-0.010360
0.129000		-0.720000		-0.010061
0.130000		-0.720000		-0.009773
0.131000		-0.720000		-0.009497
0.132000		-0.720000		-0.009230
0.133000		-0.720000		-0.008974
0.134000		-0.720000		-0.008727
0.135000		-0.720000		-0.008489
0.136000		-0.720000		-0.008260
0.137000		-0.720000		-0.008040
0.138000		-0.720000		-0.007827
0.139000		-0.720000		-0.007622
0.140000		-0.720000		-0.007424
0.141000		-0.720000		-0.007233
0.142000		-0.720000		-0.007048
0.143000		-0.720000		-0.006870
0.144000		-0.720000		-0.006698
0.145000		-0.720000		-0.006532
0.146000		-0.720000		-0.006372
0.147000		-0.720000		-0.006217
0.148000		-0.720000		-0.006067
0.149000		-0.720000		-0.005922
0.150000		-0.720000		-0.005781
0.151000		-0.720000		-0.005646
0.152000		-0.720000		-0.005514
0.153000		-0.720000		-0.005387
0.154000		-0.720000		-0.005264
0.155000		-0.720000		-0.005145
0.156000		-0.720000		-0.005029
0.157000		-0.720000		-0.004917
0.158000		-0.720000		-0.004809
0.159000		-0.720000		-0.004703
0.160000		-0.720000		-0.004601
0.161000		-0.720000		-0.004503
0.162000		-0.720000		-0.004407
0.163000		-0.720000		-0.004313
0.164000		-0.720000		-0.004223
0.165000		-0.720000		-0.004135
0.166000		-0.720000		-0.004050
0.167000		-0.720000		-0.003968
0.168000		-0.720000		-0.003887
0.169000		-0.720000		-0.003809
0.170000		-0.720000		-0.003733
0.171000		-0.720000		-0.003660
0.172000		-0.720000		-0.003588
0.173000		-0.720000		-0.003518
0.174000		-0.720000		-0.003451
0.175000		-0.720000		-0.003385
0.176000		-0.720000		-0.003321
0.177000		-0.720000		-0.003258
0.178000		-0.720000		-0.003198
0.179000		-0.720000		-0.003139
0.180000		-0.720000		-0.003081
0.181000		-0.720000		-0.003025
0.182000		-0.720000		-0.002971
0.183000		-0.720000		-0.002918
0.184000		-0.720000		-0.002866
0.185000		-0.720000		-0.002815
0.186000		-0.720000		-0.002766
0.187000		-0.720000		-0.002718
0.188000		-0.720000		-0.002672
0.189000		-0.720000		-0.002626
0.190000		-0.720000		-0.002582
0.191000		-0.720000		-0.002538
0.192000		-0.720000		-0.002496
0.193000		-0.720000		-0.002455
0.194000		-0.720000		-0.002415
0.195000		-0.720000		-0.002376
0.196000		-0.720000		-0.002337
0.197000		-0.720000		-0.002300
0.198000		-0.720000		-0.002263
0.199000		-0.720000		-0.002228
0.200000		-0.720000		-0.002193
0.100000		-0.700000		-0.033346
0.101000		-0.700000		-0.031982
0.102000		-0.700000		-0.030690
0.103000		-0.700000		-0.029464
0.104000		-0.700000		-0.028301
0.105000		-0.700000		-0.027196
0.106000		-0.700000		-0.026147
0.107000		-0.700000		-0.025150
0.108000		-0.700000		-0.024202
0.109000		-0.700000		-0.023300
0.110000		-0.700000		-0.022441
0.111000		-0.700000		-0.021623
0.112000		-0.700000		-0.020843
0.113000		-0.700000		-0.020100
0.114000		-0.700000		-0.019391
0.115000		-0.700000		-0.018714
0.116000		-0.700000		-0.018068
0.117000		-0.700000		-0.017451
0.118000		-0.700000		-0.016861
0.119000		-0.700000		-0.016298
0.120000		-0.700000		-0.015758
0.121000		-0.700000		-0.015242
0.122000		-0.700000		-0.014748
0.123000		-0.700000		-0.014275
0.124000		-0.700000		-0.013822
0.125000		-0.700000		-0.013388
0.126000		-0.700000		-0.012972
0.127000		-0.700000		-0.012572
0.128000		-0.700000		-0.012189
0.129000		-0.700000		-0.011821
0.130000		-0.700000		-0.011468
0.131000		-0.700000		-0.011129
0.132000		-0.700000		-0.010803
0.133000		-0.700000		-0.010490
0.134000		-0.700000		-0.010188
0.135000		-0.700000		-0.009899
0.136000		-0.700000		-0.009620
0.137000		-0.700000		-0.009351
0.138000		-0.700000		-0.009093
0.139000		-0.700000		-0.008844
0.140000		-0.700000		-0.008604
0.141000		-0.700000		-0.008373
0.142000		-0.700000		-0.008150
0.143000		-0.700000		-0.007936
0.144000		-0.700000		-0.007728
0.145000		-0.700000		-0.007529
0.146000		-0.700000		-0.007336
0.147000		-0.700000		-0.007149
0.148000		-0.700000		-0.006969
0.149000		-0.700000		-0.006796
0.150000		-0.700000		-0.006628
0.151000		-0.700000		-0.006466
0.152000		-0.700000		-0.006309
0.153000		-0.700000		-0.006157
0.154000		-0.700000		-0.006010
0.155000		-0.700000		-0.005868
0.156000		-0.700000		-0.005731
0.157000		-0.700000		-0.005598
0.158000		-0.700000		-0.005469
0.159000		-0.700000		-0.005345
0.160000		-0.700000		-0.005224
0.161000		-0.700000		-0.005107
0.162000		-0.700000		-0.004994
0.163000		-0.700000		-0.004884
0.164000		-0.700000		-0.004777
0.165000		-0.700000		-0.004674
0.166000		-0.700000		-0.004574
0.167000		-0.700000		-0.004476
0.168000		-0.700000		-0.004382
0.169000		-0.700000		-0.004290
0.170000		-0.700000		-0.004201
0.171000		-0.700000		-0.004115
0.172000		-0.700000		-0.004031
0.173000		-0.700000		-0.003950
0.174000		-0.700000		-0.003871
0.175000		-0.700000		-0.003794
0.176000		-0.700000		-0.003719
0.177000		-0.700000		-0.003646
0.178000		-0.700000		-0.003576
0.179000		-0.700000		-0.003507
0.180000		-0.700000		-0.003440
0.181000		-0.700000		-0.003375
0.182000		-0.700000		-0.003312
0.183000		-0.700000		-0.003250
0.184000		-0.700000		-0.003190
0.185000		-0.700000		-0.003132
0.186000		-0.700000		-0.003075
0.187000		-0.700000		-0.003020
0.188000		-0.700000		-0.002966
0.189000		-0.700000		-0.002913
0.190000		-0.700000		-0.002862
0.191000		-0.700000		-0.002812
0.192000		-0.700000		-0.002763
0.193000		-0.700000		-0.002716
0.194000		-0.700000		-0.002670
0.195000		-0.700000		-0.002624
0.196000		-0.700000		-0.002580
0.197000		-0.700000		-0.002537
0.198000		-0.700000		-0.002496
0.199000		-0.700000		-0.002455
0.200000		-0.700000		-0.002415
0.100000		-0.680000		-0.040863
0.101000		-0.680000		-0.039116
0.102000		-0.680000		-0.037465
0.103000		-0.680000		-0.035901
0.104000		-0.680000		-0.034421
0.105000		-0.680000		-0.033019
0.106000		-0.680000		-0.031689
0.107000		-0.680000		-0.030427
0.108000		-0.680000		-0.029230
0.109000		-0.680000		-0.028093
0.110000		-0.680000		-0.027012
0.111000		-0.680000		-0.025984
0.112000		-0.680000		-0.025007
0.113000		-0.680000		-0.024077
0.114000		-0.680000		-0.023191
0.115000		-0.680000		-0.022347
0.116000		-0.680000		-0.021542
0.117000		-0.680000		-0.020775
0.118000		-0.680000		-0.020043
0.119000		-0.680000		-0.019345
0.120000		-0.680000		-0.018677
0.121000		-0.680000		-0.018040
0.122000		-0.680000		-0.017431
0.123000		-0.680000		-0.016848
0.124000		-0.680000		-0.016291
0.125000		-0.680000		-0.015758
0.126000		-0.680000		-0.015247
0.127000		-0.680000		-0.014758
0.128000		-0.680000		-0.014290
0.129000		-0.680000		-0.013841
0.130000		-0.680000		-0.013410
0.131000		-0.680000		-0.012997
0.132000		-0.680000		-0.012601
0.133000		-0.680000		-0.012220
0.134000		-0.680000		-0.011855
0.135000		-0.680000		-0.011504
0.136000		-0.680000		-0.011167
0.137000		-0.680000		-0.010842
0.138000		-0.680000		-0.010530
0.139000		-0.680000		-0.010231
0.140000		-0.680000		-0.009942
0.141000		-0.680000		-0.009664
0.142000		-0.680000		-0.009397
0.143000		-0.680000		-0.009139
0.144000		-0.680000		-0.008891
0.145000		-0.680000		-0.008652
0.146000		-0.680000		-0.008421
0.147000		-0.680000		-0.008199
0.148000		-0.680000		-0.007984
0.149000		-0.680000		-0.007777
0.150000		-0.680000		-0.007577
0.151000		-0.680000		-0.007385
0.152000		-0.680000		-0.007198
0.153000		-0.680000		-0.007018
0.154000		-0.680000		-0.006845
0.155000		-0.680000		-0.006677
0.156000		-0.680000		-0.006514
0.157000		-0.680000		-0.006357
0.158000		-0.680000		-0.006205
0.159000		-0.680000		-0.006058
0.160000		-0.680000		-0.005916
0.161000		-0.680000		-0.005778
0.162000		-0.680000		-0.005645
0.163000		-0.680000		-0.005516
0.164000		-0.680000		-0.005391
0.165000		-0.680000		-0.005270
0.166000		-0.680000		-0.005153
0.167000		-0.680000		-0.005039
0.168000		-0.680000		-0.004928
0.169000		-0.680000		-0.004821
0.170000		-0.680000		-0.004718
0.171000		-0.680000		-0.004617
0.172000		-0.680000		-0.004519
0.173000		-0.680000		-0.004425
0.174000		-0.680000		-0.004332
0.175000		-0.680000		-0.004243
0.176000		-0.680000		-0.004156
0.177000		-0.680000		-0.004072
0.178000		-0.680000		-0.003990
0.179000		-0.680000		-0.003910
0.180000		-0.680000		-0.003833
0.181000		-0.680000		-0.003758
0.182000		-0.680000		-0.003685
0.183000		-0.680000		-0.003613
0.184000		-0.680000		-0.003544
0.185000		-0.680000		-0.003477
0.186000		-0.680000		-0.003411
0.187000		-0.680000		-0.003348
0.188000		-0.680000		-0.003286
0.189000		-0.680000		-0.003225
0.190000		-0.680000		-0.003166
0.191000		-0.680000		-0.003109
0.192000		-0.680000		-0.003053
0.193000		-0.680000		-0.002999
0.194000		-0.680000		-0.002946
0.195000		-0.680000		-0.002894
0.196000		-0.680000		-0.002844
0.197000		-0.680000		-0.002795
0.198000		-0.680000		-0.002747
0.199000		-0.680000		-0.002700
0.200000		-0.680000		-0.002654
0.100000		-0.660000		-0.049821
0.101000		-0.660000		-0.047603
0.102000		-0.660000		-0.045510
0.103000		-0.660000		-0.043533
0.104000		-0.660000		-0.041664
0.105000		-0.660000		-0.039897
0.106000		-0.660000		-0.038225
0.107000		-0.660000		-0.036641
0.108000		-0.660000		-0.035141
0.109000		-0.660000		-0.033719
0.110000		-0.660000		-0.032369
0.111000		-0.660000		-0.031089
0.112000		-0.660000		-0.029873
0.113000		-0.660000		-0.028717
0.114000		-0.660000		-0.027618
0.115000		-0.660000		-0.026574
0.116000		-0.660000		-0.025579
0.117000		-0.660000		-0.024632
0.118000		-0.660000		-0.023730
0.119000		-0.660000		-0.022871
0.120000		-0.660000		-0.022051
0.121000		-0.660000		-0.021269
0.122000		-0.660000		-0.020523
0.123000		-0.660000		-0.019810
0.124000		-0.660000		-0.019130
0.125000		-0.660000		-0.018479
0.126000		-0.660000		-0.017857
0.127000		-0.660000		-0.017263
0.128000		-0.660000		-0.016694
0.129000		-0.660000		-0.016149
0.130000		-0.660000		-0.015627
0.131000		-0.660000		-0.015127
0.132000		-0.660000		-0.014648
0.133000		-0.660000		-0.014189
0.134000		-0.660000		-0.013749
0.135000		-0.660000		-0.013326
0.136000		-0.660000		-0.012921
0.137000		-0.660000		-0.012531
0.138000		-0.660000		-0.012157
0.139000		-0.660000		-0.011798
0.140000		-0.660000		-0.011453
0.141000		-0.660000		-0.011121
0.142000		-0.660000		-0.010801
0.143000		-0.660000		-0.010494
0.144000		-0.660000		-0.010199
0.145000		-0.660000		-0.009914
0.146000		-0.660000		-0.009640
0.147000		-0.660000		-0.009376
0.148000		-0.660000		-0.009121
0.149000		-0.660000		-0.008876
0.150000		-0.660000		-0.008640
0.151000		-0.660000		-0.008412
0.152000		-0.660000		-0.008192
0.153000		-0.660000		-0.007979
0.154000		-0.660000		-0.007775
0.155000		-0.660000		-0.007577
0.156000		-0.660000		-0.007386
0.157000		-0.660000		-0.007201
0.158000		-0.660000		-0.007023
0.159000		-0.660000		-0.006850
0.160000		-0.660000		-0.006684
0.161000		-0.660000		-0.006522
0.162000		-0.660000		-0.006366
0.163000		-0.660000		-0.006216
0.164000		-0.660000		-0.006070
0.165000		-0.660000		-0.005928
0.166000		-0.660000		-0.005791
0.167000		-0.660000		-0.005659
0.168000		-0.660000		-0.005531
0.169000		-0.660000		-0.005406
0.170000		-0.660000		-0.005286
0.171000		-0.660000		-0.005169
0.172000		-0.660000		-0.005055
0.173000		-0.660000		-0.004945
0.174000		-0.660000		-0.004839
0.175000		-0.660000		-0.004735
0.176000		-0.660000		-0.004635
0.177000		-0.660000		-0.004538
0.178000		-0.660000		-0.004443
0.179000		-0.660000		-0.004351
0.180000		-0.660000		-0.004262
0.181000		-0.660000		-0.004175
0.182000		-0.660000		-0.004091
0.183000		-0.660000		-0.004009
0.184000		-0.660000		-0.003930
0.185000		-0.660000		-0.003852
0.186000		-0.660000		-0.003777
0.187000		-0.660000		-0.003704
0.188000		-0.660000		-0.003633
0.189000		-0.660000		-0.003564
0.190000		-0.660000		-0.003496
0.191000		-0.660000		-0.003431
0.192000		-0.660000		-0.003367
0.193000		-0.660000		-0.003305
0.194000		-0.660000		-0.003244
0.195000		-0.660000		-0.003185
0.196000		-0.660000		-0.003128
0.197000		-0.660000		-0.003072
0.198000		-0.660000		-0.003017
0.199000		-0.660000		-0.002964
0.200000		-0.660000		-0.002912
0.100000		-0.640000		-0.060430
0.101000		-0.640000		-0.057637
0.102000		-0.640000		-0.055006
0.103000		-0.640000		-0.052525
0.104000		-0.640000		-0.050186
0.105000		-0.640000		-0.047977
0.106000		-0.640000		-0.045890
0.107000		-0.640000		-0.043918
0.108000		-0.640000		-0.042053
0.109000		-0.640000		-0.040287
