101
81
T [GeV]		muB [GeV]		betaV_over_T3 [fm^-3 / GeV^3]
0.153000		-0.480000		3.771189
0.154000		-0.480000		3.876487
0.155000		-0.480000		3.984196
0.156000		-0.480000		4.094358
0.157000		-0.480000		4.207016
0.158000		-0.480000		4.322212
0.159000		-0.480000		4.439990
0.160000		-0.480000		4.560393
0.161000		-0.480000		4.683465
0.162000		-0.480000		4.809251
0.163000		-0.480000		4.937794
0.164000		-0.480000		5.069141
0.165000		-0.480000		5.203337
0.166000		-0.480000		5.340426
0.167000		-0.480000		5.480456
0.168000		-0.480000		5.623473
0.169000		-0.480000		5.769524
0.170000		-0.480000		5.918655
0.171000		-0.480000		6.070914
0.172000		-0.480000		6.226350
0.173000		-0.480000		6.385009
0.174000		-0.480000		6.546941
0.175000		-0.480000		6.712195
0.176000		-0.480000		6.880819
0.177000		-0.480000		7.052863
0.178000		-0.480000		7.228376
0.179000		-0.480000		7.407409
0.180000		-0.480000		7.590012
0.181000		-0.480000		7.776235
0.182000		-0.480000		7.966129
0.183000		-0.480000		8.159747
0.184000		-0.480000		8.357138
0.185000		-0.480000		8.558354
0.186000		-0.480000		8.763448
0.187000		-0.480000		8.972472
0.188000		-0.480000		9.185479
0.189000		-0.480000		9.402519
0.190000		-0.480000		9.623648
0.191000		-0.480000		9.848918
0.192000		-0.480000		10.078381
0.193000		-0.480000		10.312092
0.194000		-0.480000		10.550105
0.195000		-0.480000		10.792473
0.196000		-0.480000		11.039250
0.197000		-0.480000		11.290491
0.198000		-0.480000		11.546250
0.199000		-0.480000		11.806581
0.200000		-0.480000		12.071540
0.100000		-0.460000		0.617019
0.101000		-0.460000		0.643119
0.102000		-0.460000		0.669945
0.103000		-0.460000		0.697517
0.104000		-0.460000		0.725852
0.105000		-0.460000		0.754970
0.106000		-0.460000		0.784888
0.107000		-0.460000		0.815628
0.108000		-0.460000		0.847210
0.109000		-0.460000		0.879656
0.110000		-0.460000		0.912985
0.111000		-0.460000		0.947222
0.112000		-0.460000		0.982388
0.113000		-0.460000		1.018508
0.114000		-0.460000		1.055604
0.115000		-0.460000		1.093701
0.116000		-0.460000		1.132824
0.117000		-0.460000		1.172999
0.118000		-0.460000		1.214251
0.119000		-0.460000		1.256606
0.120000		-0.460000		1.300092
0.121000		-0.460000		1.344735
0.122000		-0.460000		1.390564
0.123000		-0.460000		1.437607
0.124000		-0.460000		1.485893
0.125000		-0.460000		1.535450
0.126000		-0.460000		1.586310
0.127000		-0.460000		1.638501
0.128000		-0.460000		1.692055
0.129000		-0.460000		1.747003
0.130000		-0.460000		1.803376
0.131000		-0.460000		1.861206
0.132000		-0.460000		1.920526
0.133000		-0.460000		1.981369
0.134000		-0.460000		2.043767
0.135000		-0.460000		2.107756
0.136000		-0.460000		2.173369
0.137000		-0.460000		2.240642
0.138000		-0.460000		2.309608
0.139000		-0.460000		2.380304
0.140000		-0.460000		2.452765
0.141000		-0.460000		2.527029
0.142000		-0.460000		2.603133
0.143000		-0.460000		2.681112
0.144000		-0.460000		2.761006
0.145000		-0.460000		2.842853
0.146000		-0.460000		2.926690
0.147000		-0.460000		3.012558
0.148000		-0.460000		3.100496
0.149000		-0.460000		3.190543
0.150000		-0.460000		3.282741
0.151000		-0.460000		3.377129
0.152000		-0.460000		3.473750
0.153000		-0.460000		3.572644
0.154000		-0.460000		3.673853
0.155000		-0.460000		3.777421
0.156000		-0.460000		3.883390
0.157000		-0.460000		3.991804
0.158000		-0.460000		4.102705
0.159000		-0.460000		4.216139
0.160000		-0.460000		4.332149
0.161000		-0.460000		4.450781
0.162000		-0.460000		4.572081
0.163000		-0.460000		4.696092
0.164000		-0.460000		4.822863
0.165000		-0.460000		4.952439
0.166000		-0.460000		5.084867
0.167000		-0.460000		5.220195
0.168000		-0.460000		5.358469
0.169000		-0.460000		5.499739
0.170000		-0.460000		5.644053
0.171000		-0.460000		5.791459
0.172000		-0.460000		5.942006
0.173000		-0.460000		6.095744
0.174000		-0.460000		6.252724
0.175000		-0.460000		6.412994
0.176000		-0.460000		6.576605
0.177000		-0.460000		6.743609
0.178000		-0.460000		6.914057
0.179000		-0.460000		7.087999
0.180000		-0.460000		7.265488
0.181000		-0.460000		7.446577
0.182000		-0.460000		7.631316
0.183000		-0.460000		7.819760
0.184000		-0.460000		8.011960
0.185000		-0.460000		8.207971
0.186000		-0.460000		8.407846
0.187000		-0.460000		8.611639
0.188000		-0.460000		8.819403
0.189000		-0.460000		9.031193
0.190000		-0.460000		9.247064
0.191000		-0.460000		9.467069
0.192000		-0.460000		9.691266
0.193000		-0.460000		9.919707
0.194000		-0.460000		10.152450
0.195000		-0.460000		10.389548
0.196000		-0.460000		10.631059
0.197000		-0.460000		10.877038
0.198000		-0.460000		11.127541
0.199000		-0.460000		11.382625
0.200000		-0.460000		11.642345
0.100000		-0.440000		0.556418
0.101000		-0.440000		0.581137
0.102000		-0.440000		0.606564
0.103000		-0.440000		0.632714
0.104000		-0.440000		0.659605
0.105000		-0.440000		0.687253
0.106000		-0.440000		0.715676
0.107000		-0.440000		0.744893
0.108000		-0.440000		0.774922
0.109000		-0.440000		0.805784
0.110000		-0.440000		0.837498
0.111000		-0.440000		0.870085
0.112000		-0.440000		0.903567
0.113000		-0.440000		0.937966
0.114000		-0.440000		0.973303
0.115000		-0.440000		1.009603
0.116000		-0.440000		1.046889
0.117000		-0.440000		1.085185
0.118000		-0.440000		1.124516
0.119000		-0.440000		1.164907
0.120000		-0.440000		1.206385
0.121000		-0.440000		1.248975
0.122000		-0.440000		1.292704
0.123000		-0.440000		1.337601
0.124000		-0.440000		1.383693
0.125000		-0.440000		1.431008
0.126000		-0.440000		1.479576
0.127000		-0.440000		1.529425
0.128000		-0.440000		1.580588
0.129000		-0.440000		1.633093
0.130000		-0.440000		1.686972
0.131000		-0.440000		1.742257
0.132000		-0.440000		1.798979
0.133000		-0.440000		1.857172
0.134000		-0.440000		1.916868
0.135000		-0.440000		1.978101
0.136000		-0.440000		2.040905
0.137000		-0.440000		2.105316
0.138000		-0.440000		2.171367
0.139000		-0.440000		2.239094
0.140000		-0.440000		2.308534
0.141000		-0.440000		2.379723
0.142000		-0.440000		2.452699
0.143000		-0.440000		2.527498
0.144000		-0.440000		2.604158
0.145000		-0.440000		2.682719
0.146000		-0.440000		2.763219
0.147000		-0.440000		2.845698
0.148000		-0.440000		2.930195
0.149000		-0.440000		3.016750
0.150000		-0.440000		3.105406
0.151000		-0.440000		3.196203
0.152000		-0.440000		3.289182
0.153000		-0.440000		3.384387
0.154000		-0.440000		3.481859
0.155000		-0.440000		3.581643
0.156000		-0.440000		3.683781
0.157000		-0.440000		3.788318
0.158000		-0.440000		3.895298
0.159000		-0.440000		4.004766
0.160000		-0.440000		4.116768
0.161000		-0.440000		4.231349
0.162000		-0.440000		4.348557
0.163000		-0.440000		4.468436
0.164000		-0.440000		4.591036
0.165000		-0.440000		4.716402
0.166000		-0.440000		4.844584
0.167000		-0.440000		4.975630
0.168000		-0.440000		5.109588
0.169000		-0.440000		5.246508
0.170000		-0.440000		5.386439
0.171000		-0.440000		5.529431
0.172000		-0.440000		5.675535
0.173000		-0.440000		5.824802
0.174000		-0.440000		5.977282
0.175000		-0.440000		6.133028
0.176000		-0.440000		6.292091
0.177000		-0.440000		6.454523
0.178000		-0.440000		6.620377
0.179000		-0.440000		6.789706
0.180000		-0.440000		6.962562
0.181000		-0.440000		7.139001
0.182000		-0.440000		7.319075
0.183000		-0.440000		7.502839
0.184000		-0.440000		7.690348
0.185000		-0.440000		7.881655
0.186000		-0.440000		8.076817
0.187000		-0.440000		8.275888
0.188000		-0.440000		8.478924
0.189000		-0.440000		8.685981
0.190000		-0.440000		8.897116
0.191000		-0.440000		9.112383
0.192000		-0.440000		9.331841
0.193000		-0.440000		9.555546
0.194000		-0.440000		9.783555
0.195000		-0.440000		10.015924
0.196000		-0.440000		10.252713
0.197000		-0.440000		10.493977
0.198000		-0.440000		10.739774
0.199000		-0.440000		10.990164
0.200000		-0.440000		11.245202
0.100000		-0.420000		0.497567
0.101000		-0.420000		0.520857
0.102000		-0.420000		0.544840
0.103000		-0.420000		0.569532
0.104000		-0.420000		0.594947
0.105000		-0.420000		0.621101
0.106000		-0.420000		0.648011
0.107000		-0.420000		0.675693
0.108000		-0.420000		0.704164
0.109000		-0.420000		0.733444
0.110000		-0.420000		0.763551
0.111000		-0.420000		0.794505
0.112000		-0.420000		0.826325
0.113000		-0.420000		0.859032
0.114000		-0.420000		0.892648
0.115000		-0.420000		0.927194
0.116000		-0.420000		0.962693
0.117000		-0.420000		0.999168
0.118000		-0.420000		1.036643
0.119000		-0.420000		1.075142
0.120000		-0.420000		1.114690
0.121000		-0.420000		1.155313
0.122000		-0.420000		1.197035
0.123000		-0.420000		1.239885
0.124000		-0.420000		1.283889
0.125000		-0.420000		1.329075
0.126000		-0.420000		1.375471
0.127000		-0.420000		1.423107
0.128000		-0.420000		1.472012
0.129000		-0.420000		1.522215
0.130000		-0.420000		1.573747
0.131000		-0.420000		1.626640
0.132000		-0.420000		1.680926
0.133000		-0.420000		1.736635
0.134000		-0.420000		1.793802
0.135000		-0.420000		1.852460
0.136000		-0.420000		1.912642
0.137000		-0.420000		1.974384
0.138000		-0.420000		2.037719
0.139000		-0.420000		2.102684
0.140000		-0.420000		2.169314
0.141000		-0.420000		2.237647
0.142000		-0.420000		2.307719
0.143000		-0.420000		2.379568
0.144000		-0.420000		2.453232
0.145000		-0.420000		2.528750
0.146000		-0.420000		2.606161
0.147000		-0.420000		2.685505
0.148000		-0.420000		2.766822
0.149000		-0.420000		2.850153
0.150000		-0.420000		2.935539
0.151000		-0.420000		3.023022
0.152000		-0.420000		3.112645
0.153000		-0.420000		3.204450
0.154000		-0.420000		3.298481
0.155000		-0.420000		3.394781
0.156000		-0.420000		3.493395
0.157000		-0.420000		3.594368
0.158000		-0.420000		3.697744
0.159000		-0.420000		3.803570
0.160000		-0.420000		3.911892
0.161000		-0.420000		4.022757
0.162000		-0.420000		4.136212
0.163000		-0.420000		4.252305
0.164000		-0.420000		4.371083
0.165000		-0.420000		4.492596
0.166000		-0.420000		4.616892
0.167000		-0.420000		4.744021
0.168000		-0.420000		4.874033
0.169000		-0.420000		5.006978
0.170000		-0.420000		5.142908
0.171000		-0.420000		5.281872
0.172000		-0.420000		5.423924
0.173000		-0.420000		5.569114
0.174000		-0.420000		5.717496
0.175000		-0.420000		5.869122
0.176000		-0.420000		6.024046
0.177000		-0.420000		6.182320
0.178000		-0.420000		6.344000
0.179000		-0.420000		6.509139
0.180000		-0.420000		6.677791
0.181000		-0.420000		6.850013
0.182000		-0.420000		7.025859
0.183000		-0.420000		7.205385
0.184000		-0.420000		7.388646
0.185000		-0.420000		7.575700
0.186000		-0.420000		7.766603
0.187000		-0.420000		7.961411
0.188000		-0.420000		8.160182
0.189000		-0.420000		8.362973
0.190000		-0.420000		8.569842
0.191000		-0.420000		8.780846
0.192000		-0.420000		8.996045
0.193000		-0.420000		9.215495
0.194000		-0.420000		9.439256
0.195000		-0.420000		9.667387
0.196000		-0.420000		9.899946
0.197000		-0.420000		10.136992
0.198000		-0.420000		10.378586
0.199000		-0.420000		10.624785
0.200000		-0.420000		10.875650
0.100000		-0.400000		0.441143
0.101000		-0.400000		0.462941
0.102000		-0.400000		0.485422
0.103000		-0.400000		0.508599
0.104000		-0.400000		0.532486
0.105000		-0.400000		0.557099
0.106000		-0.400000		0.582452
0.107000		-0.400000		0.608561
0.108000		-0.400000		0.635442
0.109000		-0.400000		0.663113
0.110000		-0.400000		0.691592
0.111000		-0.400000		0.720895
0.112000		-0.400000		0.751043
0.113000		-0.400000		0.782055
0.114000		-0.400000		0.813950
0.115000		-0.400000		0.846750
0.116000		-0.400000		0.880477
0.117000		-0.400000		0.915151
0.118000		-0.400000		0.950797
0.119000		-0.400000		0.987436
0.120000		-0.400000		1.025094
0.121000		-0.400000		1.063794
0.122000		-0.400000		1.103561
0.123000		-0.400000		1.144422
0.124000		-0.400000		1.186403
0.125000		-0.400000		1.229531
0.126000		-0.400000		1.273833
0.127000		-0.400000		1.319338
0.128000		-0.400000		1.366075
0.129000		-0.400000		1.414073
0.130000		-0.400000		1.463361
0.131000		-0.400000		1.513972
0.132000		-0.400000		1.565936
0.133000		-0.400000		1.619284
0.134000		-0.400000		1.674050
0.135000		-0.400000		1.730267
0.136000		-0.400000		1.787967
0.137000		-0.400000		1.847186
0.138000		-0.400000		1.907959
0.139000		-0.400000		1.970320
0.140000		-0.400000		2.034305
0.141000		-0.400000		2.099952
0.142000		-0.400000		2.167298
0.143000		-0.400000		2.236380
0.144000		-0.400000		2.307236
0.145000		-0.400000		2.379906
0.146000		-0.400000		2.454429
0.147000		-0.400000		2.530845
0.148000		-0.400000		2.609195
0.149000		-0.400000		2.689519
0.150000		-0.400000		2.771860
0.151000		-0.400000		2.856260
0.152000		-0.400000		2.942762
0.153000		-0.400000		3.031409
0.154000		-0.400000		3.122245
0.155000		-0.400000		3.215314
0.156000		-0.400000		3.310662
0.157000		-0.400000		3.408334
0.158000		-0.400000		3.508376
0.159000		-0.400000		3.610834
0.160000		-0.400000		3.715756
0.161000		-0.400000		3.823190
0.162000		-0.400000		3.933183
0.163000		-0.400000		4.045785
0.164000		-0.400000		4.161043
0.165000		-0.400000		4.279009
0.166000		-0.400000		4.399731
0.167000		-0.400000		4.523261
0.168000		-0.400000		4.649649
0.169000		-0.400000		4.778947
0.170000		-0.400000		4.911207
0.171000		-0.400000		5.046481
0.172000		-0.400000		5.184822
0.173000		-0.400000		5.326284
0.174000		-0.400000		5.470919
0.175000		-0.400000		5.618783
0.176000		-0.400000		5.769929
0.177000		-0.400000		5.924412
0.178000		-0.400000		6.082289
0.179000		-0.400000		6.243613
0.180000		-0.400000		6.408442
0.181000		-0.400000		6.576832
0.182000		-0.400000		6.748840
0.183000		-0.400000		6.924521
0.184000		-0.400000		7.103935
0.185000		-0.400000		7.287139
0.186000		-0.400000		7.474190
0.187000		-0.400000		7.665147
0.188000		-0.400000		7.860069
0.189000		-0.400000		8.059014
0.190000		-0.400000		8.262041
0.191000		-0.400000		8.469211
0.192000		-0.400000		8.680582
0.193000		-0.400000		8.896215
0.194000		-0.400000		9.116169
0.195000		-0.400000		9.340504
0.196000		-0.400000		9.569282
0.197000		-0.400000		9.802563
0.198000		-0.400000		10.040407
0.199000		-0.400000		10.282876
0.200000		-0.400000		10.530030
0.100000		-0.380000		0.387813
0.101000		-0.380000		0.408056
0.102000		-0.380000		0.428972
0.103000		-0.380000		0.450574
0.104000		-0.380000		0.472876
0.105000		-0.380000		0.495892
0.106000		-0.380000		0.519635
0.107000		-0.380000		0.544121
0.108000		-0.380000		0.569365
0.109000		-0.380000		0.595384
0.110000		-0.380000		0.622193
0.111000		-0.380000		0.649811
0.112000		-0.380000		0.678256
0.113000		-0.380000		0.707545
0.114000		-0.380000		0.737698
0.115000		-0.380000		0.768735
0.116000		-0.380000		0.800676
0.117000		-0.380000		0.833543
0.118000		-0.380000		0.867357
0.119000		-0.380000		0.902140
0.120000		-0.380000		0.937915
0.121000		-0.380000		0.974707
0.122000		-0.380000		1.012540
0.123000		-0.380000		1.051437
0.124000		-0.380000		1.091426
0.125000		-0.380000		1.132533
0.126000		-0.380000		1.174784
0.127000		-0.380000		1.218206
0.128000		-0.380000		1.262829
0.129000		-0.380000		1.308682
0.130000		-0.380000		1.355793
0.131000		-0.380000		1.404192
0.132000		-0.380000		1.453912
0.133000		-0.380000		1.504983
0.134000		-0.380000		1.557437
0.135000		-0.380000		1.611307
0.136000		-0.380000		1.666627
0.137000		-0.380000		1.723431
0.138000		-0.380000		1.781753
0.139000		-0.380000		1.841629
0.140000		-0.380000		1.903094
0.141000		-0.380000		1.966186
0.142000		-0.380000		2.030942
0.143000		-0.380000		2.097398
0.144000		-0.380000		2.165595
0.145000		-0.380000		2.235570
0.146000		-0.380000		2.307364
0.147000		-0.380000		2.381017
0.148000		-0.380000		2.456570
0.149000		-0.380000		2.534064
0.150000		-0.380000		2.613542
0.151000		-0.380000		2.695046
0.152000		-0.380000		2.778620
0.153000		-0.380000		2.864307
0.154000		-0.380000		2.952152
0.155000		-0.380000		3.042201
0.156000		-0.380000		3.134498
0.157000		-0.380000		3.229090
0.158000		-0.380000		3.326023
0.159000		-0.380000		3.425346
0.160000		-0.380000		3.527105
0.161000		-0.380000		3.631350
0.162000		-0.380000		3.738130
0.163000		-0.380000		3.847493
0.164000		-0.380000		3.959490
0.165000		-0.380000		4.074172
0.166000		-0.380000		4.191589
0.167000		-0.380000		4.311793
0.168000		-0.380000		4.434836
0.169000		-0.380000		4.560771
0.170000		-0.380000		4.689651
0.171000		-0.380000		4.821529
0.172000		-0.380000		4.956459
0.173000		-0.380000		5.094496
0.174000		-0.380000		5.235694
0.175000		-0.380000		5.380109
0.176000		-0.380000		5.527797
0.177000		-0.380000		5.678813
0.178000		-0.380000		5.833215
0.179000		-0.380000		5.991059
0.180000		-0.380000		6.152402
0.181000		-0.380000		6.317303
0.182000		-0.380000		6.485819
0.183000		-0.380000		6.658008
0.184000		-0.380000		6.833930
0.185000		-0.380000		7.013644
0.186000		-0.380000		7.197209
0.187000		-0.380000		7.384684
0.188000		-0.380000		7.576130
0.189000		-0.380000		7.771607
0.190000		-0.380000		7.971175
0.191000		-0.380000		8.174896
0.192000		-0.380000		8.382831
0.193000		-0.380000		8.595040
0.194000		-0.380000		8.811585
0.195000		-0.380000		9.032528
0.196000		-0.380000		9.257931
0.197000		-0.380000		9.487856
0.198000		-0.380000		9.722364
0.199000		-0.380000		9.961520
0.200000		-0.380000		10.205384
0.100000		-0.360000		0.338152
0.101000		-0.360000		0.356791
0.102000		-0.360000		0.376093
0.103000		-0.360000		0.396071
0.104000		-0.360000		0.416736
0.105000		-0.360000		0.438104
0.106000		-0.360000		0.460187
0.107000		-0.360000		0.483000
0.108000		-0.360000		0.506559
0.109000		-0.360000		0.530879
0.110000		-0.360000		0.555975
0.111000		-0.360000		0.581865
0.112000		-0.360000		0.608566
0.113000		-0.360000		0.636096
0.114000		-0.360000		0.664473
0.115000		-0.360000		0.693715
0.116000		-0.360000		0.723844
0.117000		-0.360000		0.754879
0.118000		-0.360000		0.786842
0.119000		-0.360000		0.819753
0.120000		-0.360000		0.853635
0.121000		-0.360000		0.888512
0.122000		-0.360000		0.924406
0.123000		-0.360000		0.961343
0.124000		-0.360000		0.999347
0.125000		-0.360000		1.038443
0.126000		-0.360000		1.078659
0.127000		-0.360000		1.120021
0.128000		-0.360000		1.162557
0.129000		-0.360000		1.206296
0.130000		-0.360000		1.251266
0.131000		-0.360000		1.297497
0.132000		-0.360000		1.345020
0.133000		-0.360000		1.393866
0.134000		-0.360000		1.444067
0.135000		-0.360000		1.495655
0.136000		-0.360000		1.548663
0.137000		-0.360000		1.603126
0.138000		-0.360000		1.659078
0.139000		-0.360000		1.716554
0.140000		-0.360000		1.775590
0.141000		-0.360000		1.836223
0.142000		-0.360000		1.898490
0.143000		-0.360000		1.962429
0.144000		-0.360000		2.028079
0.145000		-0.360000		2.095478
0.146000		-0.360000		2.164667
0.147000		-0.360000		2.235686
0.148000		-0.360000		2.308577
0.149000		-0.360000		2.383382
0.150000		-0.360000		2.460142
0.151000		-0.360000		2.538901
0.152000		-0.360000		2.619704
0.153000		-0.360000		2.702593
0.154000		-0.360000		2.787615
0.155000		-0.360000		2.874816
0.156000		-0.360000		2.964240
0.157000		-0.360000		3.055936
0.158000		-0.360000		3.149950
0.159000		-0.360000		3.246331
0.160000		-0.360000		3.345127
0.161000		-0.360000		3.446388
0.162000		-0.360000		3.550164
0.163000		-0.360000		3.656504
0.164000		-0.360000		3.765460
0.165000		-0.360000		3.877084
0.166000		-0.360000		3.991427
0.167000		-0.360000		4.108541
0.168000		-0.360000		4.228481
0.169000		-0.360000		4.351299
0.170000		-0.360000		4.477050
0.171000		-0.360000		4.605788
0.172000		-0.360000		4.737568
0.173000		-0.360000		4.872446
0.174000		-0.360000		5.010478
0.175000		-0.360000		5.151721
0.176000		-0.360000		5.296231
0.177000		-0.360000		5.444065
0.178000		-0.360000		5.595283
0.179000		-0.360000		5.749940
0.180000		-0.360000		5.908098
0.181000		-0.360000		6.069813
0.182000		-0.360000		6.235146
0.183000		-0.360000		6.404157
0.184000		-0.360000		6.576905
0.185000		-0.360000		6.753451
0.186000		-0.360000		6.933856
0.187000		-0.360000		7.118180
0.188000		-0.360000		7.306486
0.189000		-0.360000		7.498834
0.190000		-0.360000		7.695287
0.191000		-0.360000		7.895907
0.192000		-0.360000		8.100756
0.193000		-0.360000		8.309897
0.194000		-0.360000		8.523393
0.195000		-0.360000		8.741307
0.196000		-0.360000		8.963702
0.197000		-0.360000		9.190642
0.198000		-0.360000		9.422190
0.199000		-0.360000		9.658411
0.200000		-0.360000		9.899367
0.100000		-0.340000		0.292590
0.101000		-0.340000		0.309602
0.102000		-0.340000		0.327263
0.103000		-0.340000		0.345586
0.104000		-0.340000		0.364583
0.105000		-0.340000		0.384268
0.106000		-0.340000		0.404656
0.107000		-0.340000		0.425760
0.108000		-0.340000		0.447596
0.109000		-0.340000		0.470179
0.110000		-0.340000		0.493524
0.111000		-0.340000		0.517649
0.112000		-0.340000		0.542570
0.113000		-0.340000		0.568304
0.114000		-0.340000		0.594869
0.115000		-0.340000		0.622285
0.116000		-0.340000		0.650571
0.117000		-0.340000		0.679745
0.118000		-0.340000		0.709830
0.119000		-0.340000		0.740845
0.120000		-0.340000		0.772814
0.121000		-0.340000		0.805757
0.122000		-0.340000		0.839699
0.123000		-0.340000		0.874664
0.124000		-0.340000		0.910675
0.125000		-0.340000		0.947758
0.126000		-0.340000		0.985939
0.127000		-0.340000		1.025244
0.128000		-0.340000		1.065702
0.129000		-0.340000		1.107339
0.130000		-0.340000		1.150185
0.131000		-0.340000		1.194269
0.132000		-0.340000		1.239622
0.133000		-0.340000		1.286273
0.134000		-0.340000		1.334256
0.135000		-0.340000		1.383601
0.136000		-0.340000		1.434343
0.137000		-0.340000		1.486515
0.138000		-0.340000		1.540151
0.139000		-0.340000		1.595287
0.140000		-0.340000		1.651958
0.141000		-0.340000		1.710202
0.142000		-0.340000		1.770055
0.143000		-0.340000		1.831556
0.144000		-0.340000		1.894743
0.145000		-0.340000		1.959656
0.146000		-0.340000		2.026335
0.147000		-0.340000		2.094821
0.148000		-0.340000		2.165155
0.149000		-0.340000		2.237380
0.150000		-0.340000		2.311539
0.151000		-0.340000		2.387674
0.152000		-0.340000		2.465832
0.153000		-0.340000		2.546055
0.154000		-0.340000		2.628391
0.155000		-0.340000		2.712884
0.156000		-0.340000		2.799583
0.157000		-0.340000		2.888534
0.158000		-0.340000		2.979787
0.159000		-0.340000		3.073388
0.160000		-0.340000		3.169389
0.161000		-0.340000		3.267839
0.162000		-0.340000		3.368789
0.163000		-0.340000		3.472289
0.164000		-0.340000		3.578392
0.165000		-0.340000		3.687151
0.166000		-0.340000		3.798617
0.167000		-0.340000		3.912845
0.168000		-0.340000		4.029889
0.169000		-0.340000		4.149803
0.170000		-0.340000		4.272643
0.171000		-0.340000		4.398464
0.172000		-0.340000		4.527322
0.173000		-0.340000		4.659274
0.174000		-0.340000		4.794377
0.175000		-0.340000		4.932689
0.176000		-0.340000		5.074268
0.177000		-0.340000		5.219172
0.178000		-0.340000		5.367461
0.179000		-0.340000		5.519194
0.180000		-0.340000		5.674430
0.181000		-0.340000		5.833231
0.182000		-0.340000		5.995655
0.183000		-0.340000		6.161766
0.184000		-0.340000		6.331623
0.185000		-0.340000		6.505289
0.186000		-0.340000		6.682825
0.187000		-0.340000		6.864295
0.188000		-0.340000		7.049760
0.189000		-0.340000		7.239284
0.190000		-0.340000		7.432930
0.191000		-0.340000		7.630761
0.192000		-0.340000		7.832841
0.193000		-0.340000		8.039235
0.194000		-0.340000		8.250005
0.195000		-0.340000		8.465218
0.196000		-0.340000		8.684937
0.197000		-0.340000		8.909227
0.198000		-0.340000		9.138153
0.199000		-0.340000		9.371780
0.200000		-0.340000		9.610174
0.100000		-0.320000		0.251384
0.101000		-0.320000		0.266776
0.102000		-0.320000		0.282799
0.103000		-0.320000		0.299464
0.104000		-0.320000		0.316787
0.105000		-0.320000		0.334782
0.106000		-0.320000		0.353461
0.107000		-0.320000		0.372842
0.108000		-0.320000		0.392937
0.109000		-0.320000		0.413763
0.110000		-0.320000		0.435337
0.111000		-0.320000		0.457673
0.112000		-0.320000		0.480790
0.113000		-0.320000		0.504705
0.114000		-0.320000		0.529435
0.115000		-0.320000		0.554999
0.116000		-0.320000		0.581417
0.117000		-0.320000		0.608708
0.118000		-0.320000		0.636892
0.119000		-0.320000		0.665990
0.120000		-0.320000		0.696024
0.121000		-0.320000		0.727017
0.122000		-0.320000		0.758990
0.123000		-0.320000		0.791967
0.124000		-0.320000		0.825974
0.125000		-0.320000		0.861034
0.126000		-0.320000		0.897173
0.127000		-0.320000		0.934418
0.128000		-0.320000		0.972796
0.129000		-0.320000		1.012335
0.130000		-0.320000		1.053063
0.131000		-0.320000		1.095009
0.132000		-0.320000		1.138204
0.133000		-0.320000		1.182678
0.134000		-0.320000		1.228462
0.135000		-0.320000		1.275590
0.136000		-0.320000		1.324093
0.137000		-0.320000		1.374006
0.138000		-0.320000		1.425364
0.139000		-0.320000		1.478201
0.140000		-0.320000		1.532553
0.141000		-0.320000		1.588457
0.142000		-0.320000		1.645951
0.143000		-0.320000		1.705073
0.144000		-0.320000		1.765862
0.145000		-0.320000		1.828357
0.146000		-0.320000		1.892600
0.147000		-0.320000		1.958630
0.148000		-0.320000		2.026490
0.149000		-0.320000		2.096223
0.150000		-0.320000		2.167873
0.151000		-0.320000		2.241482
0.152000		-0.320000		2.317095
0.153000		-0.320000		2.394760
0.154000		-0.320000		2.474520
0.155000		-0.320000		2.556424
0.156000		-0.320000		2.640518
0.157000		-0.320000		2.726852
0.158000		-0.320000		2.815473
0.159000		-0.320000		2.906432
0.160000		-0.320000		2.999778
0.161000		-0.320000		3.095563
0.162000		-0.320000		3.193837
0.163000		-0.320000		3.294653
0.164000		-0.320000		3.398064
0.165000		-0.320000		3.504123
0.166000		-0.320000		3.612883
0.167000		-0.320000		3.724400
0.168000		-0.320000		3.838727
0.169000		-0.320000		3.955922
0.170000		-0.320000		4.076040
0.171000		-0.320000		4.199138
0.172000		-0.320000		4.325272
0.173000		-0.320000		4.454502
0.174000		-0.320000		4.586884
0.175000		-0.320000		4.722478
0.176000		-0.320000		4.861343
0.177000		-0.320000		5.003539
0.178000		-0.320000		5.149126
0.179000		-0.320000		5.298164
0.180000		-0.320000		5.450714
0.181000		-0.320000		5.606839
0.182000		-0.320000		5.766599
0.183000		-0.320000		5.930057
0.184000		-0.320000		6.097275
0.185000		-0.320000		6.268317
0.186000		-0.320000		6.443246
0.187000		-0.320000		6.622125
0.188000		-0.320000		6.805019
0.189000		-0.320000		6.991990
0.190000		-0.320000		7.183105
0.191000		-0.320000		7.378428
0.192000		-0.320000		7.578023
0.193000		-0.320000		7.781956
0.194000		-0.320000		7.990293
0.195000		-0.320000		8.203098
0.196000		-0.320000		8.420439
0.197000		-0.320000		8.642381
0.198000		-0.320000		8.868990
0.199000		-0.320000		9.100332
0.200000		-0.320000		9.336475
0.100000		-0.300000		0.214620
0.101000		-0.300000		0.228430
0.102000		-0.300000		0.242847
0.103000		-0.300000		0.257885
0.104000		-0.300000		0.273558
0.105000		-0.300000		0.289881
0.106000		-0.300000		0.306869
0.107000		-0.300000		0.324536
0.108000		-0.300000		0.342900
0.109000		-0.300000		0.361975
0.110000		-0.300000		0.381778
0.111000		-0.300000		0.402327
0.112000		-0.300000		0.423637
0.113000		-0.300000		0.445728
0.114000		-0.300000		0.468616
0.115000		-0.300000		0.492322
