101
81
T [GeV]		muB [GeV]		betaV_over_T3 [fm^-3 / GeV^3]
0.137000		0.040000		0.466139
0.138000		0.040000		0.494108
0.139000		0.040000		0.523404
0.140000		0.040000		0.554070
0.141000		0.040000		0.586154
0.142000		0.040000		0.619703
0.143000		0.040000		0.654764
0.144000		0.040000		0.691386
0.145000		0.040000		0.729620
0.146000		0.040000		0.769515
0.147000		0.040000		0.811123
0.148000		0.040000		0.854496
0.149000		0.040000		0.899688
0.150000		0.040000		0.946751
0.151000		0.040000		0.995742
0.152000		0.040000		1.046715
0.153000		0.040000		1.099726
0.154000		0.040000		1.154834
0.155000		0.040000		1.212095
0.156000		0.040000		1.271568
0.157000		0.040000		1.333313
0.158000		0.040000		1.397389
0.159000		0.040000		1.463858
0.160000		0.040000		1.532781
0.161000		0.040000		1.604221
0.162000		0.040000		1.678239
0.163000		0.040000		1.754901
0.164000		0.040000		1.834269
0.165000		0.040000		1.916410
0.166000		0.040000		2.001388
0.167000		0.040000		2.089270
0.168000		0.040000		2.180122
0.169000		0.040000		2.274012
0.170000		0.040000		2.371008
0.171000		0.040000		2.471177
0.172000		0.040000		2.574589
0.173000		0.040000		2.681313
0.174000		0.040000		2.791420
0.175000		0.040000		2.904978
0.176000		0.040000		3.022060
0.177000		0.040000		3.142736
0.178000		0.040000		3.267078
0.179000		0.040000		3.395159
0.180000		0.040000		3.527049
0.181000		0.040000		3.662823
0.182000		0.040000		3.802553
0.183000		0.040000		3.946313
0.184000		0.040000		4.094176
0.185000		0.040000		4.246216
0.186000		0.040000		4.402507
0.187000		0.040000		4.563124
0.188000		0.040000		4.728141
0.189000		0.040000		4.897633
0.190000		0.040000		5.071675
0.191000		0.040000		5.250342
0.192000		0.040000		5.433709
0.193000		0.040000		5.621852
0.194000		0.040000		5.814846
0.195000		0.040000		6.012767
0.196000		0.040000		6.215689
0.197000		0.040000		6.423689
0.198000		0.040000		6.636842
0.199000		0.040000		6.855223
0.200000		0.040000		7.078909
0.100000		0.060000		0.030905
0.101000		0.060000		0.034024
0.102000		0.060000		0.037398
0.103000		0.060000		0.041041
0.104000		0.060000		0.044971
0.105000		0.060000		0.049204
0.106000		0.060000		0.053758
0.107000		0.060000		0.058650
0.108000		0.060000		0.063901
0.109000		0.060000		0.069529
0.110000		0.060000		0.075556
0.111000		0.060000		0.082001
0.112000		0.060000		0.088888
0.113000		0.060000		0.096237
0.114000		0.060000		0.104074
0.115000		0.060000		0.112421
0.116000		0.060000		0.121303
0.117000		0.060000		0.130747
0.118000		0.060000		0.140777
0.119000		0.060000		0.151423
0.120000		0.060000		0.162710
0.121000		0.060000		0.174669
0.122000		0.060000		0.187328
0.123000		0.060000		0.200719
0.124000		0.060000		0.214871
0.125000		0.060000		0.229817
0.126000		0.060000		0.245591
0.127000		0.060000		0.262225
0.128000		0.060000		0.279754
0.129000		0.060000		0.298214
0.130000		0.060000		0.317640
0.131000		0.060000		0.338070
0.132000		0.060000		0.359542
0.133000		0.060000		0.382095
0.134000		0.060000		0.405768
0.135000		0.060000		0.430602
0.136000		0.060000		0.456639
0.137000		0.060000		0.483920
0.138000		0.060000		0.512489
0.139000		0.060000		0.542389
0.140000		0.060000		0.573667
0.141000		0.060000		0.606367
0.142000		0.060000		0.640537
0.143000		0.060000		0.676223
0.144000		0.060000		0.713474
0.145000		0.060000		0.752340
0.146000		0.060000		0.792870
0.147000		0.060000		0.835115
0.148000		0.060000		0.879128
0.149000		0.060000		0.924960
0.150000		0.060000		0.972666
0.151000		0.060000		1.022298
0.152000		0.060000		1.073913
0.153000		0.060000		1.127567
0.154000		0.060000		1.183315
0.155000		0.060000		1.241215
0.156000		0.060000		1.301326
0.157000		0.060000		1.363706
0.158000		0.060000		1.428414
0.159000		0.060000		1.495512
0.160000		0.060000		1.565061
0.161000		0.060000		1.637121
0.162000		0.060000		1.711757
0.163000		0.060000		1.789030
0.164000		0.060000		1.869005
0.165000		0.060000		1.951746
0.166000		0.060000		2.037318
0.167000		0.060000		2.125787
0.168000		0.060000		2.217219
0.169000		0.060000		2.311682
0.170000		0.060000		2.409242
0.171000		0.060000		2.509967
0.172000		0.060000		2.613927
0.173000		0.060000		2.721190
0.174000		0.060000		2.831825
0.175000		0.060000		2.945903
0.176000		0.060000		3.063494
0.177000		0.060000		3.184669
0.178000		0.060000		3.309500
0.179000		0.060000		3.438057
0.180000		0.060000		3.570413
0.181000		0.060000		3.706640
0.182000		0.060000		3.846812
0.183000		0.060000		3.991001
0.184000		0.060000		4.139280
0.185000		0.060000		4.291724
0.186000		0.060000		4.448406
0.187000		0.060000		4.609400
0.188000		0.060000		4.774780
0.189000		0.060000		4.944622
0.190000		0.060000		5.118999
0.191000		0.060000		5.297987
0.192000		0.060000		5.481660
0.193000		0.060000		5.670095
0.194000		0.060000		5.863365
0.195000		0.060000		6.061546
0.196000		0.060000		6.264714
0.197000		0.060000		6.472943
0.198000		0.060000		6.686310
0.199000		0.060000		6.904889
0.200000		0.060000		7.128756
0.100000		0.080000		0.034668
0.101000		0.080000		0.038077
0.102000		0.080000		0.041755
0.103000		0.080000		0.045719
0.104000		0.080000		0.049985
0.105000		0.080000		0.054569
0.106000		0.080000		0.059491
0.107000		0.080000		0.064768
0.108000		0.080000		0.070419
0.109000		0.080000		0.076465
0.110000		0.080000		0.082925
0.111000		0.080000		0.089821
0.112000		0.080000		0.097175
0.113000		0.080000		0.105009
0.114000		0.080000		0.113347
0.115000		0.080000		0.122213
0.116000		0.080000		0.131630
0.117000		0.080000		0.141625
0.118000		0.080000		0.152224
0.119000		0.080000		0.163454
0.120000		0.080000		0.175342
0.121000		0.080000		0.187917
0.122000		0.080000		0.201209
0.123000		0.080000		0.215247
0.124000		0.080000		0.230062
0.125000		0.080000		0.245686
0.126000		0.080000		0.262151
0.127000		0.080000		0.279491
0.128000		0.080000		0.297740
0.129000		0.080000		0.316932
0.130000		0.080000		0.337104
0.131000		0.080000		0.358293
0.132000		0.080000		0.380534
0.133000		0.080000		0.403868
0.134000		0.080000		0.428333
0.135000		0.080000		0.453969
0.136000		0.080000		0.480817
0.137000		0.080000		0.508919
0.138000		0.080000		0.538317
0.139000		0.080000		0.569055
0.140000		0.080000		0.601178
0.141000		0.080000		0.634729
0.142000		0.080000		0.669756
0.143000		0.080000		0.706306
0.144000		0.080000		0.744425
0.145000		0.080000		0.784164
0.146000		0.080000		0.825570
0.147000		0.080000		0.868695
0.148000		0.080000		0.913589
0.149000		0.080000		0.960304
0.150000		0.080000		1.008894
0.151000		0.080000		1.059412
0.152000		0.080000		1.111912
0.153000		0.080000		1.166449
0.154000		0.080000		1.223080
0.155000		0.080000		1.281861
0.156000		0.080000		1.342850
0.157000		0.080000		1.406104
0.158000		0.080000		1.471684
0.159000		0.080000		1.539648
0.160000		0.080000		1.610058
0.161000		0.080000		1.682974
0.162000		0.080000		1.758458
0.163000		0.080000		1.836573
0.164000		0.080000		1.917383
0.165000		0.080000		2.000951
0.166000		0.080000		2.087341
0.167000		0.080000		2.176619
0.168000		0.080000		2.268851
0.169000		0.080000		2.364102
0.170000		0.080000		2.462440
0.171000		0.080000		2.563933
0.172000		0.080000		2.668648
0.173000		0.080000		2.776654
0.174000		0.080000		2.888019
0.175000		0.080000		3.002814
0.176000		0.080000		3.121108
0.177000		0.080000		3.242972
0.178000		0.080000		3.368476
0.179000		0.080000		3.497693
0.180000		0.080000		3.630692
0.181000		0.080000		3.767548
0.182000		0.080000		3.908330
0.183000		0.080000		4.053114
0.184000		0.080000		4.201970
0.185000		0.080000		4.354974
0.186000		0.080000		4.512197
0.187000		0.080000		4.673714
0.188000		0.080000		4.839600
0.189000		0.080000		5.009927
0.190000		0.080000		5.184771
0.191000		0.080000		5.364206
0.192000		0.080000		5.548306
0.193000		0.080000		5.737147
0.194000		0.080000		5.930803
0.195000		0.080000		6.129350
0.196000		0.080000		6.332861
0.197000		0.080000		6.541414
0.198000		0.080000		6.755082
0.199000		0.080000		6.973940
0.200000		0.080000		7.198064
0.100000		0.100000		0.039719
0.101000		0.100000		0.043509
0.102000		0.100000		0.047588
0.103000		0.100000		0.051972
0.104000		0.100000		0.056678
0.105000		0.100000		0.061723
0.106000		0.100000		0.067125
0.107000		0.100000		0.072904
0.108000		0.100000		0.079077
0.109000		0.100000		0.085666
0.110000		0.100000		0.092691
0.111000		0.100000		0.100172
0.112000		0.100000		0.108133
0.113000		0.100000		0.116595
0.114000		0.100000		0.125581
0.115000		0.100000		0.135116
0.116000		0.100000		0.145223
0.117000		0.100000		0.155929
0.118000		0.100000		0.167260
0.119000		0.100000		0.179241
0.120000		0.100000		0.191901
0.121000		0.100000		0.205267
0.122000		0.100000		0.219369
0.123000		0.100000		0.234236
0.124000		0.100000		0.249899
0.125000		0.100000		0.266389
0.126000		0.100000		0.283737
0.127000		0.100000		0.301978
0.128000		0.100000		0.321144
0.129000		0.100000		0.341269
0.130000		0.100000		0.362390
0.131000		0.100000		0.384541
0.132000		0.100000		0.407761
0.133000		0.100000		0.432086
0.134000		0.100000		0.457555
0.135000		0.100000		0.484208
0.136000		0.100000		0.512084
0.137000		0.100000		0.541225
0.138000		0.100000		0.571673
0.139000		0.100000		0.603470
0.140000		0.100000		0.636660
0.141000		0.100000		0.671288
0.142000		0.100000		0.707398
0.143000		0.100000		0.745037
0.144000		0.100000		0.784252
0.145000		0.100000		0.825090
0.146000		0.100000		0.867601
0.147000		0.100000		0.911834
0.148000		0.100000		0.957839
0.149000		0.100000		1.005667
0.150000		0.100000		1.055371
0.151000		0.100000		1.107003
0.152000		0.100000		1.160617
0.153000		0.100000		1.216267
0.154000		0.100000		1.274009
0.155000		0.100000		1.333898
0.156000		0.100000		1.395991
0.157000		0.100000		1.460346
0.158000		0.100000		1.527021
0.159000		0.100000		1.596075
0.160000		0.100000		1.667568
0.161000		0.100000		1.741560
0.162000		0.100000		1.818113
0.163000		0.100000		1.897288
0.164000		0.100000		1.979148
0.165000		0.100000		2.063757
0.166000		0.100000		2.151177
0.167000		0.100000		2.241474
0.168000		0.100000		2.334712
0.169000		0.100000		2.430957
0.170000		0.100000		2.530276
0.171000		0.100000		2.632735
0.172000		0.100000		2.738402
0.173000		0.100000		2.847345
0.174000		0.100000		2.959632
0.175000		0.100000		3.075331
0.176000		0.100000		3.194513
0.177000		0.100000		3.317248
0.178000		0.100000		3.443604
0.179000		0.100000		3.573654
0.180000		0.100000		3.707468
0.181000		0.100000		3.845118
0.182000		0.100000		3.986675
0.183000		0.100000		4.132212
0.184000		0.100000		4.281801
0.185000		0.100000		4.435515
0.186000		0.100000		4.593427
0.187000		0.100000		4.755611
0.188000		0.100000		4.922139
0.189000		0.100000		5.093086
0.190000		0.100000		5.268525
0.191000		0.100000		5.448531
0.192000		0.100000		5.633178
0.193000		0.100000		5.822540
0.194000		0.100000		6.016693
0.195000		0.100000		6.215709
0.196000		0.100000		6.419665
0.197000		0.100000		6.628635
0.198000		0.100000		6.842693
0.199000		0.100000		7.061915
0.200000		0.100000		7.286375
0.100000		0.120000		0.046221
0.101000		0.120000		0.050491
0.102000		0.120000		0.055072
0.103000		0.120000		0.059982
0.104000		0.120000		0.065238
0.105000		0.120000		0.070858
0.106000		0.120000		0.076859
0.107000		0.120000		0.083261
0.108000		0.120000		0.090083
0.109000		0.120000		0.097345
0.110000		0.120000		0.105067
0.111000		0.120000		0.113272
0.112000		0.120000		0.121980
0.113000		0.120000		0.131215
0.114000		0.120000		0.140998
0.115000		0.120000		0.151355
0.116000		0.120000		0.162309
0.117000		0.120000		0.173885
0.118000		0.120000		0.186110
0.119000		0.120000		0.199008
0.120000		0.120000		0.212608
0.121000		0.120000		0.226938
0.122000		0.120000		0.242025
0.123000		0.120000		0.257899
0.124000		0.120000		0.274590
0.125000		0.120000		0.292129
0.126000		0.120000		0.310547
0.127000		0.120000		0.329876
0.128000		0.120000		0.350149
0.129000		0.120000		0.371400
0.130000		0.120000		0.393664
0.131000		0.120000		0.416976
0.132000		0.120000		0.441371
0.133000		0.120000		0.466888
0.134000		0.120000		0.493563
0.135000		0.120000		0.521436
0.136000		0.120000		0.550545
0.137000		0.120000		0.580931
0.138000		0.120000		0.612636
0.139000		0.120000		0.645700
0.140000		0.120000		0.680167
0.141000		0.120000		0.716080
0.142000		0.120000		0.753484
0.143000		0.120000		0.792424
0.144000		0.120000		0.832946
0.145000		0.120000		0.875097
0.146000		0.120000		0.918925
0.147000		0.120000		0.964479
0.148000		0.120000		1.011808
0.149000		0.120000		1.060962
0.150000		0.120000		1.111992
0.151000		0.120000		1.164951
0.152000		0.120000		1.219890
0.153000		0.120000		1.276865
0.154000		0.120000		1.335928
0.155000		0.120000		1.397136
0.156000		0.120000		1.460544
0.157000		0.120000		1.526208
0.158000		0.120000		1.594187
0.159000		0.120000		1.664538
0.160000		0.120000		1.737320
0.161000		0.120000		1.812593
0.162000		0.120000		1.890418
0.163000		0.120000		1.970855
0.164000		0.120000		2.053966
0.165000		0.120000		2.139813
0.166000		0.120000		2.228461
0.167000		0.120000		2.319971
0.168000		0.120000		2.414409
0.169000		0.120000		2.511840
0.170000		0.120000		2.612328
0.171000		0.120000		2.715941
0.172000		0.120000		2.822745
0.173000		0.120000		2.932807
0.174000		0.120000		3.046194
0.175000		0.120000		3.162976
0.176000		0.120000		3.283220
0.177000		0.120000		3.406996
0.178000		0.120000		3.534373
0.179000		0.120000		3.665422
0.180000		0.120000		3.800213
0.181000		0.120000		3.938817
0.182000		0.120000		4.081305
0.183000		0.120000		4.227749
0.184000		0.120000		4.378220
0.185000		0.120000		4.532791
0.186000		0.120000		4.691534
0.187000		0.120000		4.854522
0.188000		0.120000		5.021828
0.189000		0.120000		5.193525
0.190000		0.120000		5.369687
0.191000		0.120000		5.550388
0.192000		0.120000		5.735700
0.193000		0.120000		5.925699
0.194000		0.120000		6.120457
0.195000		0.120000		6.320050
0.196000		0.120000		6.524552
0.197000		0.120000		6.734036
0.198000		0.120000		6.948578
0.199000		0.120000		7.168252
0.200000		0.120000		7.393131
0.100000		0.140000		0.054377
0.101000		0.140000		0.059230
0.102000		0.140000		0.064423
0.103000		0.140000		0.069972
0.104000		0.140000		0.075894
0.105000		0.140000		0.082207
0.106000		0.140000		0.088931
0.107000		0.140000		0.096083
0.108000		0.140000		0.103684
0.109000		0.140000		0.111753
0.110000		0.140000		0.120311
0.111000		0.140000		0.129379
0.112000		0.140000		0.138978
0.113000		0.140000		0.149132
0.114000		0.140000		0.159863
0.115000		0.140000		0.171194
0.116000		0.140000		0.183149
0.117000		0.140000		0.195753
0.118000		0.140000		0.209032
0.119000		0.140000		0.223011
0.120000		0.140000		0.237717
0.121000		0.140000		0.253178
0.122000		0.140000		0.269420
0.123000		0.140000		0.286473
0.124000		0.140000		0.304366
0.125000		0.140000		0.323130
0.126000		0.140000		0.342794
0.127000		0.140000		0.363391
0.128000		0.140000		0.384952
0.129000		0.140000		0.407511
0.130000		0.140000		0.431101
0.131000		0.140000		0.455758
0.132000		0.140000		0.481515
0.133000		0.140000		0.508410
0.134000		0.140000		0.536480
0.135000		0.140000		0.565761
0.136000		0.140000		0.596293
0.137000		0.140000		0.628115
0.138000		0.140000		0.661267
0.139000		0.140000		0.695791
0.140000		0.140000		0.731727
0.141000		0.140000		0.769118
0.142000		0.140000		0.808009
0.143000		0.140000		0.848443
0.144000		0.140000		0.890466
0.145000		0.140000		0.934124
0.146000		0.140000		0.979463
0.147000		0.140000		1.026531
0.148000		0.140000		1.075378
0.149000		0.140000		1.126051
0.150000		0.140000		1.178601
0.151000		0.140000		1.233080
0.152000		0.140000		1.289538
0.153000		0.140000		1.348030
0.154000		0.140000		1.408607
0.155000		0.140000		1.471325
0.156000		0.140000		1.536238
0.157000		0.140000		1.603402
0.158000		0.140000		1.672873
0.159000		0.140000		1.744709
0.160000		0.140000		1.818969
0.161000		0.140000		1.895709
0.162000		0.140000		1.974991
0.163000		0.140000		2.056875
0.164000		0.140000		2.141420
0.165000		0.140000		2.228689
0.166000		0.140000		2.318744
0.167000		0.140000		2.411647
0.168000		0.140000		2.507463
0.169000		0.140000		2.606255
0.170000		0.140000		2.708088
0.171000		0.140000		2.813028
0.172000		0.140000		2.921139
0.173000		0.140000		3.032489
0.174000		0.140000		3.147145
0.175000		0.140000		3.265174
0.176000		0.140000		3.386644
0.177000		0.140000		3.511623
0.178000		0.140000		3.640180
0.179000		0.140000		3.772385
0.180000		0.140000		3.908308
0.181000		0.140000		4.048018
0.182000		0.140000		4.191585
0.183000		0.140000		4.339082
0.184000		0.140000		4.490579
0.185000		0.140000		4.646148
0.186000		0.140000		4.805860
0.187000		0.140000		4.969788
0.188000		0.140000		5.138004
0.189000		0.140000		5.310581
0.190000		0.140000		5.487592
0.191000		0.140000		5.669109
0.192000		0.140000		5.855206
0.193000		0.140000		6.045957
0.194000		0.140000		6.241434
0.195000		0.140000		6.441712
0.196000		0.140000		6.646865
0.197000		0.140000		6.856965
0.198000		0.140000		7.072088
0.199000		0.140000		7.292307
0.200000		0.140000		7.517695
0.100000		0.160000		0.064429
0.101000		0.160000		0.069978
0.102000		0.160000		0.075897
0.103000		0.160000		0.082203
0.104000		0.160000		0.088913
0.105000		0.160000		0.096046
0.106000		0.160000		0.103620
0.107000		0.160000		0.111654
0.108000		0.160000		0.120167
0.109000		0.160000		0.129179
0.110000		0.160000		0.138712
0.111000		0.160000		0.148785
0.112000		0.160000		0.159420
0.113000		0.160000		0.170640
0.114000		0.160000		0.182466
0.115000		0.160000		0.194922
0.116000		0.160000		0.208031
0.117000		0.160000		0.221818
0.118000		0.160000		0.236308
0.119000		0.160000		0.251525
0.120000		0.160000		0.267496
0.121000		0.160000		0.284248
0.122000		0.160000		0.301808
0.123000		0.160000		0.320203
0.124000		0.160000		0.339463
0.125000		0.160000		0.359616
0.126000		0.160000		0.380694
0.127000		0.160000		0.402725
0.128000		0.160000		0.425743
0.129000		0.160000		0.449778
0.130000		0.160000		0.474865
0.131000		0.160000		0.501036
0.132000		0.160000		0.528326
0.133000		0.160000		0.556771
0.134000		0.160000		0.586406
0.135000		0.160000		0.617268
0.136000		0.160000		0.649395
0.137000		0.160000		0.682825
0.138000		0.160000		0.717597
0.139000		0.160000		0.753752
0.140000		0.160000		0.791330
0.141000		0.160000		0.830373
0.142000		0.160000		0.870924
0.143000		0.160000		0.913025
0.144000		0.160000		0.956722
0.145000		0.160000		1.002059
0.146000		0.160000		1.049082
0.147000		0.160000		1.097838
0.148000		0.160000		1.148374
0.149000		0.160000		1.200738
0.150000		0.160000		1.254981
0.151000		0.160000		1.311151
0.152000		0.160000		1.369301
0.153000		0.160000		1.429480
0.154000		0.160000		1.491742
0.155000		0.160000		1.556141
0.156000		0.160000		1.622729
0.157000		0.160000		1.691563
0.158000		0.160000		1.762696
0.159000		0.160000		1.836187
0.160000		0.160000		1.912091
0.161000		0.160000		1.990467
0.162000		0.160000		2.071374
0.163000		0.160000		2.154869
0.164000		0.160000		2.241015
0.165000		0.160000		2.329870
0.166000		0.160000		2.421496
0.167000		0.160000		2.515956
0.168000		0.160000		2.613312
0.169000		0.160000		2.713627
0.170000		0.160000		2.816965
0.171000		0.160000		2.923390
0.172000		0.160000		3.032968
0.173000		0.160000		3.145763
0.174000		0.160000		3.261843
0.175000		0.160000		3.381273
0.176000		0.160000		3.504121
0.177000		0.160000		3.630455
0.178000		0.160000		3.760342
0.179000		0.160000		3.893851
0.180000		0.160000		4.031051
0.181000		0.160000		4.172012
0.182000		0.160000		4.316803
0.183000		0.160000		4.465494
0.184000		0.160000		4.618156
0.185000		0.160000		4.774860
0.186000		0.160000		4.935676
0.187000		0.160000		5.100677
0.188000		0.160000		5.269934
0.189000		0.160000		5.443519
0.190000		0.160000		5.621504
0.191000		0.160000		5.803962
0.192000		0.160000		5.990965
0.193000		0.160000		6.182586
0.194000		0.160000		6.378898
0.195000		0.160000		6.579974
0.196000		0.160000		6.785887
0.197000		0.160000		6.996711
0.198000		0.160000		7.212519
0.199000		0.160000		7.433384
0.200000		0.160000		7.659380
0.100000		0.180000		0.076657
0.101000		0.180000		0.083021
0.102000		0.180000		0.089788
0.103000		0.180000		0.096976
0.104000		0.180000		0.104601
0.105000		0.180000		0.112682
0.106000		0.180000		0.121238
0.107000		0.180000		0.130287
0.108000		0.180000		0.139848
0.109000		0.180000		0.149942
0.110000		0.180000		0.160588
0.111000		0.180000		0.171807
0.112000		0.180000		0.183621
0.113000		0.180000		0.196050
0.114000		0.180000		0.209117
0.115000		0.180000		0.222844
0.116000		0.180000		0.237255
0.117000		0.180000		0.252373
0.118000		0.180000		0.268222
0.119000		0.180000		0.284827
0.120000		0.180000		0.302214
0.121000		0.180000		0.320408
0.122000		0.180000		0.339436
0.123000		0.180000		0.359326
0.124000		0.180000		0.380104
0.125000		0.180000		0.401800
0.126000		0.180000		0.424442
0.127000		0.180000		0.448061
0.128000		0.180000		0.472687
0.129000		0.180000		0.498351
0.130000		0.180000		0.525086
0.131000		0.180000		0.552925
0.132000		0.180000		0.581900
0.133000		0.180000		0.612046
0.134000		0.180000		0.643399
0.135000		0.180000		0.675993
0.136000		0.180000		0.709867
0.137000		0.180000		0.745056
0.138000		0.180000		0.781600
0.139000		0.180000		0.819538
0.140000		0.180000		0.858909
0.141000		0.180000		0.899755
0.142000		0.180000		0.942116
0.143000		0.180000		0.986036
0.144000		0.180000		1.031557
0.145000		0.180000		1.078724
0.146000		0.180000		1.127581
0.147000		0.180000		1.178174
0.148000		0.180000		1.230550
0.149000		0.180000		1.284757
0.150000		0.180000		1.340841
0.151000		0.180000		1.398854
0.152000		0.180000		1.458843
0.153000		0.180000		1.520861
0.154000		0.180000		1.584957
0.155000		0.180000		1.651186
0.156000		0.180000		1.719600
0.157000		0.180000		1.790252
0.158000		0.180000		1.863197
0.159000		0.180000		1.938491
0.160000		0.180000		2.016190
0.161000		0.180000		2.096350
0.162000		0.180000		2.179030
0.163000		0.180000		2.264287
0.164000		0.180000		2.352180
0.165000		0.180000		2.442770
0.166000		0.180000		2.536116
0.167000		0.180000		2.632280
0.168000		0.180000		2.731323
0.169000		0.180000		2.833308
0.170000		0.180000		2.938297
0.171000		0.180000		3.046354
0.172000		0.180000		3.157544
0.173000		0.180000		3.271930
0.174000		0.180000		3.389578
0.175000		0.180000		3.510554
0.176000		0.180000		3.634924
0.177000		0.180000		3.762755
0.178000		0.180000		3.894113
0.179000		0.180000		4.029068
0.180000		0.180000		4.167686
0.181000		0.180000		4.310037
0.182000		0.180000		4.456189
0.183000		0.180000		4.606212
0.184000		0.180000		4.760175
0.185000		0.180000		4.918149
0.186000		0.180000		5.080203
0.187000		0.180000		5.246409
0.188000		0.180000		5.416838
0.189000		0.180000		5.591560
0.190000		0.180000		5.770648
0.191000		0.180000		5.954172
0.192000		0.180000		6.142206
0.193000		0.180000		6.334820
0.194000		0.180000		6.532088
0.195000		0.180000		6.734081
0.196000		0.180000		6.940872
0.197000		0.180000		7.152534
0.198000		0.180000		7.369140
0.199000		0.180000		7.590762
0.200000		0.180000		7.817473
0.100000		0.200000		0.091379
0.101000		0.200000		0.098682
0.102000		0.200000		0.106423
0.103000		0.200000		0.114620
0.104000		0.200000		0.123290
0.105000		0.200000		0.132450
0.106000		0.200000		0.142120
0.107000		0.200000		0.152318
0.108000		0.200000		0.163063
0.109000		0.200000		0.174374
0.110000		0.200000		0.186270
0.111000		0.200000		0.198773
0.112000		0.200000		0.211902
0.113000		0.200000		0.225679
0.114000		0.200000		0.240125
0.115000		0.200000		0.255263
0.116000		0.200000		0.271113
0.117000		0.200000		0.287701
0.118000		0.200000		0.305048
0.119000		0.200000		0.323179
0.120000		0.200000		0.342119
0.121000		0.200000		0.361893
0.122000		0.200000		0.382527
0.123000		0.200000		0.404046
0.124000		0.200000		0.426479
0.125000		0.200000		0.449852
0.126000		0.200000		0.474194
0.127000		0.200000		0.499535
0.128000		0.200000		0.525903
0.129000		0.200000		0.553329
0.130000		0.200000		0.581845
0.131000		0.200000		0.611483
0.132000		0.200000		0.642274
0.133000		0.200000		0.674253
0.134000		0.200000		0.707453
0.135000		0.200000		0.741910
0.136000		0.200000		0.777660
0.137000		0.200000		0.814738
0.138000		0.200000		0.853182
0.139000		0.200000		0.893031
0.140000		0.200000		0.934324
0.141000		0.200000		0.977100
0.142000		0.200000		1.021399
0.143000		0.200000		1.067265
0.144000		0.200000		1.114738
0.145000		0.200000		1.163862
0.146000		0.200000		1.214680
0.147000		0.200000		1.267239
0.148000		0.200000		1.321583
0.149000		0.200000		1.377759
0.150000		0.200000		1.435813
0.151000		0.200000		1.495796
0.152000		0.200000		1.557754
0.153000		0.200000		1.621738
0.154000		0.200000		1.687798
0.155000		0.200000		1.755986
0.156000		0.200000		1.826355
0.157000		0.200000		1.898955
0.158000		0.200000		1.973843
0.159000		0.200000		2.051071
0.160000		0.200000		2.130695
0.161000		0.200000		2.212771
0.162000		0.200000		2.297356
0.163000		0.200000		2.384506
0.164000		0.200000		2.474281
0.165000		0.200000		2.566738
0.166000		0.200000		2.661938
0.167000		0.200000		2.759940
0.168000		0.200000		2.860804
0.169000		0.200000		2.964594
0.170000		0.200000		3.071369
0.171000		0.200000		3.181194
0.172000		0.200000		3.294130
0.173000		0.200000		3.410243
0.174000		0.200000		3.529595
0.175000		0.200000		3.652253
0.176000		0.200000		3.778281
0.177000		0.200000		3.907745
0.178000		0.200000		4.040712
0.179000		0.200000		4.177248
0.180000		0.200000		4.317421
0.181000		0.200000		4.461298
0.182000		0.200000		4.608947
0.183000		0.200000		4.760437
0.184000		0.200000		4.915837
0.185000		0.200000		5.075215
0.186000		0.200000		5.238642
0.187000		0.200000		5.406188
0.188000		0.200000		5.577922
0.189000		0.200000		5.753914
0.190000		0.200000		5.934237
0.191000		0.200000		6.118959
0.192000		0.200000		6.308154
0.193000		0.200000		6.501891
0.194000		0.200000		6.700243
0.195000		0.200000		6.903280
0.196000		0.200000		7.111076
0.197000		0.200000		7.323702
0.198000		0.200000		7.541230
0.199000		0.200000		7.763731
0.200000		0.200000		7.991279
0.100000		0.220000		0.108938
0.101000		0.220000		0.117307
0.102000		0.220000		0.126150
0.103000		0.220000		0.135485
0.104000		0.220000		0.145329
0.105000		0.220000		0.155700
0.106000		0.220000		0.166615
0.107000		0.220000		0.178092
0.108000		0.220000		0.190151
0.109000		0.220000		0.202809
0.110000		0.220000		0.216086
0.111000		0.220000		0.230002
0.112000		0.220000		0.244576
0.113000		0.220000		0.259829
0.114000		0.220000		0.275782
0.115000		0.220000		0.292456
0.116000		0.220000		0.309872
0.117000		0.220000		0.328054
0.118000		0.220000		0.347023
0.119000		0.220000		0.366802
0.120000		0.220000		0.387417
0.121000		0.220000		0.408891
0.122000		0.220000		0.431249
0.123000		0.220000		0.454516
0.124000		0.220000		0.478720
0.125000		0.220000		0.503886
0.126000		0.220000		0.530042
0.127000		0.220000		0.557218
0.128000		0.220000		0.585440
0.129000		0.220000		0.614740
0.130000		0.220000		0.645147
0.131000		0.220000		0.676693
0.132000		0.220000		0.709409
0.133000		0.220000		0.743328
0.134000		0.220000		0.778484
0.135000		0.220000		0.814909
0.136000		0.220000		0.852641
0.137000		0.220000		0.891713
0.138000		0.220000		0.932163
0.139000		0.220000		0.974029
0.140000		0.220000		1.017347
0.141000		0.220000		1.062158
0.142000		0.220000		1.108501
0.143000		0.220000		1.156416
0.144000		0.220000		1.205946
0.145000		0.220000		1.257132
0.146000		0.220000		1.310018
0.147000		0.220000		1.364648
0.148000		0.220000		1.421065
0.149000		0.220000		1.479317
0.150000		0.220000		1.539449
0.151000		0.220000		1.601509
0.152000		0.220000		1.665544
0.153000		0.220000		1.731604
0.154000		0.220000		1.799738
0.155000		0.220000		1.869996
0.156000		0.220000		1.942431
0.157000		0.220000		2.017093
