101
81
T [GeV]		muB [GeV]		G [1]
0.139000		-0.420000		-0.879433
0.140000		-0.420000		-0.867140
0.141000		-0.420000		-0.855128
0.142000		-0.420000		-0.843393
0.143000		-0.420000		-0.831926
0.144000		-0.420000		-0.820722
0.145000		-0.420000		-0.809774
0.146000		-0.420000		-0.799075
0.147000		-0.420000		-0.788618
0.148000		-0.420000		-0.778399
0.149000		-0.420000		-0.768411
0.150000		-0.420000		-0.758647
0.151000		-0.420000		-0.749103
0.152000		-0.420000		-0.739772
0.153000		-0.420000		-0.730649
0.154000		-0.420000		-0.721728
0.155000		-0.420000		-0.713004
0.156000		-0.420000		-0.704471
0.157000		-0.420000		-0.696126
0.158000		-0.420000		-0.687962
0.159000		-0.420000		-0.679975
0.160000		-0.420000		-0.672159
0.161000		-0.420000		-0.664511
0.162000		-0.420000		-0.657026
0.163000		-0.420000		-0.649700
0.164000		-0.420000		-0.642527
0.165000		-0.420000		-0.635505
0.166000		-0.420000		-0.628628
0.167000		-0.420000		-0.621893
0.168000		-0.420000		-0.615297
0.169000		-0.420000		-0.608834
0.170000		-0.420000		-0.602502
0.171000		-0.420000		-0.596297
0.172000		-0.420000		-0.590215
0.173000		-0.420000		-0.584254
0.174000		-0.420000		-0.578410
0.175000		-0.420000		-0.572679
0.176000		-0.420000		-0.567058
0.177000		-0.420000		-0.561546
0.178000		-0.420000		-0.556138
0.179000		-0.420000		-0.550831
0.180000		-0.420000		-0.545624
0.181000		-0.420000		-0.540513
0.182000		-0.420000		-0.535496
0.183000		-0.420000		-0.530570
0.184000		-0.420000		-0.525732
0.185000		-0.420000		-0.520982
0.186000		-0.420000		-0.516315
0.187000		-0.420000		-0.511730
0.188000		-0.420000		-0.507225
0.189000		-0.420000		-0.502797
0.190000		-0.420000		-0.498445
0.191000		-0.420000		-0.494167
0.192000		-0.420000		-0.489960
0.193000		-0.420000		-0.485823
0.194000		-0.420000		-0.481754
0.195000		-0.420000		-0.477751
0.196000		-0.420000		-0.473812
0.197000		-0.420000		-0.469937
0.198000		-0.420000		-0.466123
0.199000		-0.420000		-0.462368
0.200000		-0.420000		-0.458672
0.100000		-0.400000		-1.660733
0.101000		-0.400000		-1.631809
0.102000		-0.400000		-1.603406
0.103000		-0.400000		-1.575525
0.104000		-0.400000		-1.548163
0.105000		-0.400000		-1.521316
0.106000		-0.400000		-1.494981
0.107000		-0.400000		-1.469155
0.108000		-0.400000		-1.443833
0.109000		-0.400000		-1.419012
0.110000		-0.400000		-1.394685
0.111000		-0.400000		-1.370849
0.112000		-0.400000		-1.347497
0.113000		-0.400000		-1.324623
0.114000		-0.400000		-1.302223
0.115000		-0.400000		-1.280289
0.116000		-0.400000		-1.258815
0.117000		-0.400000		-1.237796
0.118000		-0.400000		-1.217223
0.119000		-0.400000		-1.197090
0.120000		-0.400000		-1.177390
0.121000		-0.400000		-1.158116
0.122000		-0.400000		-1.139262
0.123000		-0.400000		-1.120819
0.124000		-0.400000		-1.102780
0.125000		-0.400000		-1.085139
0.126000		-0.400000		-1.067888
0.127000		-0.400000		-1.051019
0.128000		-0.400000		-1.034525
0.129000		-0.400000		-1.018399
0.130000		-0.400000		-1.002634
0.131000		-0.400000		-0.987221
0.132000		-0.400000		-0.972155
0.133000		-0.400000		-0.957427
0.134000		-0.400000		-0.943030
0.135000		-0.400000		-0.928958
0.136000		-0.400000		-0.915203
0.137000		-0.400000		-0.901758
0.138000		-0.400000		-0.888616
0.139000		-0.400000		-0.875771
0.140000		-0.400000		-0.863215
0.141000		-0.400000		-0.850942
0.142000		-0.400000		-0.838946
0.143000		-0.400000		-0.827219
0.144000		-0.400000		-0.815756
0.145000		-0.400000		-0.804549
0.146000		-0.400000		-0.793594
0.147000		-0.400000		-0.782884
0.148000		-0.400000		-0.772412
0.149000		-0.400000		-0.762173
0.150000		-0.400000		-0.752161
0.151000		-0.400000		-0.742371
0.152000		-0.400000		-0.732796
0.153000		-0.400000		-0.723432
0.154000		-0.400000		-0.714273
0.155000		-0.400000		-0.705314
0.156000		-0.400000		-0.696549
0.157000		-0.400000		-0.687974
0.158000		-0.400000		-0.679584
0.159000		-0.400000		-0.671374
0.160000		-0.400000		-0.663339
0.161000		-0.400000		-0.655475
0.162000		-0.400000		-0.647777
0.163000		-0.400000		-0.640241
0.164000		-0.400000		-0.632863
0.165000		-0.400000		-0.625638
0.166000		-0.400000		-0.618563
0.167000		-0.400000		-0.611633
0.168000		-0.400000		-0.604845
0.169000		-0.400000		-0.598195
0.170000		-0.400000		-0.591679
0.171000		-0.400000		-0.585294
0.172000		-0.400000		-0.579037
0.173000		-0.400000		-0.572903
0.174000		-0.400000		-0.566889
0.175000		-0.400000		-0.560994
0.176000		-0.400000		-0.555212
0.177000		-0.400000		-0.549542
0.178000		-0.400000		-0.543980
0.179000		-0.400000		-0.538524
0.180000		-0.400000		-0.533170
0.181000		-0.400000		-0.527917
0.182000		-0.400000		-0.522761
0.183000		-0.400000		-0.517700
0.184000		-0.400000		-0.512731
0.185000		-0.400000		-0.507852
0.186000		-0.400000		-0.503061
0.187000		-0.400000		-0.498355
0.188000		-0.400000		-0.493733
0.189000		-0.400000		-0.489192
0.190000		-0.400000		-0.484729
0.191000		-0.400000		-0.480344
0.192000		-0.400000		-0.476034
0.193000		-0.400000		-0.471797
0.194000		-0.400000		-0.467631
0.195000		-0.400000		-0.463535
0.196000		-0.400000		-0.459506
0.197000		-0.400000		-0.455544
0.198000		-0.400000		-0.451646
0.199000		-0.400000		-0.447810
0.200000		-0.400000		-0.444037
0.100000		-0.380000		-1.663145
0.101000		-0.380000		-1.634185
0.102000		-0.380000		-1.605736
0.103000		-0.380000		-1.577797
0.104000		-0.380000		-1.550367
0.105000		-0.380000		-1.523441
0.106000		-0.380000		-1.497017
0.107000		-0.380000		-1.471092
0.108000		-0.380000		-1.445661
0.109000		-0.380000		-1.420720
0.110000		-0.380000		-1.396265
0.111000		-0.380000		-1.372290
0.112000		-0.380000		-1.348791
0.113000		-0.380000		-1.325761
0.114000		-0.380000		-1.303197
0.115000		-0.380000		-1.281090
0.116000		-0.380000		-1.259436
0.117000		-0.380000		-1.238229
0.118000		-0.380000		-1.217461
0.119000		-0.380000		-1.197127
0.120000		-0.380000		-1.177219
0.121000		-0.380000		-1.157732
0.122000		-0.380000		-1.138658
0.123000		-0.380000		-1.119991
0.124000		-0.380000		-1.101723
0.125000		-0.380000		-1.083849
0.126000		-0.380000		-1.066360
0.127000		-0.380000		-1.049249
0.128000		-0.380000		-1.032511
0.129000		-0.380000		-1.016137
0.130000		-0.380000		-1.000121
0.131000		-0.380000		-0.984456
0.132000		-0.380000		-0.969135
0.133000		-0.380000		-0.954151
0.134000		-0.380000		-0.939497
0.135000		-0.380000		-0.925166
0.136000		-0.380000		-0.911151
0.137000		-0.380000		-0.897447
0.138000		-0.380000		-0.884046
0.139000		-0.380000		-0.870941
0.140000		-0.380000		-0.858126
0.141000		-0.380000		-0.845595
0.142000		-0.380000		-0.833341
0.143000		-0.380000		-0.821358
0.144000		-0.380000		-0.809640
0.145000		-0.380000		-0.798180
0.146000		-0.380000		-0.786973
0.147000		-0.380000		-0.776013
0.148000		-0.380000		-0.765294
0.149000		-0.380000		-0.754810
0.150000		-0.380000		-0.744555
0.151000		-0.380000		-0.734525
0.152000		-0.380000		-0.724713
0.153000		-0.380000		-0.715114
0.154000		-0.380000		-0.705724
0.155000		-0.380000		-0.696536
0.156000		-0.380000		-0.687546
0.157000		-0.380000		-0.678750
0.158000		-0.380000		-0.670141
0.159000		-0.380000		-0.661716
0.160000		-0.380000		-0.653470
0.161000		-0.380000		-0.645398
0.162000		-0.380000		-0.637497
0.163000		-0.380000		-0.629761
0.164000		-0.380000		-0.622186
0.165000		-0.380000		-0.614768
0.166000		-0.380000		-0.607504
0.167000		-0.380000		-0.600390
0.168000		-0.380000		-0.593421
0.169000		-0.380000		-0.586594
0.170000		-0.380000		-0.579905
0.171000		-0.380000		-0.573351
0.172000		-0.380000		-0.566927
0.173000		-0.380000		-0.560632
0.174000		-0.380000		-0.554462
0.175000		-0.380000		-0.548412
0.176000		-0.380000		-0.542482
0.177000		-0.380000		-0.536666
0.178000		-0.380000		-0.530962
0.179000		-0.380000		-0.525368
0.180000		-0.380000		-0.519881
0.181000		-0.380000		-0.514497
0.182000		-0.380000		-0.509215
0.183000		-0.380000		-0.504031
0.184000		-0.380000		-0.498944
0.185000		-0.380000		-0.493950
0.186000		-0.380000		-0.489048
0.187000		-0.380000		-0.484235
0.188000		-0.380000		-0.479508
0.189000		-0.380000		-0.474866
0.190000		-0.380000		-0.470307
0.191000		-0.380000		-0.465828
0.192000		-0.380000		-0.461428
0.193000		-0.380000		-0.457104
0.194000		-0.380000		-0.452855
0.195000		-0.380000		-0.448679
0.196000		-0.380000		-0.444573
0.197000		-0.380000		-0.440537
0.198000		-0.380000		-0.436569
0.199000		-0.380000		-0.432667
0.200000		-0.380000		-0.428829
0.100000		-0.360000		-1.664498
0.101000		-0.360000		-1.635479
0.102000		-0.360000		-1.606963
0.103000		-0.360000		-1.578946
0.104000		-0.360000		-1.551428
0.105000		-0.360000		-1.524405
0.106000		-0.360000		-1.497875
0.107000		-0.360000		-1.471833
0.108000		-0.360000		-1.446277
0.109000		-0.360000		-1.421202
0.110000		-0.360000		-1.396604
0.111000		-0.360000		-1.372477
0.112000		-0.360000		-1.348818
0.113000		-0.360000		-1.325621
0.114000		-0.360000		-1.302881
0.115000		-0.360000		-1.280592
0.116000		-0.360000		-1.258748
0.117000		-0.360000		-1.237344
0.118000		-0.360000		-1.216373
0.119000		-0.360000		-1.195830
0.120000		-0.360000		-1.175708
0.121000		-0.360000		-1.156001
0.122000		-0.360000		-1.136702
0.123000		-0.360000		-1.117805
0.124000		-0.360000		-1.099303
0.125000		-0.360000		-1.081191
0.126000		-0.360000		-1.063460
0.127000		-0.360000		-1.046106
0.128000		-0.360000		-1.029120
0.129000		-0.360000		-1.012496
0.130000		-0.360000		-0.996229
0.131000		-0.360000		-0.980310
0.132000		-0.360000		-0.964734
0.133000		-0.360000		-0.949494
0.134000		-0.360000		-0.934583
0.135000		-0.360000		-0.919995
0.136000		-0.360000		-0.905723
0.137000		-0.360000		-0.891761
0.138000		-0.360000		-0.878102
0.139000		-0.360000		-0.864741
0.140000		-0.360000		-0.851671
0.141000		-0.360000		-0.838885
0.142000		-0.360000		-0.826378
0.143000		-0.360000		-0.814144
0.144000		-0.360000		-0.802176
0.145000		-0.360000		-0.790469
0.146000		-0.360000		-0.779016
0.147000		-0.360000		-0.767813
0.148000		-0.360000		-0.756854
0.149000		-0.360000		-0.746132
0.150000		-0.360000		-0.735643
0.151000		-0.360000		-0.725380
0.152000		-0.360000		-0.715340
0.153000		-0.360000		-0.705516
0.154000		-0.360000		-0.695903
0.155000		-0.360000		-0.686497
0.156000		-0.360000		-0.677293
0.157000		-0.360000		-0.668285
0.158000		-0.360000		-0.659469
0.159000		-0.360000		-0.650840
0.160000		-0.360000		-0.642394
0.161000		-0.360000		-0.634127
0.162000		-0.360000		-0.626033
0.163000		-0.360000		-0.618109
0.164000		-0.360000		-0.610351
0.165000		-0.360000		-0.602754
0.166000		-0.360000		-0.595314
0.167000		-0.360000		-0.588028
0.168000		-0.360000		-0.580892
0.169000		-0.360000		-0.573902
0.170000		-0.360000		-0.567054
0.171000		-0.360000		-0.560345
0.172000		-0.360000		-0.553771
0.173000		-0.360000		-0.547329
0.174000		-0.360000		-0.541016
0.175000		-0.360000		-0.534829
0.176000		-0.360000		-0.528764
0.177000		-0.360000		-0.522818
0.178000		-0.360000		-0.516988
0.179000		-0.360000		-0.511272
0.180000		-0.360000		-0.505666
0.181000		-0.360000		-0.500168
0.182000		-0.360000		-0.494776
0.183000		-0.360000		-0.489486
0.184000		-0.360000		-0.484295
0.185000		-0.360000		-0.479203
0.186000		-0.360000		-0.474205
0.187000		-0.360000		-0.469300
0.188000		-0.360000		-0.464486
0.189000		-0.360000		-0.459760
0.190000		-0.360000		-0.455120
0.191000		-0.360000		-0.450563
0.192000		-0.360000		-0.446089
0.193000		-0.360000		-0.441695
0.194000		-0.360000		-0.437378
0.195000		-0.360000		-0.433138
0.196000		-0.360000		-0.428972
0.197000		-0.360000		-0.424878
0.198000		-0.360000		-0.420855
0.199000		-0.360000		-0.416901
0.200000		-0.360000		-0.413014
0.100000		-0.340000		-1.664703
0.101000		-0.340000		-1.635597
0.102000		-0.340000		-1.606984
0.103000		-0.340000		-1.578862
0.104000		-0.340000		-1.551230
0.105000		-0.340000		-1.524084
0.106000		-0.340000		-1.497422
0.107000		-0.340000		-1.471241
0.108000		-0.340000		-1.445537
0.109000		-0.340000		-1.420306
0.110000		-0.340000		-1.395544
0.111000		-0.340000		-1.371246
0.112000		-0.340000		-1.347408
0.113000		-0.340000		-1.324026
0.114000		-0.340000		-1.301093
0.115000		-0.340000		-1.278605
0.116000		-0.340000		-1.256556
0.117000		-0.340000		-1.234941
0.118000		-0.340000		-1.213754
0.119000		-0.340000		-1.192989
0.120000		-0.340000		-1.172641
0.121000		-0.340000		-1.152703
0.122000		-0.340000		-1.133169
0.123000		-0.340000		-1.114034
0.124000		-0.340000		-1.095290
0.125000		-0.340000		-1.076933
0.126000		-0.340000		-1.058955
0.127000		-0.340000		-1.041350
0.128000		-0.340000		-1.024113
0.129000		-0.340000		-1.007236
0.130000		-0.340000		-0.990714
0.131000		-0.340000		-0.974540
0.132000		-0.340000		-0.958707
0.133000		-0.340000		-0.943210
0.134000		-0.340000		-0.928043
0.135000		-0.340000		-0.913198
0.136000		-0.340000		-0.898671
0.137000		-0.340000		-0.884454
0.138000		-0.340000		-0.870542
0.139000		-0.340000		-0.856928
0.140000		-0.340000		-0.843607
0.141000		-0.340000		-0.830572
0.142000		-0.340000		-0.817818
0.143000		-0.340000		-0.805339
0.144000		-0.340000		-0.793129
0.145000		-0.340000		-0.781183
0.146000		-0.340000		-0.769494
0.147000		-0.340000		-0.758057
0.148000		-0.340000		-0.746866
0.149000		-0.340000		-0.735917
0.150000		-0.340000		-0.725204
0.151000		-0.340000		-0.714722
0.152000		-0.340000		-0.704465
0.153000		-0.340000		-0.694428
0.154000		-0.340000		-0.684606
0.155000		-0.340000		-0.674995
0.156000		-0.340000		-0.665590
0.157000		-0.340000		-0.656385
0.158000		-0.340000		-0.647376
0.159000		-0.340000		-0.638559
0.160000		-0.340000		-0.629929
0.161000		-0.340000		-0.621482
0.162000		-0.340000		-0.613212
0.163000		-0.340000		-0.605117
0.164000		-0.340000		-0.597192
0.165000		-0.340000		-0.589433
0.166000		-0.340000		-0.581835
0.167000		-0.340000		-0.574395
0.168000		-0.340000		-0.567110
0.169000		-0.340000		-0.559974
0.170000		-0.340000		-0.552986
0.171000		-0.340000		-0.546140
0.172000		-0.340000		-0.539435
0.173000		-0.340000		-0.532865
0.174000		-0.340000		-0.526429
0.175000		-0.340000		-0.520122
0.176000		-0.340000		-0.513942
0.177000		-0.340000		-0.507885
0.178000		-0.340000		-0.501949
0.179000		-0.340000		-0.496130
0.180000		-0.340000		-0.490426
0.181000		-0.340000		-0.484833
0.182000		-0.340000		-0.479350
0.183000		-0.340000		-0.473973
0.184000		-0.340000		-0.468699
0.185000		-0.340000		-0.463527
0.186000		-0.340000		-0.458454
0.187000		-0.340000		-0.453477
0.188000		-0.340000		-0.448594
0.189000		-0.340000		-0.443803
0.190000		-0.340000		-0.439101
0.191000		-0.340000		-0.434486
0.192000		-0.340000		-0.429957
0.193000		-0.340000		-0.425511
0.194000		-0.340000		-0.421146
0.195000		-0.340000		-0.416861
0.196000		-0.340000		-0.412652
0.197000		-0.340000		-0.408519
0.198000		-0.340000		-0.404460
0.199000		-0.340000		-0.400473
0.200000		-0.340000		-0.396556
0.100000		-0.320000		-1.663591
0.101000		-0.320000		-1.634361
0.102000		-0.320000		-1.605616
0.103000		-0.320000		-1.577354
0.104000		-0.320000		-1.549574
0.105000		-0.320000		-1.522273
0.106000		-0.320000		-1.495448
0.107000		-0.320000		-1.469097
0.108000		-0.320000		-1.443215
0.109000		-0.320000		-1.417800
0.110000		-0.320000		-1.392847
0.111000		-0.320000		-1.368352
0.112000		-0.320000		-1.344310
0.113000		-0.320000		-1.320718
0.114000		-0.320000		-1.297570
0.115000		-0.320000		-1.274862
0.116000		-0.320000		-1.252588
0.117000		-0.320000		-1.230743
0.118000		-0.320000		-1.209322
0.119000		-0.320000		-1.188319
0.120000		-0.320000		-1.167730
0.121000		-0.320000		-1.147547
0.122000		-0.320000		-1.127766
0.123000		-0.320000		-1.108380
0.124000		-0.320000		-1.089385
0.125000		-0.320000		-1.070774
0.126000		-0.320000		-1.052540
0.127000		-0.320000		-1.034679
0.128000		-0.320000		-1.017185
0.129000		-0.320000		-1.000050
0.130000		-0.320000		-0.983270
0.131000		-0.320000		-0.966838
0.132000		-0.320000		-0.950749
0.133000		-0.320000		-0.934995
0.134000		-0.320000		-0.919572
0.135000		-0.320000		-0.904474
0.136000		-0.320000		-0.889694
0.137000		-0.320000		-0.875227
0.138000		-0.320000		-0.861066
0.139000		-0.320000		-0.847206
0.140000		-0.320000		-0.833642
0.141000		-0.320000		-0.820366
0.142000		-0.320000		-0.807374
0.143000		-0.320000		-0.794661
0.144000		-0.320000		-0.782219
0.145000		-0.320000		-0.770045
0.146000		-0.320000		-0.758132
0.147000		-0.320000		-0.746474
0.148000		-0.320000		-0.735067
0.149000		-0.320000		-0.723906
0.150000		-0.320000		-0.712984
0.151000		-0.320000		-0.702297
0.152000		-0.320000		-0.691840
0.153000		-0.320000		-0.681608
0.154000		-0.320000		-0.671595
0.155000		-0.320000		-0.661798
0.156000		-0.320000		-0.652210
0.157000		-0.320000		-0.642828
0.158000		-0.320000		-0.633646
0.159000		-0.320000		-0.624661
0.160000		-0.320000		-0.615867
0.161000		-0.320000		-0.607261
0.162000		-0.320000		-0.598838
0.163000		-0.320000		-0.590593
0.164000		-0.320000		-0.582523
0.165000		-0.320000		-0.574623
0.166000		-0.320000		-0.566890
0.167000		-0.320000		-0.559319
0.168000		-0.320000		-0.551907
0.169000		-0.320000		-0.544650
0.170000		-0.320000		-0.537545
0.171000		-0.320000		-0.530587
0.172000		-0.320000		-0.523773
0.173000		-0.320000		-0.517099
0.174000		-0.320000		-0.510563
0.175000		-0.320000		-0.504161
0.176000		-0.320000		-0.497890
0.177000		-0.320000		-0.491746
0.178000		-0.320000		-0.485727
0.179000		-0.320000		-0.479829
0.180000		-0.320000		-0.474050
0.181000		-0.320000		-0.468386
0.182000		-0.320000		-0.462835
0.183000		-0.320000		-0.457395
0.184000		-0.320000		-0.452062
0.185000		-0.320000		-0.446834
0.186000		-0.320000		-0.441708
0.187000		-0.320000		-0.436682
0.188000		-0.320000		-0.431754
0.189000		-0.320000		-0.426920
0.190000		-0.320000		-0.422179
0.191000		-0.320000		-0.417529
0.192000		-0.320000		-0.412968
0.193000		-0.320000		-0.408492
0.194000		-0.320000		-0.404101
0.195000		-0.320000		-0.399792
0.196000		-0.320000		-0.395563
0.197000		-0.320000		-0.391412
0.198000		-0.320000		-0.387337
0.199000		-0.320000		-0.383337
0.200000		-0.320000		-0.379410
0.100000		-0.300000		-1.660883
0.101000		-0.300000		-1.631484
0.102000		-0.300000		-1.602564
0.103000		-0.300000		-1.574120
0.104000		-0.300000		-1.546151
0.105000		-0.300000		-1.518655
0.106000		-0.300000		-1.491628
0.107000		-0.300000		-1.465069
0.108000		-0.300000		-1.438974
0.109000		-0.300000		-1.413340
0.110000		-0.300000		-1.388163
0.111000		-0.300000		-1.363439
0.112000		-0.300000		-1.339164
0.113000		-0.300000		-1.315334
0.114000		-0.300000		-1.291944
0.115000		-0.300000		-1.268990
0.116000		-0.300000		-1.246467
0.117000		-0.300000		-1.224370
0.118000		-0.300000		-1.202695
0.119000		-0.300000		-1.181435
0.120000		-0.300000		-1.160587
0.121000		-0.300000		-1.140144
0.122000		-0.300000		-1.120101
0.123000		-0.300000		-1.100454
0.124000		-0.300000		-1.081195
0.125000		-0.300000		-1.062321
0.126000		-0.300000		-1.043825
0.127000		-0.300000		-1.025701
0.128000		-0.300000		-1.007945
0.129000		-0.300000		-0.990549
0.130000		-0.300000		-0.973510
0.131000		-0.300000		-0.956820
0.132000		-0.300000		-0.940475
0.133000		-0.300000		-0.924468
0.134000		-0.300000		-0.908795
0.135000		-0.300000		-0.893448
0.136000		-0.300000		-0.878422
0.137000		-0.300000		-0.863713
0.138000		-0.300000		-0.849313
0.139000		-0.300000		-0.835218
0.140000		-0.300000		-0.821422
0.141000		-0.300000		-0.807919
0.142000		-0.300000		-0.794704
0.143000		-0.300000		-0.781770
0.144000		-0.300000		-0.769114
0.145000		-0.300000		-0.756729
0.146000		-0.300000		-0.744609
0.147000		-0.300000		-0.732751
0.148000		-0.300000		-0.721147
0.149000		-0.300000		-0.709794
0.150000		-0.300000		-0.698685
0.151000		-0.300000		-0.687817
0.152000		-0.300000		-0.677183
0.153000		-0.300000		-0.666779
0.154000		-0.300000		-0.656599
0.155000		-0.300000		-0.646640
0.156000		-0.300000		-0.636896
0.157000		-0.300000		-0.627362
0.158000		-0.300000		-0.618034
0.159000		-0.300000		-0.608907
0.160000		-0.300000		-0.599977
0.161000		-0.300000		-0.591239
0.162000		-0.300000		-0.582690
0.163000		-0.300000		-0.574324
0.164000		-0.300000		-0.566137
0.165000		-0.300000		-0.558126
0.166000		-0.300000		-0.550286
0.167000		-0.300000		-0.542613
0.168000		-0.300000		-0.535104
0.169000		-0.300000		-0.527755
0.170000		-0.300000		-0.520561
0.171000		-0.300000		-0.513519
0.172000		-0.300000		-0.506626
0.173000		-0.300000		-0.499878
0.174000		-0.300000		-0.493272
0.175000		-0.300000		-0.486803
0.176000		-0.300000		-0.480470
0.177000		-0.300000		-0.474268
0.178000		-0.300000		-0.468195
0.179000		-0.300000		-0.462247
0.180000		-0.300000		-0.456422
0.181000		-0.300000		-0.450716
0.182000		-0.300000		-0.445126
0.183000		-0.300000		-0.439651
0.184000		-0.300000		-0.434286
0.185000		-0.300000		-0.429030
0.186000		-0.300000		-0.423879
0.187000		-0.300000		-0.418831
0.188000		-0.300000		-0.413884
0.189000		-0.300000		-0.409035
0.190000		-0.300000		-0.404282
0.191000		-0.300000		-0.399622
0.192000		-0.300000		-0.395054
0.193000		-0.300000		-0.390574
0.194000		-0.300000		-0.386182
0.195000		-0.300000		-0.381874
0.196000		-0.300000		-0.377649
0.197000		-0.300000		-0.373504
0.198000		-0.300000		-0.369439
0.199000		-0.300000		-0.365450
0.200000		-0.300000		-0.361536
0.100000		-0.280000		-1.656139
0.101000		-0.280000		-1.626519
0.102000		-0.280000		-1.597373
0.103000		-0.280000		-1.568697
0.104000		-0.280000		-1.540491
0.105000		-0.280000		-1.512753
0.106000		-0.280000		-1.485481
0.107000		-0.280000		-1.458672
0.108000		-0.280000		-1.432322
0.109000		-0.280000		-1.406430
0.110000		-0.280000		-1.380991
0.111000		-0.280000		-1.356003
0.112000		-0.280000		-1.331461
0.113000		-0.280000		-1.307362
0.114000		-0.280000		-1.283701
0.115000		-0.280000		-1.260474
0.116000		-0.280000		-1.237677
0.117000		-0.280000		-1.215305
0.118000		-0.280000		-1.193354
0.119000		-0.280000		-1.171819
0.120000		-0.280000		-1.150695
0.121000		-0.280000		-1.129977
0.122000		-0.280000		-1.109661
0.123000		-0.280000		-1.089740
0.124000		-0.280000		-1.070210
0.125000		-0.280000		-1.051066
0.126000		-0.280000		-1.032303
0.127000		-0.280000		-1.013914
0.128000		-0.280000		-0.995896
0.129000		-0.280000		-0.978241
0.130000		-0.280000		-0.960946
0.131000		-0.280000		-0.944004
0.132000		-0.280000		-0.927410
0.133000		-0.280000		-0.911158
0.134000		-0.280000		-0.895244
0.135000		-0.280000		-0.879661
0.136000		-0.280000		-0.864404
0.137000		-0.280000		-0.849467
0.138000		-0.280000		-0.834845
0.139000		-0.280000		-0.820533
0.140000		-0.280000		-0.806525
0.141000		-0.280000		-0.792815
0.142000		-0.280000		-0.779398
0.143000		-0.280000		-0.766269
0.144000		-0.280000		-0.753422
0.145000		-0.280000		-0.740851
0.146000		-0.280000		-0.728553
0.147000		-0.280000		-0.716520
0.148000		-0.280000		-0.704749
0.149000		-0.280000		-0.693233
0.150000		-0.280000		-0.681968
0.151000		-0.280000		-0.670948
0.152000		-0.280000		-0.660169
0.153000		-0.280000		-0.649625
0.154000		-0.280000		-0.639312
0.155000		-0.280000		-0.629224
0.156000		-0.280000		-0.619357
0.157000		-0.280000		-0.609706
0.158000		-0.280000		-0.600266
0.159000		-0.280000		-0.591033
0.160000		-0.280000		-0.582002
0.161000		-0.280000		-0.573169
0.162000		-0.280000		-0.564529
0.163000		-0.280000		-0.556078
0.164000		-0.280000		-0.547811
0.165000		-0.280000		-0.539724
0.166000		-0.280000		-0.531814
0.167000		-0.280000		-0.524076
0.168000		-0.280000		-0.516506
0.169000		-0.280000		-0.509100
0.170000		-0.280000		-0.501854
0.171000		-0.280000		-0.494765
0.172000		-0.280000		-0.487829
0.173000		-0.280000		-0.481042
0.174000		-0.280000		-0.474401
0.175000		-0.280000		-0.467902
0.176000		-0.280000		-0.461542
0.177000		-0.280000		-0.455317
0.178000		-0.280000		-0.449225
0.179000		-0.280000		-0.443261
0.180000		-0.280000		-0.437424
0.181000		-0.280000		-0.431709
0.182000		-0.280000		-0.426114
0.183000		-0.280000		-0.420636
0.184000		-0.280000		-0.415273
0.185000		-0.280000		-0.410020
0.186000		-0.280000		-0.404876
0.187000		-0.280000		-0.399838
0.188000		-0.280000		-0.394904
0.189000		-0.280000		-0.390070
0.190000		-0.280000		-0.385335
0.191000		-0.280000		-0.380695
0.192000		-0.280000		-0.376150
0.193000		-0.280000		-0.371695
0.194000		-0.280000		-0.367330
0.195000		-0.280000		-0.363052
0.196000		-0.280000		-0.358858
0.197000		-0.280000		-0.354747
0.198000		-0.280000		-0.350717
0.199000		-0.280000		-0.346765
0.200000		-0.280000		-0.342891
0.100000		-0.260000		-1.648696
0.101000		-0.260000		-1.618796
0.102000		-0.260000		-1.589366
0.103000		-0.260000		-1.560403
0.104000		-0.260000		-1.531908
0.105000		-0.260000		-1.503878
0.106000		-0.260000		-1.476311
0.107000		-0.260000		-1.449205
0.108000		-0.260000		-1.422557
0.109000		-0.260000		-1.396366
0.110000		-0.260000		-1.370627
0.111000		-0.260000		-1.345338
0.112000		-0.260000		-1.320496
0.113000		-0.260000		-1.296096
0.114000		-0.260000		-1.272136
0.115000		-0.260000		-1.248611
0.116000		-0.260000		-1.225517
0.117000		-0.260000		-1.202851
0.118000		-0.260000		-1.180607
0.119000		-0.260000		-1.158782
0.120000		-0.260000		-1.137370
0.121000		-0.260000		-1.116368
0.122000		-0.260000		-1.095771
0.123000		-0.260000		-1.075573
0.124000		-0.260000		-1.055771
0.125000		-0.260000		-1.036358
0.126000		-0.260000		-1.017330
0.127000		-0.260000		-0.998683
0.128000		-0.260000		-0.980410
0.129000		-0.260000		-0.962507
0.130000		-0.260000		-0.944968
0.131000		-0.260000		-0.927788
0.132000		-0.260000		-0.910963
0.133000		-0.260000		-0.894485
0.134000		-0.260000		-0.878351
0.135000		-0.260000		-0.862554
0.136000		-0.260000		-0.847090
0.137000		-0.260000		-0.831953
0.138000		-0.260000		-0.817137
0.139000		-0.260000		-0.802637
0.140000		-0.260000		-0.788448
0.141000		-0.260000		-0.774564
0.142000		-0.260000		-0.760979
0.143000		-0.260000		-0.747689
0.144000		-0.260000		-0.734687
0.145000		-0.260000		-0.721970
0.146000		-0.260000		-0.709530
0.147000		-0.260000		-0.697363
0.148000		-0.260000		-0.685464
0.149000		-0.260000		-0.673826
0.150000		-0.260000		-0.662446
0.151000		-0.260000		-0.651318
0.152000		-0.260000		-0.640437
