101
81
T [GeV]		muB [GeV]		G [1]
0.189000		-0.060000		-0.099544
0.190000		-0.060000		-0.097878
0.191000		-0.060000		-0.096257
0.192000		-0.060000		-0.094679
0.193000		-0.060000		-0.093143
0.194000		-0.060000		-0.091647
0.195000		-0.060000		-0.090190
0.196000		-0.060000		-0.088772
0.197000		-0.060000		-0.087390
0.198000		-0.060000		-0.086044
0.199000		-0.060000		-0.084732
0.200000		-0.060000		-0.083453
0.100000		-0.040000		-0.606548
0.101000		-0.040000		-0.589092
0.102000		-0.040000		-0.572123
0.103000		-0.040000		-0.555632
0.104000		-0.040000		-0.539607
0.105000		-0.040000		-0.524038
0.106000		-0.040000		-0.508915
0.107000		-0.040000		-0.494228
0.108000		-0.040000		-0.479966
0.109000		-0.040000		-0.466120
0.110000		-0.040000		-0.452679
0.111000		-0.040000		-0.439634
0.112000		-0.040000		-0.426976
0.113000		-0.040000		-0.414694
0.114000		-0.040000		-0.402780
0.115000		-0.040000		-0.391224
0.116000		-0.040000		-0.380017
0.117000		-0.040000		-0.369150
0.118000		-0.040000		-0.358614
0.119000		-0.040000		-0.348401
0.120000		-0.040000		-0.338501
0.121000		-0.040000		-0.328906
0.122000		-0.040000		-0.319608
0.123000		-0.040000		-0.310599
0.124000		-0.040000		-0.301871
0.125000		-0.040000		-0.293415
0.126000		-0.040000		-0.285224
0.127000		-0.040000		-0.277291
0.128000		-0.040000		-0.269607
0.129000		-0.040000		-0.262166
0.130000		-0.040000		-0.254960
0.131000		-0.040000		-0.247982
0.132000		-0.040000		-0.241226
0.133000		-0.040000		-0.234685
0.134000		-0.040000		-0.228352
0.135000		-0.040000		-0.222220
0.136000		-0.040000		-0.216285
0.137000		-0.040000		-0.210538
0.138000		-0.040000		-0.204975
0.139000		-0.040000		-0.199590
0.140000		-0.040000		-0.194377
0.141000		-0.040000		-0.189330
0.142000		-0.040000		-0.184445
0.143000		-0.040000		-0.179715
0.144000		-0.040000		-0.175137
0.145000		-0.040000		-0.170705
0.146000		-0.040000		-0.166413
0.147000		-0.040000		-0.162259
0.148000		-0.040000		-0.158236
0.149000		-0.040000		-0.154341
0.150000		-0.040000		-0.150570
0.151000		-0.040000		-0.146918
0.152000		-0.040000		-0.143382
0.153000		-0.040000		-0.139957
0.154000		-0.040000		-0.136639
0.155000		-0.040000		-0.133426
0.156000		-0.040000		-0.130314
0.157000		-0.040000		-0.127299
0.158000		-0.040000		-0.124378
0.159000		-0.040000		-0.121547
0.160000		-0.040000		-0.118805
0.161000		-0.040000		-0.116147
0.162000		-0.040000		-0.113571
0.163000		-0.040000		-0.111074
0.164000		-0.040000		-0.108654
0.165000		-0.040000		-0.106307
0.166000		-0.040000		-0.104032
0.167000		-0.040000		-0.101826
0.168000		-0.040000		-0.099686
0.169000		-0.040000		-0.097611
0.170000		-0.040000		-0.095598
0.171000		-0.040000		-0.093644
0.172000		-0.040000		-0.091749
0.173000		-0.040000		-0.089910
0.174000		-0.040000		-0.088125
0.175000		-0.040000		-0.086392
0.176000		-0.040000		-0.084710
0.177000		-0.040000		-0.083077
0.178000		-0.040000		-0.081491
0.179000		-0.040000		-0.079950
0.180000		-0.040000		-0.078454
0.181000		-0.040000		-0.077000
0.182000		-0.040000		-0.075588
0.183000		-0.040000		-0.074215
0.184000		-0.040000		-0.072881
0.185000		-0.040000		-0.071585
0.186000		-0.040000		-0.070324
0.187000		-0.040000		-0.069098
0.188000		-0.040000		-0.067906
0.189000		-0.040000		-0.066746
0.190000		-0.040000		-0.065618
0.191000		-0.040000		-0.064521
0.192000		-0.040000		-0.063453
0.193000		-0.040000		-0.062414
0.194000		-0.040000		-0.061402
0.195000		-0.040000		-0.060417
0.196000		-0.040000		-0.059458
0.197000		-0.040000		-0.058524
0.198000		-0.040000		-0.057614
0.199000		-0.040000		-0.056728
0.200000		-0.040000		-0.055864
0.100000		-0.020000		-0.314089
0.101000		-0.020000		-0.304791
0.102000		-0.020000		-0.295767
0.103000		-0.020000		-0.287009
0.104000		-0.020000		-0.278512
0.105000		-0.020000		-0.270267
0.106000		-0.020000		-0.262270
0.107000		-0.020000		-0.254513
0.108000		-0.020000		-0.246991
0.109000		-0.020000		-0.239697
0.110000		-0.020000		-0.232626
0.111000		-0.020000		-0.225771
0.112000		-0.020000		-0.219127
0.113000		-0.020000		-0.212688
0.114000		-0.020000		-0.206448
0.115000		-0.020000		-0.200403
0.116000		-0.020000		-0.194546
0.117000		-0.020000		-0.188873
0.118000		-0.020000		-0.183378
0.119000		-0.020000		-0.178056
0.120000		-0.020000		-0.172903
0.121000		-0.020000		-0.167913
0.122000		-0.020000		-0.163083
0.123000		-0.020000		-0.158406
0.124000		-0.020000		-0.153879
0.125000		-0.020000		-0.149496
0.126000		-0.020000		-0.145255
0.127000		-0.020000		-0.141150
0.128000		-0.020000		-0.137178
0.129000		-0.020000		-0.133334
0.130000		-0.020000		-0.129614
0.131000		-0.020000		-0.126015
0.132000		-0.020000		-0.122532
0.133000		-0.020000		-0.119162
0.134000		-0.020000		-0.115902
0.135000		-0.020000		-0.112748
0.136000		-0.020000		-0.109696
0.137000		-0.020000		-0.106743
0.138000		-0.020000		-0.103887
0.139000		-0.020000		-0.101123
0.140000		-0.020000		-0.098449
0.141000		-0.020000		-0.095862
0.142000		-0.020000		-0.093359
0.143000		-0.020000		-0.090937
0.144000		-0.020000		-0.088594
0.145000		-0.020000		-0.086327
0.146000		-0.020000		-0.084133
0.147000		-0.020000		-0.082009
0.148000		-0.020000		-0.079954
0.149000		-0.020000		-0.077966
0.150000		-0.020000		-0.076041
0.151000		-0.020000		-0.074178
0.152000		-0.020000		-0.072375
0.153000		-0.020000		-0.070629
0.154000		-0.020000		-0.068939
0.155000		-0.020000		-0.067302
0.156000		-0.020000		-0.065718
0.157000		-0.020000		-0.064183
0.158000		-0.020000		-0.062697
0.159000		-0.020000		-0.061258
0.160000		-0.020000		-0.059863
0.161000		-0.020000		-0.058512
0.162000		-0.020000		-0.057204
0.163000		-0.020000		-0.055935
0.164000		-0.020000		-0.054706
0.165000		-0.020000		-0.053515
0.166000		-0.020000		-0.052361
0.167000		-0.020000		-0.051242
0.168000		-0.020000		-0.050156
0.169000		-0.020000		-0.049104
0.170000		-0.020000		-0.048084
0.171000		-0.020000		-0.047094
0.172000		-0.020000		-0.046134
0.173000		-0.020000		-0.045202
0.174000		-0.020000		-0.044298
0.175000		-0.020000		-0.043421
0.176000		-0.020000		-0.042570
0.177000		-0.020000		-0.041743
0.178000		-0.020000		-0.040941
0.179000		-0.020000		-0.040161
0.180000		-0.020000		-0.039405
0.181000		-0.020000		-0.038670
0.182000		-0.020000		-0.037956
0.183000		-0.020000		-0.037262
0.184000		-0.020000		-0.036588
0.185000		-0.020000		-0.035933
0.186000		-0.020000		-0.035296
0.187000		-0.020000		-0.034677
0.188000		-0.020000		-0.034075
0.189000		-0.020000		-0.033490
0.190000		-0.020000		-0.032921
0.191000		-0.020000		-0.032367
0.192000		-0.020000		-0.031828
0.193000		-0.020000		-0.031304
0.194000		-0.020000		-0.030793
0.195000		-0.020000		-0.030297
0.196000		-0.020000		-0.029813
0.197000		-0.020000		-0.029342
0.198000		-0.020000		-0.028883
0.199000		-0.020000		-0.028437
0.200000		-0.020000		-0.028002
0.100000		0.000000		0.000000
0.101000		0.000000		0.000000
0.102000		0.000000		0.000000
0.103000		0.000000		0.000000
0.104000		0.000000		0.000000
0.105000		0.000000		0.000000
0.106000		0.000000		0.000000
0.107000		0.000000		0.000000
0.108000		0.000000		0.000000
0.109000		0.000000		0.000000
0.110000		0.000000		0.000000
0.111000		0.000000		0.000000
0.112000		0.000000		0.000000
0.113000		0.000000		0.000000
0.114000		0.000000		0.000000
0.115000		0.000000		0.000000
0.116000		0.000000		0.000000
0.117000		0.000000		0.000000
0.118000		0.000000		0.000000
0.119000		0.000000		0.000000
0.120000		0.000000		0.000000
0.121000		0.000000		0.000000
0.122000		0.000000		0.000000
0.123000		0.000000		0.000000
0.124000		0.000000		0.000000
0.125000		0.000000		0.000000
0.126000		0.000000		0.000000
0.127000		0.000000		0.000000
0.128000		0.000000		0.000000
0.129000		0.000000		0.000000
0.130000		0.000000		0.000000
0.131000		0.000000		0.000000
0.132000		0.000000		0.000000
0.133000		0.000000		0.000000
0.134000		0.000000		0.000000
0.135000		0.000000		0.000000
0.136000		0.000000		0.000000
0.137000		0.000000		0.000000
0.138000		0.000000		0.000000
0.139000		0.000000		0.000000
0.140000		0.000000		0.000000
0.141000		0.000000		0.000000
0.142000		0.000000		0.000000
0.143000		0.000000		0.000000
0.144000		0.000000		0.000000
0.145000		0.000000		0.000000
0.146000		0.000000		0.000000
0.147000		0.000000		0.000000
0.148000		0.000000		0.000000
0.149000		0.000000		0.000000
0.150000		0.000000		0.000000
0.151000		0.000000		0.000000
0.152000		0.000000		0.000000
0.153000		0.000000		0.000000
0.154000		0.000000		0.000000
0.155000		0.000000		0.000000
0.156000		0.000000		0.000000
0.157000		0.000000		0.000000
0.158000		0.000000		0.000000
0.159000		0.000000		0.000000
0.160000		0.000000		0.000000
0.161000		0.000000		0.000000
0.162000		0.000000		0.000000
0.163000		0.000000		0.000000
0.164000		0.000000		0.000000
0.165000		0.000000		0.000000
0.166000		0.000000		0.000000
0.167000		0.000000		0.000000
0.168000		0.000000		0.000000
0.169000		0.000000		0.000000
0.170000		0.000000		0.000000
0.171000		0.000000		0.000000
0.172000		0.000000		0.000000
0.173000		0.000000		0.000000
0.174000		0.000000		0.000000
0.175000		0.000000		0.000000
0.176000		0.000000		0.000000
0.177000		0.000000		0.000000
0.178000		0.000000		0.000000
0.179000		0.000000		0.000000
0.180000		0.000000		0.000000
0.181000		0.000000		0.000000
0.182000		0.000000		0.000000
0.183000		0.000000		0.000000
0.184000		0.000000		0.000000
0.185000		0.000000		0.000000
0.186000		0.000000		0.000000
0.187000		0.000000		0.000000
0.188000		0.000000		0.000000
0.189000		0.000000		0.000000
0.190000		0.000000		0.000000
0.191000		0.000000		0.000000
0.192000		0.000000		0.000000
0.193000		0.000000		0.000000
0.194000		0.000000		0.000000
0.195000		0.000000		0.000000
0.196000		0.000000		0.000000
0.197000		0.000000		0.000000
0.198000		0.000000		0.000000
0.199000		0.000000		0.000000
0.200000		0.000000		0.000000
0.100000		0.020000		0.314089
0.101000		0.020000		0.304791
0.102000		0.020000		0.295767
0.103000		0.020000		0.287009
0.104000		0.020000		0.278512
0.105000		0.020000		0.270267
0.106000		0.020000		0.262270
0.107000		0.020000		0.254513
0.108000		0.020000		0.246991
0.109000		0.020000		0.239697
0.110000		0.020000		0.232626
0.111000		0.020000		0.225771
0.112000		0.020000		0.219127
0.113000		0.020000		0.212688
0.114000		0.020000		0.206448
0.115000		0.020000		0.200403
0.116000		0.020000		0.194546
0.117000		0.020000		0.188873
0.118000		0.020000		0.183378
0.119000		0.020000		0.178056
0.120000		0.020000		0.172903
0.121000		0.020000		0.167913
0.122000		0.020000		0.163083
0.123000		0.020000		0.158406
0.124000		0.020000		0.153879
0.125000		0.020000		0.149496
0.126000		0.020000		0.145255
0.127000		0.020000		0.141150
0.128000		0.020000		0.137178
0.129000		0.020000		0.133334
0.130000		0.020000		0.129614
0.131000		0.020000		0.126015
0.132000		0.020000		0.122532
0.133000		0.020000		0.119162
0.134000		0.020000		0.115902
0.135000		0.020000		0.112748
0.136000		0.020000		0.109696
0.137000		0.020000		0.106743
0.138000		0.020000		0.103887
0.139000		0.020000		0.101123
0.140000		0.020000		0.098449
0.141000		0.020000		0.095862
0.142000		0.020000		0.093359
0.143000		0.020000		0.090937
0.144000		0.020000		0.088594
0.145000		0.020000		0.086327
0.146000		0.020000		0.084133
0.147000		0.020000		0.082009
0.148000		0.020000		0.079954
0.149000		0.020000		0.077966
0.150000		0.020000		0.076041
0.151000		0.020000		0.074178
0.152000		0.020000		0.072375
0.153000		0.020000		0.070629
0.154000		0.020000		0.068939
0.155000		0.020000		0.067302
0.156000		0.020000		0.065718
0.157000		0.020000		0.064183
0.158000		0.020000		0.062697
0.159000		0.020000		0.061258
0.160000		0.020000		0.059863
0.161000		0.020000		0.058512
0.162000		0.020000		0.057204
0.163000		0.020000		0.055935
0.164000		0.020000		0.054706
0.165000		0.020000		0.053515
0.166000		0.020000		0.052361
0.167000		0.020000		0.051242
0.168000		0.020000		0.050156
0.169000		0.020000		0.049104
0.170000		0.020000		0.048084
0.171000		0.020000		0.047094
0.172000		0.020000		0.046134
0.173000		0.020000		0.045202
0.174000		0.020000		0.044298
0.175000		0.020000		0.043421
0.176000		0.020000		0.042570
0.177000		0.020000		0.041743
0.178000		0.020000		0.040941
0.179000		0.020000		0.040161
0.180000		0.020000		0.039405
0.181000		0.020000		0.038670
0.182000		0.020000		0.037956
0.183000		0.020000		0.037262
0.184000		0.020000		0.036588
0.185000		0.020000		0.035933
0.186000		0.020000		0.035296
0.187000		0.020000		0.034677
0.188000		0.020000		0.034075
0.189000		0.020000		0.033490
0.190000		0.020000		0.032921
0.191000		0.020000		0.032367
0.192000		0.020000		0.031828
0.193000		0.020000		0.031304
0.194000		0.020000		0.030793
0.195000		0.020000		0.030297
0.196000		0.020000		0.029813
0.197000		0.020000		0.029342
0.198000		0.020000		0.028883
0.199000		0.020000		0.028437
0.200000		0.020000		0.028002
0.100000		0.040000		0.606548
0.101000		0.040000		0.589092
0.102000		0.040000		0.572123
0.103000		0.040000		0.555632
0.104000		0.040000		0.539607
0.105000		0.040000		0.524038
0.106000		0.040000		0.508915
0.107000		0.040000		0.494228
0.108000		0.040000		0.479966
0.109000		0.040000		0.466120
0.110000		0.040000		0.452679
0.111000		0.040000		0.439634
0.112000		0.040000		0.426976
0.113000		0.040000		0.414694
0.114000		0.040000		0.402780
0.115000		0.040000		0.391224
0.116000		0.040000		0.380017
0.117000		0.040000		0.369150
0.118000		0.040000		0.358614
0.119000		0.040000		0.348401
0.120000		0.040000		0.338501
0.121000		0.040000		0.328906
0.122000		0.040000		0.319608
0.123000		0.040000		0.310599
0.124000		0.040000		0.301871
0.125000		0.040000		0.293415
0.126000		0.040000		0.285224
0.127000		0.040000		0.277291
0.128000		0.040000		0.269607
0.129000		0.040000		0.262166
0.130000		0.040000		0.254960
0.131000		0.040000		0.247982
0.132000		0.040000		0.241226
0.133000		0.040000		0.234685
0.134000		0.040000		0.228352
0.135000		0.040000		0.222220
0.136000		0.040000		0.216285
0.137000		0.040000		0.210538
0.138000		0.040000		0.204975
0.139000		0.040000		0.199590
0.140000		0.040000		0.194377
0.141000		0.040000		0.189330
0.142000		0.040000		0.184445
0.143000		0.040000		0.179715
0.144000		0.040000		0.175137
0.145000		0.040000		0.170705
0.146000		0.040000		0.166413
0.147000		0.040000		0.162259
0.148000		0.040000		0.158236
0.149000		0.040000		0.154341
0.150000		0.040000		0.150570
0.151000		0.040000		0.146918
0.152000		0.040000		0.143382
0.153000		0.040000		0.139957
0.154000		0.040000		0.136639
0.155000		0.040000		0.133426
0.156000		0.040000		0.130314
0.157000		0.040000		0.127299
0.158000		0.040000		0.124378
0.159000		0.040000		0.121547
0.160000		0.040000		0.118805
0.161000		0.040000		0.116147
0.162000		0.040000		0.113571
0.163000		0.040000		0.111074
0.164000		0.040000		0.108654
0.165000		0.040000		0.106307
0.166000		0.040000		0.104032
0.167000		0.040000		0.101826
0.168000		0.040000		0.099686
0.169000		0.040000		0.097611
0.170000		0.040000		0.095598
0.171000		0.040000		0.093644
0.172000		0.040000		0.091749
0.173000		0.040000		0.089910
0.174000		0.040000		0.088125
0.175000		0.040000		0.086392
0.176000		0.040000		0.084710
0.177000		0.040000		0.083077
0.178000		0.040000		0.081491
0.179000		0.040000		0.079950
0.180000		0.040000		0.078454
0.181000		0.040000		0.077000
0.182000		0.040000		0.075588
0.183000		0.040000		0.074215
0.184000		0.040000		0.072881
0.185000		0.040000		0.071585
0.186000		0.040000		0.070324
0.187000		0.040000		0.069098
0.188000		0.040000		0.067906
0.189000		0.040000		0.066746
0.190000		0.040000		0.065618
0.191000		0.040000		0.064521
0.192000		0.040000		0.063453
0.193000		0.040000		0.062414
0.194000		0.040000		0.061402
0.195000		0.040000		0.060417
0.196000		0.040000		0.059458
0.197000		0.040000		0.058524
0.198000		0.040000		0.057614
0.199000		0.040000		0.056728
0.200000		0.040000		0.055864
0.100000		0.060000		0.861371
0.101000		0.060000		0.837623
0.102000		0.060000		0.814489
0.103000		0.060000		0.791957
0.104000		0.060000		0.770016
0.105000		0.060000		0.748658
0.106000		0.060000		0.727870
0.107000		0.060000		0.707641
0.108000		0.060000		0.687961
0.109000		0.060000		0.668820
0.110000		0.060000		0.650206
0.111000		0.060000		0.632108
0.112000		0.060000		0.614516
0.113000		0.060000		0.597419
0.114000		0.060000		0.580806
0.115000		0.060000		0.564667
0.116000		0.060000		0.548990
0.117000		0.060000		0.533766
0.118000		0.060000		0.518983
0.119000		0.060000		0.504631
0.120000		0.060000		0.490700
0.121000		0.060000		0.477180
0.122000		0.060000		0.464060
0.123000		0.060000		0.451331
0.124000		0.060000		0.438982
0.125000		0.060000		0.427003
0.126000		0.060000		0.415385
0.127000		0.060000		0.404119
0.128000		0.060000		0.393194
0.129000		0.060000		0.382601
0.130000		0.060000		0.372332
0.131000		0.060000		0.362378
0.132000		0.060000		0.352729
0.133000		0.060000		0.343376
0.134000		0.060000		0.334312
0.135000		0.060000		0.325528
0.136000		0.060000		0.317015
0.137000		0.060000		0.308767
0.138000		0.060000		0.300774
0.139000		0.060000		0.293029
0.140000		0.060000		0.285526
0.141000		0.060000		0.278255
0.142000		0.060000		0.271211
0.143000		0.060000		0.264386
0.144000		0.060000		0.257773
0.145000		0.060000		0.251367
0.146000		0.060000		0.245160
0.147000		0.060000		0.239145
0.148000		0.060000		0.233318
0.149000		0.060000		0.227672
0.150000		0.060000		0.222201
0.151000		0.060000		0.216899
0.152000		0.060000		0.211762
0.153000		0.060000		0.206783
0.154000		0.060000		0.201958
0.155000		0.060000		0.197282
0.156000		0.060000		0.192750
0.157000		0.060000		0.188356
0.158000		0.060000		0.184097
0.159000		0.060000		0.179968
0.160000		0.060000		0.175965
0.161000		0.060000		0.172084
0.162000		0.060000		0.168320
0.163000		0.060000		0.164670
0.164000		0.060000		0.161130
0.165000		0.060000		0.157696
0.166000		0.060000		0.154365
0.167000		0.060000		0.151133
0.168000		0.060000		0.147998
0.169000		0.060000		0.144955
0.170000		0.060000		0.142003
0.171000		0.060000		0.139137
0.172000		0.060000		0.136355
0.173000		0.060000		0.133654
0.174000		0.060000		0.131032
0.175000		0.060000		0.128485
0.176000		0.060000		0.126012
0.177000		0.060000		0.123610
0.178000		0.060000		0.121277
0.179000		0.060000		0.119010
0.180000		0.060000		0.116807
0.181000		0.060000		0.114666
0.182000		0.060000		0.112585
0.183000		0.060000		0.110562
0.184000		0.060000		0.108596
0.185000		0.060000		0.106684
0.186000		0.060000		0.104824
0.187000		0.060000		0.103015
0.188000		0.060000		0.101256
0.189000		0.060000		0.099544
0.190000		0.060000		0.097878
0.191000		0.060000		0.096257
0.192000		0.060000		0.094679
0.193000		0.060000		0.093143
0.194000		0.060000		0.091647
0.195000		0.060000		0.090190
0.196000		0.060000		0.088772
0.197000		0.060000		0.087390
0.198000		0.060000		0.086044
0.199000		0.060000		0.084732
0.200000		0.060000		0.083453
0.100000		0.080000		1.070952
0.101000		0.080000		1.042943
0.102000		0.080000		1.015591
0.103000		0.080000		0.988888
0.104000		0.080000		0.962825
0.105000		0.080000		0.937394
0.106000		0.080000		0.912586
0.107000		0.080000		0.888393
0.108000		0.080000		0.864805
0.109000		0.080000		0.841813
0.110000		0.080000		0.819407
0.111000		0.080000		0.797578
0.112000		0.080000		0.776316
0.113000		0.080000		0.755611
0.114000		0.080000		0.735454
0.115000		0.080000		0.715833
0.116000		0.080000		0.696740
0.117000		0.080000		0.678163
0.118000		0.080000		0.660092
0.119000		0.080000		0.642518
0.120000		0.080000		0.625429
0.121000		0.080000		0.608816
0.122000		0.080000		0.592668
0.123000		0.080000		0.576975
0.124000		0.080000		0.561726
0.125000		0.080000		0.546912
0.126000		0.080000		0.532521
0.127000		0.080000		0.518545
0.128000		0.080000		0.504973
0.129000		0.080000		0.491795
0.130000		0.080000		0.479000
0.131000		0.080000		0.466581
0.132000		0.080000		0.454526
0.133000		0.080000		0.442827
0.134000		0.080000		0.431473
0.135000		0.080000		0.420456
0.136000		0.080000		0.409767
0.137000		0.080000		0.399396
0.138000		0.080000		0.389335
0.139000		0.080000		0.379575
0.140000		0.080000		0.370108
0.141000		0.080000		0.360925
0.142000		0.080000		0.352018
0.143000		0.080000		0.343379
0.144000		0.080000		0.335001
0.145000		0.080000		0.326875
0.146000		0.080000		0.318994
0.147000		0.080000		0.311351
0.148000		0.080000		0.303938
0.149000		0.080000		0.296749
0.150000		0.080000		0.289777
0.151000		0.080000		0.283014
0.152000		0.080000		0.276456
0.153000		0.080000		0.270095
0.154000		0.080000		0.263925
0.155000		0.080000		0.257940
0.156000		0.080000		0.252135
0.157000		0.080000		0.246503
0.158000		0.080000		0.241040
0.159000		0.080000		0.235740
0.160000		0.080000		0.230597
0.161000		0.080000		0.225608
0.162000		0.080000		0.220766
0.163000		0.080000		0.216067
0.164000		0.080000		0.211507
0.165000		0.080000		0.207081
0.166000		0.080000		0.202785
0.167000		0.080000		0.198615
0.168000		0.080000		0.194566
0.169000		0.080000		0.190634
0.170000		0.080000		0.186817
0.171000		0.080000		0.183110
0.172000		0.080000		0.179509
0.173000		0.080000		0.176012
0.174000		0.080000		0.172614
0.175000		0.080000		0.169313
0.176000		0.080000		0.166106
0.177000		0.080000		0.162989
0.178000		0.080000		0.159960
0.179000		0.080000		0.157015
0.180000		0.080000		0.154152
0.181000		0.080000		0.151369
0.182000		0.080000		0.148663
0.183000		0.080000		0.146031
0.184000		0.080000		0.143471
0.185000		0.080000		0.140981
0.186000		0.080000		0.138558
0.187000		0.080000		0.136200
0.188000		0.080000		0.133906
0.189000		0.080000		0.131673
0.190000		0.080000		0.129500
0.191000		0.080000		0.127383
0.192000		0.080000		0.125323
0.193000		0.080000		0.123316
0.194000		0.080000		0.121361
0.195000		0.080000		0.119457
0.196000		0.080000		0.117602
0.197000		0.080000		0.115795
0.198000		0.080000		0.114033
0.199000		0.080000		0.112316
0.200000		0.080000		0.110642
0.100000		0.100000		1.235385
0.101000		0.100000		1.204879
0.102000		0.100000		1.175017
0.103000		0.100000		1.145796
0.104000		0.100000		1.117210
0.105000		0.100000		1.089254
0.106000		0.100000		1.061922
0.107000		0.100000		1.035208
0.108000		0.100000		1.009105
0.109000		0.100000		0.983608
0.110000		0.100000		0.958708
0.111000		0.100000		0.934399
0.112000		0.100000		0.910672
0.113000		0.100000		0.887520
0.114000		0.100000		0.864935
0.115000		0.100000		0.842908
0.116000		0.100000		0.821430
0.117000		0.100000		0.800494
0.118000		0.100000		0.780090
0.119000		0.100000		0.760209
0.120000		0.100000		0.740843
0.121000		0.100000		0.721981
0.122000		0.100000		0.703614
0.123000		0.100000		0.685734
0.124000		0.100000		0.668330
0.125000		0.100000		0.651393
0.126000		0.100000		0.634913
0.127000		0.100000		0.618882
0.128000		0.100000		0.603288
0.129000		0.100000		0.588124
0.130000		0.100000		0.573379
0.131000		0.100000		0.559043
0.132000		0.100000		0.545108
0.133000		0.100000		0.531563
0.134000		0.100000		0.518400
0.135000		0.100000		0.505609
0.136000		0.100000		0.493182
0.137000		0.100000		0.481108
0.138000		0.100000		0.469379
0.139000		0.100000		0.457986
0.140000		0.100000		0.446920
0.141000		0.100000		0.436173
0.142000		0.100000		0.425737
0.143000		0.100000		0.415602
0.144000		0.100000		0.405761
0.145000		0.100000		0.396205
0.146000		0.100000		0.386927
0.147000		0.100000		0.377919
0.148000		0.100000		0.369173
0.149000		0.100000		0.360681
0.150000		0.100000		0.352437
0.151000		0.100000		0.344433
0.152000		0.100000		0.336663
0.153000		0.100000		0.329119
0.154000		0.100000		0.321794
0.155000		0.100000		0.314683
0.156000		0.100000		0.307778
0.157000		0.100000		0.301074
0.158000		0.100000		0.294565
0.159000		0.100000		0.288244
0.160000		0.100000		0.282107
0.161000		0.100000		0.276146
0.162000		0.100000		0.270358
0.163000		0.100000		0.264736
0.164000		0.100000		0.259276
0.165000		0.100000		0.253972
0.166000		0.100000		0.248820
0.167000		0.100000		0.243815
0.168000		0.100000		0.238953
0.169000		0.100000		0.234228
0.170000		0.100000		0.229637
0.171000		0.100000		0.225175
0.172000		0.100000		0.220839
0.173000		0.100000		0.216625
0.174000		0.100000		0.212528
0.175000		0.100000		0.208545
0.176000		0.100000		0.204673
0.177000		0.100000		0.200908
0.178000		0.100000		0.197246
0.179000		0.100000		0.193685
0.180000		0.100000		0.190220
0.181000		0.100000		0.186851
0.182000		0.100000		0.183572
0.183000		0.100000		0.180382
0.184000		0.100000		0.177277
0.185000		0.100000		0.174256
0.186000		0.100000		0.171314
0.187000		0.100000		0.168451
0.188000		0.100000		0.165663
0.189000		0.100000		0.162948
0.190000		0.100000		0.160305
0.191000		0.100000		0.157729
0.192000		0.100000		0.155221
0.193000		0.100000		0.152776
0.194000		0.100000		0.150395
0.195000		0.100000		0.148074
0.196000		0.100000		0.145811
0.197000		0.100000		0.143606
0.198000		0.100000		0.141456
0.199000		0.100000		0.139359
0.200000		0.100000		0.137315
0.100000		0.120000		1.359774
0.101000		0.120000		1.328073
0.102000		0.120000		1.296979
0.103000		0.120000		1.266491
0.104000		0.120000		1.236605
0.105000		0.120000		1.207320
0.106000		0.120000		1.178632
0.107000		0.120000		1.150537
0.108000		0.120000		1.123033
0.109000		0.120000		1.096113
0.110000		0.120000		1.069774
0.111000		0.120000		1.044010
0.112000		0.120000		1.018816
0.113000		0.120000		0.994185
0.114000		0.120000		0.970113
0.115000		0.120000		0.946593
0.116000		0.120000		0.923617
0.117000		0.120000		0.901179
0.118000		0.120000		0.879273
0.119000		0.120000		0.857890
0.120000		0.120000		0.837023
0.121000		0.120000		0.816664
0.122000		0.120000		0.796806
0.123000		0.120000		0.777441
0.124000		0.120000		0.758559
0.125000		0.120000		0.740154
0.126000		0.120000		0.722216
0.127000		0.120000		0.704737
0.128000		0.120000		0.687709
0.129000		0.120000		0.671122
0.130000		0.120000		0.654969
0.131000		0.120000		0.639241
0.132000		0.120000		0.623928
0.133000		0.120000		0.609022
0.134000		0.120000		0.594515
0.135000		0.120000		0.580397
0.136000		0.120000		0.566660
0.137000		0.120000		0.553296
0.138000		0.120000		0.540295
0.139000		0.120000		0.527650
0.140000		0.120000		0.515351
0.141000		0.120000		0.503391
0.142000		0.120000		0.491761
0.143000		0.120000		0.480452
0.144000		0.120000		0.469458
0.145000		0.120000		0.458769
0.146000		0.120000		0.448378
0.147000		0.120000		0.438278
0.148000		0.120000		0.428459
0.149000		0.120000		0.418916
0.150000		0.120000		0.409640
0.151000		0.120000		0.400625
0.152000		0.120000		0.391862
0.153000		0.120000		0.383346
0.154000		0.120000		0.375069
0.155000		0.120000		0.367025
0.156000		0.120000		0.359207
0.157000		0.120000		0.351608
0.158000		0.120000		0.344223
0.159000		0.120000		0.337045
0.160000		0.120000		0.330068
0.161000		0.120000		0.323287
0.162000		0.120000		0.316695
0.163000		0.120000		0.310287
0.164000		0.120000		0.304058
0.165000		0.120000		0.298002
0.166000		0.120000		0.292115
0.167000		0.120000		0.286391
0.168000		0.120000		0.280825
0.169000		0.120000		0.275413
0.170000		0.120000		0.270149
0.171000		0.120000		0.265031
0.172000		0.120000		0.260052
0.173000		0.120000		0.255210
0.174000		0.120000		0.250499
0.175000		0.120000		0.245917
0.176000		0.120000		0.241458
0.177000		0.120000		0.237119
0.178000		0.120000		0.232897
0.179000		0.120000		0.228789
0.180000		0.120000		0.224789
0.181000		0.120000		0.220896
0.182000		0.120000		0.217106
