101
81
T [GeV]		muB [GeV]		c3_T4 [fm^3/GeV * GeV^4]
0.169000		-0.080000		-0.042300
0.170000		-0.080000		-0.040706
0.171000		-0.080000		-0.039185
0.172000		-0.080000		-0.037734
0.173000		-0.080000		-0.036349
0.174000		-0.080000		-0.035027
0.175000		-0.080000		-0.033764
0.176000		-0.080000		-0.032558
0.177000		-0.080000		-0.031405
0.178000		-0.080000		-0.030302
0.179000		-0.080000		-0.029248
0.180000		-0.080000		-0.028239
0.181000		-0.080000		-0.027273
0.182000		-0.080000		-0.026349
0.183000		-0.080000		-0.025463
0.184000		-0.080000		-0.024615
0.185000		-0.080000		-0.023802
0.186000		-0.080000		-0.023022
0.187000		-0.080000		-0.022275
0.188000		-0.080000		-0.021558
0.189000		-0.080000		-0.020870
0.190000		-0.080000		-0.020209
0.191000		-0.080000		-0.019575
0.192000		-0.080000		-0.018966
0.193000		-0.080000		-0.018380
0.194000		-0.080000		-0.017818
0.195000		-0.080000		-0.017277
0.196000		-0.080000		-0.016757
0.197000		-0.080000		-0.016257
0.198000		-0.080000		-0.015776
0.199000		-0.080000		-0.015313
0.200000		-0.080000		-0.014867
0.100000		-0.060000		-2.498355
0.101000		-0.060000		-2.282752
0.102000		-0.060000		-2.088921
0.103000		-0.060000		-1.914363
0.104000		-0.060000		-1.756901
0.105000		-0.060000		-1.614630
0.106000		-0.060000		-1.485881
0.107000		-0.060000		-1.369190
0.108000		-0.060000		-1.263271
0.109000		-0.060000		-1.166989
0.110000		-0.060000		-1.079344
0.111000		-0.060000		-0.999452
0.112000		-0.060000		-0.926528
0.113000		-0.060000		-0.859879
0.114000		-0.060000		-0.798887
0.115000		-0.060000		-0.743003
0.116000		-0.060000		-0.691737
0.117000		-0.060000		-0.644652
0.118000		-0.060000		-0.601358
0.119000		-0.060000		-0.561505
0.120000		-0.060000		-0.524779
0.121000		-0.060000		-0.490899
0.122000		-0.060000		-0.459612
0.123000		-0.060000		-0.430691
0.124000		-0.060000		-0.403929
0.125000		-0.060000		-0.379142
0.126000		-0.060000		-0.356162
0.127000		-0.060000		-0.334838
0.128000		-0.060000		-0.315032
0.129000		-0.060000		-0.296621
0.130000		-0.060000		-0.279492
0.131000		-0.060000		-0.263541
0.132000		-0.060000		-0.248676
0.133000		-0.060000		-0.234811
0.134000		-0.060000		-0.221869
0.135000		-0.060000		-0.209780
0.136000		-0.060000		-0.198477
0.137000		-0.060000		-0.187904
0.138000		-0.060000		-0.178004
0.139000		-0.060000		-0.168729
0.140000		-0.060000		-0.160034
0.141000		-0.060000		-0.151876
0.142000		-0.060000		-0.144217
0.143000		-0.060000		-0.137023
0.144000		-0.060000		-0.130260
0.145000		-0.060000		-0.123898
0.146000		-0.060000		-0.117910
0.147000		-0.060000		-0.112272
0.148000		-0.060000		-0.106958
0.149000		-0.060000		-0.101948
0.150000		-0.060000		-0.097221
0.151000		-0.060000		-0.092759
0.152000		-0.060000		-0.088546
0.153000		-0.060000		-0.084563
0.154000		-0.060000		-0.080798
0.155000		-0.060000		-0.077237
0.156000		-0.060000		-0.073866
0.157000		-0.060000		-0.070673
0.158000		-0.060000		-0.067649
0.159000		-0.060000		-0.064782
0.160000		-0.060000		-0.062063
0.161000		-0.060000		-0.059484
0.162000		-0.060000		-0.057035
0.163000		-0.060000		-0.054710
0.164000		-0.060000		-0.052500
0.165000		-0.060000		-0.050400
0.166000		-0.060000		-0.048403
0.167000		-0.060000		-0.046503
0.168000		-0.060000		-0.044695
0.169000		-0.060000		-0.042973
0.170000		-0.060000		-0.041332
0.171000		-0.060000		-0.039769
0.172000		-0.060000		-0.038279
0.173000		-0.060000		-0.036858
0.174000		-0.060000		-0.035502
0.175000		-0.060000		-0.034208
0.176000		-0.060000		-0.032972
0.177000		-0.060000		-0.031791
0.178000		-0.060000		-0.030663
0.179000		-0.060000		-0.029585
0.180000		-0.060000		-0.028554
0.181000		-0.060000		-0.027568
0.182000		-0.060000		-0.026624
0.183000		-0.060000		-0.025721
0.184000		-0.060000		-0.024856
0.185000		-0.060000		-0.024027
0.186000		-0.060000		-0.023233
0.187000		-0.060000		-0.022472
0.188000		-0.060000		-0.021742
0.189000		-0.060000		-0.021042
0.190000		-0.060000		-0.020371
0.191000		-0.060000		-0.019726
0.192000		-0.060000		-0.019107
0.193000		-0.060000		-0.018513
0.194000		-0.060000		-0.017942
0.195000		-0.060000		-0.017393
0.196000		-0.060000		-0.016866
0.197000		-0.060000		-0.016359
0.198000		-0.060000		-0.015871
0.199000		-0.060000		-0.015402
0.200000		-0.060000		-0.014950
0.100000		-0.040000		-2.715327
0.101000		-0.040000		-2.475901
0.102000		-0.040000		-2.261108
0.103000		-0.040000		-2.068077
0.104000		-0.040000		-1.894306
0.105000		-0.040000		-1.737615
0.106000		-0.040000		-1.596097
0.107000		-0.040000		-1.468083
0.108000		-0.040000		-1.352108
0.109000		-0.040000		-1.246883
0.110000		-0.040000		-1.151274
0.111000		-0.040000		-1.064281
0.112000		-0.040000		-0.985018
0.113000		-0.040000		-0.912702
0.114000		-0.040000		-0.846639
0.115000		-0.040000		-0.786211
0.116000		-0.040000		-0.730869
0.117000		-0.040000		-0.680125
0.118000		-0.040000		-0.633542
0.119000		-0.040000		-0.590729
0.120000		-0.040000		-0.551338
0.121000		-0.040000		-0.515055
0.122000		-0.040000		-0.481599
0.123000		-0.040000		-0.450719
0.124000		-0.040000		-0.422186
0.125000		-0.040000		-0.395797
0.126000		-0.040000		-0.371366
0.127000		-0.040000		-0.348728
0.128000		-0.040000		-0.327730
0.129000		-0.040000		-0.308236
0.130000		-0.040000		-0.290124
0.131000		-0.040000		-0.273279
0.132000		-0.040000		-0.257601
0.133000		-0.040000		-0.242995
0.134000		-0.040000		-0.229379
0.135000		-0.040000		-0.216674
0.136000		-0.040000		-0.204811
0.137000		-0.040000		-0.193725
0.138000		-0.040000		-0.183358
0.139000		-0.040000		-0.173656
0.140000		-0.040000		-0.164570
0.141000		-0.040000		-0.156054
0.142000		-0.040000		-0.148068
0.143000		-0.040000		-0.140573
0.144000		-0.040000		-0.133534
0.145000		-0.040000		-0.126920
0.146000		-0.040000		-0.120701
0.147000		-0.040000		-0.114850
0.148000		-0.040000		-0.109341
0.149000		-0.040000		-0.104151
0.150000		-0.040000		-0.099259
0.151000		-0.040000		-0.094645
0.152000		-0.040000		-0.090291
0.153000		-0.040000		-0.086180
0.154000		-0.040000		-0.082297
0.155000		-0.040000		-0.078625
0.156000		-0.040000		-0.075153
0.157000		-0.040000		-0.071868
0.158000		-0.040000		-0.068757
0.159000		-0.040000		-0.065811
0.160000		-0.040000		-0.063019
0.161000		-0.040000		-0.060372
0.162000		-0.040000		-0.057860
0.163000		-0.040000		-0.055477
0.164000		-0.040000		-0.053213
0.165000		-0.040000		-0.051064
0.166000		-0.040000		-0.049020
0.167000		-0.040000		-0.047077
0.168000		-0.040000		-0.045229
0.169000		-0.040000		-0.043471
0.170000		-0.040000		-0.041796
0.171000		-0.040000		-0.040202
0.172000		-0.040000		-0.038682
0.173000		-0.040000		-0.037234
0.174000		-0.040000		-0.035852
0.175000		-0.040000		-0.034534
0.176000		-0.040000		-0.033277
0.177000		-0.040000		-0.032076
0.178000		-0.040000		-0.030929
0.179000		-0.040000		-0.029833
0.180000		-0.040000		-0.028786
0.181000		-0.040000		-0.027784
0.182000		-0.040000		-0.026826
0.183000		-0.040000		-0.025910
0.184000		-0.040000		-0.025032
0.185000		-0.040000		-0.024192
0.186000		-0.040000		-0.023387
0.187000		-0.040000		-0.022616
0.188000		-0.040000		-0.021877
0.189000		-0.040000		-0.021168
0.190000		-0.040000		-0.020488
0.191000		-0.040000		-0.019836
0.192000		-0.040000		-0.019210
0.193000		-0.040000		-0.018609
0.194000		-0.040000		-0.018032
0.195000		-0.040000		-0.017477
0.196000		-0.040000		-0.016945
0.197000		-0.040000		-0.016432
0.198000		-0.040000		-0.015940
0.199000		-0.040000		-0.015466
0.200000		-0.040000		-0.015011
0.100000		-0.020000		-2.861706
0.101000		-0.020000		-2.605872
0.102000		-0.020000		-2.376683
0.103000		-0.020000		-2.170998
0.104000		-0.020000		-1.986086
0.105000		-0.020000		-1.819571
0.106000		-0.020000		-1.669375
0.107000		-0.020000		-1.533685
0.108000		-0.020000		-1.410910
0.109000		-0.020000		-1.299652
0.110000		-0.020000		-1.198683
0.111000		-0.020000		-1.106922
0.112000		-0.020000		-1.023411
0.113000		-0.020000		-0.947308
0.114000		-0.020000		-0.877862
0.115000		-0.020000		-0.814410
0.116000		-0.020000		-0.756361
0.117000		-0.020000		-0.703192
0.118000		-0.020000		-0.654433
0.119000		-0.020000		-0.609666
0.120000		-0.020000		-0.568518
0.121000		-0.020000		-0.530655
0.122000		-0.020000		-0.495776
0.123000		-0.020000		-0.463612
0.124000		-0.020000		-0.433922
0.125000		-0.020000		-0.406487
0.126000		-0.020000		-0.381110
0.127000		-0.020000		-0.357616
0.128000		-0.020000		-0.335844
0.129000		-0.020000		-0.315648
0.130000		-0.020000		-0.296899
0.131000		-0.020000		-0.279476
0.132000		-0.020000		-0.263273
0.133000		-0.020000		-0.248191
0.134000		-0.020000		-0.234140
0.135000		-0.020000		-0.221041
0.136000		-0.020000		-0.208817
0.137000		-0.020000		-0.197403
0.138000		-0.020000		-0.186737
0.139000		-0.020000		-0.176761
0.140000		-0.020000		-0.167425
0.141000		-0.020000		-0.158682
0.142000		-0.020000		-0.150487
0.143000		-0.020000		-0.142801
0.144000		-0.020000		-0.135588
0.145000		-0.020000		-0.128814
0.146000		-0.020000		-0.122448
0.147000		-0.020000		-0.116462
0.148000		-0.020000		-0.110829
0.149000		-0.020000		-0.105526
0.150000		-0.020000		-0.100530
0.151000		-0.020000		-0.095820
0.152000		-0.020000		-0.091378
0.153000		-0.020000		-0.087186
0.154000		-0.020000		-0.083228
0.155000		-0.020000		-0.079488
0.156000		-0.020000		-0.075952
0.157000		-0.020000		-0.072609
0.158000		-0.020000		-0.069444
0.159000		-0.020000		-0.066448
0.160000		-0.020000		-0.063610
0.161000		-0.020000		-0.060920
0.162000		-0.020000		-0.058370
0.163000		-0.020000		-0.055950
0.164000		-0.020000		-0.053654
0.165000		-0.020000		-0.051473
0.166000		-0.020000		-0.049401
0.167000		-0.020000		-0.047431
0.168000		-0.020000		-0.045559
0.169000		-0.020000		-0.043777
0.170000		-0.020000		-0.042082
0.171000		-0.020000		-0.040467
0.172000		-0.020000		-0.038930
0.173000		-0.020000		-0.037464
0.174000		-0.020000		-0.036067
0.175000		-0.020000		-0.034735
0.176000		-0.020000		-0.033464
0.177000		-0.020000		-0.032250
0.178000		-0.020000		-0.031092
0.179000		-0.020000		-0.029985
0.180000		-0.020000		-0.028927
0.181000		-0.020000		-0.027916
0.182000		-0.020000		-0.026950
0.183000		-0.020000		-0.026025
0.184000		-0.020000		-0.025140
0.185000		-0.020000		-0.024292
0.186000		-0.020000		-0.023481
0.187000		-0.020000		-0.022704
0.188000		-0.020000		-0.021959
0.189000		-0.020000		-0.021245
0.190000		-0.020000		-0.020560
0.191000		-0.020000		-0.019903
0.192000		-0.020000		-0.019273
0.193000		-0.020000		-0.018667
0.194000		-0.020000		-0.018087
0.195000		-0.020000		-0.017528
0.196000		-0.020000		-0.016992
0.197000		-0.020000		-0.016477
0.198000		-0.020000		-0.015982
0.199000		-0.020000		-0.015505
0.200000		-0.020000		-0.015047
0.100000		0.000000		-2.913569
0.101000		0.000000		-2.651858
0.102000		0.000000		-2.417519
0.103000		0.000000		-2.207315
0.104000		0.000000		-2.018431
0.105000		0.000000		-1.848416
0.106000		0.000000		-1.695135
0.107000		0.000000		-1.556719
0.108000		0.000000		-1.431531
0.109000		0.000000		-1.318136
0.110000		0.000000		-1.215271
0.111000		0.000000		-1.121825
0.112000		0.000000		-1.036816
0.113000		0.000000		-0.959377
0.114000		0.000000		-0.888740
0.115000		0.000000		-0.824225
0.116000		0.000000		-0.765226
0.117000		0.000000		-0.711205
0.118000		0.000000		-0.661683
0.119000		0.000000		-0.616232
0.120000		0.000000		-0.574470
0.121000		0.000000		-0.536055
0.122000		0.000000		-0.500679
0.123000		0.000000		-0.468068
0.124000		0.000000		-0.437974
0.125000		0.000000		-0.410175
0.126000		0.000000		-0.384470
0.127000		0.000000		-0.360678
0.128000		0.000000		-0.338637
0.129000		0.000000		-0.318198
0.130000		0.000000		-0.299228
0.131000		0.000000		-0.281605
0.132000		0.000000		-0.265220
0.133000		0.000000		-0.249973
0.134000		0.000000		-0.235773
0.135000		0.000000		-0.222536
0.136000		0.000000		-0.210189
0.137000		0.000000		-0.198662
0.138000		0.000000		-0.187892
0.139000		0.000000		-0.177823
0.140000		0.000000		-0.168401
0.141000		0.000000		-0.159579
0.142000		0.000000		-0.151312
0.143000		0.000000		-0.143561
0.144000		0.000000		-0.136288
0.145000		0.000000		-0.129459
0.146000		0.000000		-0.123043
0.147000		0.000000		-0.117010
0.148000		0.000000		-0.111335
0.149000		0.000000		-0.105993
0.150000		0.000000		-0.100962
0.151000		0.000000		-0.096219
0.152000		0.000000		-0.091747
0.153000		0.000000		-0.087528
0.154000		0.000000		-0.083544
0.155000		0.000000		-0.079780
0.156000		0.000000		-0.076223
0.157000		0.000000		-0.072860
0.158000		0.000000		-0.069677
0.159000		0.000000		-0.066664
0.160000		0.000000		-0.063810
0.161000		0.000000		-0.061106
0.162000		0.000000		-0.058542
0.163000		0.000000		-0.056110
0.164000		0.000000		-0.053802
0.165000		0.000000		-0.051611
0.166000		0.000000		-0.049529
0.167000		0.000000		-0.047551
0.168000		0.000000		-0.045670
0.169000		0.000000		-0.043881
0.170000		0.000000		-0.042178
0.171000		0.000000		-0.040557
0.172000		0.000000		-0.039013
0.173000		0.000000		-0.037542
0.174000		0.000000		-0.036140
0.175000		0.000000		-0.034802
0.176000		0.000000		-0.033527
0.177000		0.000000		-0.032309
0.178000		0.000000		-0.031146
0.179000		0.000000		-0.030036
0.180000		0.000000		-0.028975
0.181000		0.000000		-0.027961
0.182000		0.000000		-0.026991
0.183000		0.000000		-0.026064
0.184000		0.000000		-0.025176
0.185000		0.000000		-0.024326
0.186000		0.000000		-0.023513
0.187000		0.000000		-0.022733
0.188000		0.000000		-0.021986
0.189000		0.000000		-0.021270
0.190000		0.000000		-0.020584
0.191000		0.000000		-0.019925
0.192000		0.000000		-0.019294
0.193000		0.000000		-0.018687
0.194000		0.000000		-0.018105
0.195000		0.000000		-0.017546
0.196000		0.000000		-0.017008
0.197000		0.000000		-0.016492
0.198000		0.000000		-0.015996
0.199000		0.000000		-0.015518
0.200000		0.000000		-0.015059
0.100000		0.020000		-2.861706
0.101000		0.020000		-2.605872
0.102000		0.020000		-2.376683
0.103000		0.020000		-2.170998
0.104000		0.020000		-1.986086
0.105000		0.020000		-1.819571
0.106000		0.020000		-1.669375
0.107000		0.020000		-1.533685
0.108000		0.020000		-1.410910
0.109000		0.020000		-1.299652
0.110000		0.020000		-1.198683
0.111000		0.020000		-1.106922
0.112000		0.020000		-1.023411
0.113000		0.020000		-0.947308
0.114000		0.020000		-0.877862
0.115000		0.020000		-0.814410
0.116000		0.020000		-0.756361
0.117000		0.020000		-0.703192
0.118000		0.020000		-0.654433
0.119000		0.020000		-0.609666
0.120000		0.020000		-0.568518
0.121000		0.020000		-0.530655
0.122000		0.020000		-0.495776
0.123000		0.020000		-0.463612
0.124000		0.020000		-0.433922
0.125000		0.020000		-0.406487
0.126000		0.020000		-0.381110
0.127000		0.020000		-0.357616
0.128000		0.020000		-0.335844
0.129000		0.020000		-0.315648
0.130000		0.020000		-0.296899
0.131000		0.020000		-0.279476
0.132000		0.020000		-0.263273
0.133000		0.020000		-0.248191
0.134000		0.020000		-0.234140
0.135000		0.020000		-0.221041
0.136000		0.020000		-0.208817
0.137000		0.020000		-0.197403
0.138000		0.020000		-0.186737
0.139000		0.020000		-0.176761
0.140000		0.020000		-0.167425
0.141000		0.020000		-0.158682
0.142000		0.020000		-0.150487
0.143000		0.020000		-0.142801
0.144000		0.020000		-0.135588
0.145000		0.020000		-0.128814
0.146000		0.020000		-0.122448
0.147000		0.020000		-0.116462
0.148000		0.020000		-0.110829
0.149000		0.020000		-0.105526
0.150000		0.020000		-0.100530
0.151000		0.020000		-0.095820
0.152000		0.020000		-0.091378
0.153000		0.020000		-0.087186
0.154000		0.020000		-0.083228
0.155000		0.020000		-0.079488
0.156000		0.020000		-0.075952
0.157000		0.020000		-0.072609
0.158000		0.020000		-0.069444
0.159000		0.020000		-0.066448
0.160000		0.020000		-0.063610
0.161000		0.020000		-0.060920
0.162000		0.020000		-0.058370
0.163000		0.020000		-0.055950
0.164000		0.020000		-0.053654
0.165000		0.020000		-0.051473
0.166000		0.020000		-0.049401
0.167000		0.020000		-0.047431
0.168000		0.020000		-0.045559
0.169000		0.020000		-0.043777
0.170000		0.020000		-0.042082
0.171000		0.020000		-0.040467
0.172000		0.020000		-0.038930
0.173000		0.020000		-0.037464
0.174000		0.020000		-0.036067
0.175000		0.020000		-0.034735
0.176000		0.020000		-0.033464
0.177000		0.020000		-0.032250
0.178000		0.020000		-0.031092
0.179000		0.020000		-0.029985
0.180000		0.020000		-0.028927
0.181000		0.020000		-0.027916
0.182000		0.020000		-0.026950
0.183000		0.020000		-0.026025
0.184000		0.020000		-0.025140
0.185000		0.020000		-0.024292
0.186000		0.020000		-0.023481
0.187000		0.020000		-0.022704
0.188000		0.020000		-0.021959
0.189000		0.020000		-0.021245
0.190000		0.020000		-0.020560
0.191000		0.020000		-0.019903
0.192000		0.020000		-0.019273
0.193000		0.020000		-0.018667
0.194000		0.020000		-0.018087
0.195000		0.020000		-0.017528
0.196000		0.020000		-0.016992
0.197000		0.020000		-0.016477
0.198000		0.020000		-0.015982
0.199000		0.020000		-0.015505
0.200000		0.020000		-0.015047
0.100000		0.040000		-2.715327
0.101000		0.040000		-2.475901
0.102000		0.040000		-2.261108
0.103000		0.040000		-2.068077
0.104000		0.040000		-1.894306
0.105000		0.040000		-1.737615
0.106000		0.040000		-1.596097
0.107000		0.040000		-1.468083
0.108000		0.040000		-1.352108
0.109000		0.040000		-1.246883
0.110000		0.040000		-1.151274
0.111000		0.040000		-1.064281
0.112000		0.040000		-0.985018
0.113000		0.040000		-0.912702
0.114000		0.040000		-0.846639
0.115000		0.040000		-0.786211
0.116000		0.040000		-0.730869
0.117000		0.040000		-0.680125
0.118000		0.040000		-0.633542
0.119000		0.040000		-0.590729
0.120000		0.040000		-0.551338
0.121000		0.040000		-0.515055
0.122000		0.040000		-0.481599
0.123000		0.040000		-0.450719
0.124000		0.040000		-0.422186
0.125000		0.040000		-0.395797
0.126000		0.040000		-0.371366
0.127000		0.040000		-0.348728
0.128000		0.040000		-0.327730
0.129000		0.040000		-0.308236
0.130000		0.040000		-0.290124
0.131000		0.040000		-0.273279
0.132000		0.040000		-0.257601
0.133000		0.040000		-0.242995
0.134000		0.040000		-0.229379
0.135000		0.040000		-0.216674
0.136000		0.040000		-0.204811
0.137000		0.040000		-0.193725
0.138000		0.040000		-0.183358
0.139000		0.040000		-0.173656
0.140000		0.040000		-0.164570
0.141000		0.040000		-0.156054
0.142000		0.040000		-0.148068
0.143000		0.040000		-0.140573
0.144000		0.040000		-0.133534
0.145000		0.040000		-0.126920
0.146000		0.040000		-0.120701
0.147000		0.040000		-0.114850
0.148000		0.040000		-0.109341
0.149000		0.040000		-0.104151
0.150000		0.040000		-0.099259
0.151000		0.040000		-0.094645
0.152000		0.040000		-0.090291
0.153000		0.040000		-0.086180
0.154000		0.040000		-0.082297
0.155000		0.040000		-0.078625
0.156000		0.040000		-0.075153
0.157000		0.040000		-0.071868
0.158000		0.040000		-0.068757
0.159000		0.040000		-0.065811
0.160000		0.040000		-0.063019
0.161000		0.040000		-0.060372
0.162000		0.040000		-0.057860
0.163000		0.040000		-0.055477
0.164000		0.040000		-0.053213
0.165000		0.040000		-0.051064
0.166000		0.040000		-0.049020
0.167000		0.040000		-0.047077
0.168000		0.040000		-0.045229
0.169000		0.040000		-0.043471
0.170000		0.040000		-0.041796
0.171000		0.040000		-0.040202
0.172000		0.040000		-0.038682
0.173000		0.040000		-0.037234
0.174000		0.040000		-0.035852
0.175000		0.040000		-0.034534
0.176000		0.040000		-0.033277
0.177000		0.040000		-0.032076
0.178000		0.040000		-0.030929
0.179000		0.040000		-0.029833
0.180000		0.040000		-0.028786
0.181000		0.040000		-0.027784
0.182000		0.040000		-0.026826
0.183000		0.040000		-0.025910
0.184000		0.040000		-0.025032
0.185000		0.040000		-0.024192
0.186000		0.040000		-0.023387
0.187000		0.040000		-0.022616
0.188000		0.040000		-0.021877
0.189000		0.040000		-0.021168
0.190000		0.040000		-0.020488
0.191000		0.040000		-0.019836
0.192000		0.040000		-0.019210
0.193000		0.040000		-0.018609
0.194000		0.040000		-0.018032
0.195000		0.040000		-0.017477
0.196000		0.040000		-0.016945
0.197000		0.040000		-0.016432
0.198000		0.040000		-0.015940
0.199000		0.040000		-0.015466
0.200000		0.040000		-0.015011
0.100000		0.060000		-2.498355
0.101000		0.060000		-2.282752
0.102000		0.060000		-2.088921
0.103000		0.060000		-1.914363
0.104000		0.060000		-1.756901
0.105000		0.060000		-1.614630
0.106000		0.060000		-1.485881
0.107000		0.060000		-1.369190
0.108000		0.060000		-1.263271
0.109000		0.060000		-1.166989
0.110000		0.060000		-1.079344
0.111000		0.060000		-0.999452
0.112000		0.060000		-0.926528
0.113000		0.060000		-0.859879
0.114000		0.060000		-0.798887
0.115000		0.060000		-0.743003
0.116000		0.060000		-0.691737
0.117000		0.060000		-0.644652
0.118000		0.060000		-0.601358
0.119000		0.060000		-0.561505
0.120000		0.060000		-0.524779
0.121000		0.060000		-0.490899
0.122000		0.060000		-0.459612
0.123000		0.060000		-0.430691
0.124000		0.060000		-0.403929
0.125000		0.060000		-0.379142
0.126000		0.060000		-0.356162
0.127000		0.060000		-0.334838
0.128000		0.060000		-0.315032
0.129000		0.060000		-0.296621
0.130000		0.060000		-0.279492
0.131000		0.060000		-0.263541
0.132000		0.060000		-0.248676
0.133000		0.060000		-0.234811
0.134000		0.060000		-0.221869
0.135000		0.060000		-0.209780
0.136000		0.060000		-0.198477
0.137000		0.060000		-0.187904
0.138000		0.060000		-0.178004
0.139000		0.060000		-0.168729
0.140000		0.060000		-0.160034
0.141000		0.060000		-0.151876
0.142000		0.060000		-0.144217
0.143000		0.060000		-0.137023
0.144000		0.060000		-0.130260
0.145000		0.060000		-0.123898
0.146000		0.060000		-0.117910
0.147000		0.060000		-0.112272
0.148000		0.060000		-0.106958
0.149000		0.060000		-0.101948
0.150000		0.060000		-0.097221
0.151000		0.060000		-0.092759
0.152000		0.060000		-0.088546
0.153000		0.060000		-0.084563
0.154000		0.060000		-0.080798
0.155000		0.060000		-0.077237
0.156000		0.060000		-0.073866
0.157000		0.060000		-0.070673
0.158000		0.060000		-0.067649
0.159000		0.060000		-0.064782
0.160000		0.060000		-0.062063
0.161000		0.060000		-0.059484
0.162000		0.060000		-0.057035
0.163000		0.060000		-0.054710
0.164000		0.060000		-0.052500
0.165000		0.060000		-0.050400
0.166000		0.060000		-0.048403
0.167000		0.060000		-0.046503
0.168000		0.060000		-0.044695
0.169000		0.060000		-0.042973
0.170000		0.060000		-0.041332
0.171000		0.060000		-0.039769
0.172000		0.060000		-0.038279
0.173000		0.060000		-0.036858
0.174000		0.060000		-0.035502
0.175000		0.060000		-0.034208
0.176000		0.060000		-0.032972
0.177000		0.060000		-0.031791
0.178000		0.060000		-0.030663
0.179000		0.060000		-0.029585
0.180000		0.060000		-0.028554
0.181000		0.060000		-0.027568
0.182000		0.060000		-0.026624
0.183000		0.060000		-0.025721
0.184000		0.060000		-0.024856
0.185000		0.060000		-0.024027
0.186000		0.060000		-0.023233
0.187000		0.060000		-0.022472
0.188000		0.060000		-0.021742
0.189000		0.060000		-0.021042
0.190000		0.060000		-0.020371
0.191000		0.060000		-0.019726
0.192000		0.060000		-0.019107
0.193000		0.060000		-0.018513
0.194000		0.060000		-0.017942
0.195000		0.060000		-0.017393
0.196000		0.060000		-0.016866
0.197000		0.060000		-0.016359
0.198000		0.060000		-0.015871
0.199000		0.060000		-0.015402
0.200000		0.060000		-0.014950
0.100000		0.080000		-2.240821
0.101000		0.080000		-2.052713
0.102000		0.080000		-1.883161
0.103000		0.080000		-1.730078
0.104000		0.080000		-1.591639
0.105000		0.080000		-1.466245
0.106000		0.080000		-1.352491
0.107000		0.080000		-1.249143
0.108000		0.080000		-1.155111
0.109000		0.080000		-1.069435
0.110000		0.080000		-0.991264
0.111000		0.080000		-0.919845
0.112000		0.080000		-0.854509
0.113000		0.080000		-0.794663
0.114000		0.080000		-0.739777
0.115000		0.080000		-0.689380
0.116000		0.080000		-0.643049
0.117000		0.080000		-0.600408
0.118000		0.080000		-0.561119
0.119000		0.080000		-0.524879
0.120000		0.080000		-0.491416
0.121000		0.080000		-0.460486
0.122000		0.080000		-0.431867
0.123000		0.080000		-0.405361
0.124000		0.080000		-0.380789
0.125000		0.080000		-0.357988
0.126000		0.080000		-0.336810
0.127000		0.080000		-0.317124
0.128000		0.080000		-0.298807
0.129000		0.080000		-0.281751
0.130000		0.080000		-0.265854
0.131000		0.080000		-0.251027
0.132000		0.080000		-0.237186
0.133000		0.080000		-0.224255
0.134000		0.080000		-0.212166
0.135000		0.080000		-0.200856
0.136000		0.080000		-0.190266
0.137000		0.080000		-0.180344
0.138000		0.080000		-0.171040
0.139000		0.080000		-0.162312
0.140000		0.080000		-0.154116
0.141000		0.080000		-0.146417
0.142000		0.080000		-0.139179
0.143000		0.080000		-0.132370
0.144000		0.080000		-0.125962
0.145000		0.080000		-0.119926
0.146000		0.080000		-0.114238
0.147000		0.080000		-0.108874
0.148000		0.080000		-0.103814
0.149000		0.080000		-0.099037
0.150000		0.080000		-0.094525
0.151000		0.080000		-0.090262
0.152000		0.080000		-0.086230
0.153000		0.080000		-0.082417
0.154000		0.080000		-0.078807
0.155000		0.080000		-0.075389
0.156000		0.080000		-0.072150
0.157000		0.080000		-0.069080
0.158000		0.080000		-0.066169
0.159000		0.080000		-0.063407
0.160000		0.080000		-0.060785
0.161000		0.080000		-0.058295
0.162000		0.080000		-0.055929
0.163000		0.080000		-0.053681
0.164000		0.080000		-0.051542
0.165000		0.080000		-0.049508
0.166000		0.080000		-0.047572
0.167000		0.080000		-0.045729
0.168000		0.080000		-0.043973
0.169000		0.080000		-0.042300
0.170000		0.080000		-0.040706
0.171000		0.080000		-0.039185
0.172000		0.080000		-0.037734
0.173000		0.080000		-0.036349
0.174000		0.080000		-0.035027
0.175000		0.080000		-0.033764
0.176000		0.080000		-0.032558
0.177000		0.080000		-0.031405
0.178000		0.080000		-0.030302
0.179000		0.080000		-0.029248
0.180000		0.080000		-0.028239
0.181000		0.080000		-0.027273
0.182000		0.080000		-0.026349
0.183000		0.080000		-0.025463
0.184000		0.080000		-0.024615
0.185000		0.080000		-0.023802
0.186000		0.080000		-0.023022
0.187000		0.080000		-0.022275
0.188000		0.080000		-0.021558
0.189000		0.080000		-0.020870
0.190000		0.080000		-0.020209
0.191000		0.080000		-0.019575
0.192000		0.080000		-0.018966
0.193000		0.080000		-0.018380
0.194000		0.080000		-0.017818
0.195000		0.080000		-0.017277
0.196000		0.080000		-0.016757
0.197000		0.080000		-0.016257
0.198000		0.080000		-0.015776
0.199000		0.080000		-0.015313
0.200000		0.080000		-0.014867
0.100000		0.100000		-1.970507
0.101000		0.100000		-1.810324
0.102000		0.100000		-1.665529
0.103000		0.100000		-1.534430
0.104000		0.100000		-1.415541
0.105000		0.100000		-1.307558
0.106000		0.100000		-1.209333
0.107000		0.100000		-1.119854
0.108000		0.100000		-1.038224
0.109000		0.100000		-0.963653
0.110000		0.100000		-0.895437
