101
81
T [GeV]		muB [GeV]		c3_T4 [fm^3/GeV * GeV^4]
0.170000		-0.520000		-0.017889
0.171000		-0.520000		-0.017459
0.172000		-0.520000		-0.017042
0.173000		-0.520000		-0.016637
0.174000		-0.520000		-0.016244
0.175000		-0.520000		-0.015863
0.176000		-0.520000		-0.015493
0.177000		-0.520000		-0.015134
0.178000		-0.520000		-0.014785
0.179000		-0.520000		-0.014446
0.180000		-0.520000		-0.014117
0.181000		-0.520000		-0.013797
0.182000		-0.520000		-0.013486
0.183000		-0.520000		-0.013184
0.184000		-0.520000		-0.012891
0.185000		-0.520000		-0.012606
0.186000		-0.520000		-0.012328
0.187000		-0.520000		-0.012059
0.188000		-0.520000		-0.011796
0.189000		-0.520000		-0.011541
0.190000		-0.520000		-0.011293
0.191000		-0.520000		-0.011052
0.192000		-0.520000		-0.010817
0.193000		-0.520000		-0.010588
0.194000		-0.520000		-0.010365
0.195000		-0.520000		-0.010149
0.196000		-0.520000		-0.009938
0.197000		-0.520000		-0.009732
0.198000		-0.520000		-0.009532
0.199000		-0.520000		-0.009337
0.200000		-0.520000		-0.009147
0.100000		-0.500000		-0.164592
0.101000		-0.500000		-0.158510
0.102000		-0.500000		-0.152688
0.103000		-0.500000		-0.147113
0.104000		-0.500000		-0.141774
0.105000		-0.500000		-0.136659
0.106000		-0.500000		-0.131757
0.107000		-0.500000		-0.127057
0.108000		-0.500000		-0.122552
0.109000		-0.500000		-0.118230
0.110000		-0.500000		-0.114085
0.111000		-0.500000		-0.110107
0.112000		-0.500000		-0.106289
0.113000		-0.500000		-0.102625
0.114000		-0.500000		-0.099107
0.115000		-0.500000		-0.095728
0.116000		-0.500000		-0.092483
0.117000		-0.500000		-0.089365
0.118000		-0.500000		-0.086370
0.119000		-0.500000		-0.083491
0.120000		-0.500000		-0.080724
0.121000		-0.500000		-0.078064
0.122000		-0.500000		-0.075506
0.123000		-0.500000		-0.073046
0.124000		-0.500000		-0.070680
0.125000		-0.500000		-0.068404
0.126000		-0.500000		-0.066214
0.127000		-0.500000		-0.064106
0.128000		-0.500000		-0.062078
0.129000		-0.500000		-0.060125
0.130000		-0.500000		-0.058244
0.131000		-0.500000		-0.056433
0.132000		-0.500000		-0.054689
0.133000		-0.500000		-0.053009
0.134000		-0.500000		-0.051390
0.135000		-0.500000		-0.049829
0.136000		-0.500000		-0.048326
0.137000		-0.500000		-0.046876
0.138000		-0.500000		-0.045478
0.139000		-0.500000		-0.044130
0.140000		-0.500000		-0.042830
0.141000		-0.500000		-0.041576
0.142000		-0.500000		-0.040366
0.143000		-0.500000		-0.039198
0.144000		-0.500000		-0.038071
0.145000		-0.500000		-0.036983
0.146000		-0.500000		-0.035932
0.147000		-0.500000		-0.034917
0.148000		-0.500000		-0.033937
0.149000		-0.500000		-0.032991
0.150000		-0.500000		-0.032076
0.151000		-0.500000		-0.031192
0.152000		-0.500000		-0.030338
0.153000		-0.500000		-0.029512
0.154000		-0.500000		-0.028713
0.155000		-0.500000		-0.027941
0.156000		-0.500000		-0.027194
0.157000		-0.500000		-0.026471
0.158000		-0.500000		-0.025772
0.159000		-0.500000		-0.025095
0.160000		-0.500000		-0.024440
0.161000		-0.500000		-0.023806
0.162000		-0.500000		-0.023192
0.163000		-0.500000		-0.022598
0.164000		-0.500000		-0.022022
0.165000		-0.500000		-0.021464
0.166000		-0.500000		-0.020924
0.167000		-0.500000		-0.020400
0.168000		-0.500000		-0.019892
0.169000		-0.500000		-0.019400
0.170000		-0.500000		-0.018923
0.171000		-0.500000		-0.018460
0.172000		-0.500000		-0.018012
0.173000		-0.500000		-0.017576
0.174000		-0.500000		-0.017154
0.175000		-0.500000		-0.016744
0.176000		-0.500000		-0.016347
0.177000		-0.500000		-0.015961
0.178000		-0.500000		-0.015586
0.179000		-0.500000		-0.015222
0.180000		-0.500000		-0.014869
0.181000		-0.500000		-0.014526
0.182000		-0.500000		-0.014192
0.183000		-0.500000		-0.013869
0.184000		-0.500000		-0.013554
0.185000		-0.500000		-0.013248
0.186000		-0.500000		-0.012951
0.187000		-0.500000		-0.012662
0.188000		-0.500000		-0.012381
0.189000		-0.500000		-0.012108
0.190000		-0.500000		-0.011842
0.191000		-0.500000		-0.011584
0.192000		-0.500000		-0.011333
0.193000		-0.500000		-0.011088
0.194000		-0.500000		-0.010850
0.195000		-0.500000		-0.010619
0.196000		-0.500000		-0.010394
0.197000		-0.500000		-0.010174
0.198000		-0.500000		-0.009961
0.199000		-0.500000		-0.009753
0.200000		-0.500000		-0.009550
0.100000		-0.480000		-0.176837
0.101000		-0.480000		-0.170233
0.102000		-0.480000		-0.163920
0.103000		-0.480000		-0.157882
0.104000		-0.480000		-0.152103
0.105000		-0.480000		-0.146572
0.106000		-0.480000		-0.141276
0.107000		-0.480000		-0.136202
0.108000		-0.480000		-0.131340
0.109000		-0.480000		-0.126680
0.110000		-0.480000		-0.122212
0.111000		-0.480000		-0.117927
0.112000		-0.480000		-0.113816
0.113000		-0.480000		-0.109872
0.114000		-0.480000		-0.106086
0.115000		-0.480000		-0.102451
0.116000		-0.480000		-0.098961
0.117000		-0.480000		-0.095609
0.118000		-0.480000		-0.092389
0.119000		-0.480000		-0.089295
0.120000		-0.480000		-0.086321
0.121000		-0.480000		-0.083462
0.122000		-0.480000		-0.080714
0.123000		-0.480000		-0.078071
0.124000		-0.480000		-0.075530
0.125000		-0.480000		-0.073084
0.126000		-0.480000		-0.070732
0.127000		-0.480000		-0.068468
0.128000		-0.480000		-0.066288
0.129000		-0.480000		-0.064190
0.130000		-0.480000		-0.062171
0.131000		-0.480000		-0.060225
0.132000		-0.480000		-0.058352
0.133000		-0.480000		-0.056546
0.134000		-0.480000		-0.054807
0.135000		-0.480000		-0.053131
0.136000		-0.480000		-0.051516
0.137000		-0.480000		-0.049958
0.138000		-0.480000		-0.048457
0.139000		-0.480000		-0.047008
0.140000		-0.480000		-0.045612
0.141000		-0.480000		-0.044264
0.142000		-0.480000		-0.042964
0.143000		-0.480000		-0.041710
0.144000		-0.480000		-0.040499
0.145000		-0.480000		-0.039330
0.146000		-0.480000		-0.038201
0.147000		-0.480000		-0.037111
0.148000		-0.480000		-0.036058
0.149000		-0.480000		-0.035041
0.150000		-0.480000		-0.034059
0.151000		-0.480000		-0.033109
0.152000		-0.480000		-0.032192
0.153000		-0.480000		-0.031305
0.154000		-0.480000		-0.030447
0.155000		-0.480000		-0.029618
0.156000		-0.480000		-0.028816
0.157000		-0.480000		-0.028040
0.158000		-0.480000		-0.027289
0.159000		-0.480000		-0.026563
0.160000		-0.480000		-0.025860
0.161000		-0.480000		-0.025180
0.162000		-0.480000		-0.024521
0.163000		-0.480000		-0.023883
0.164000		-0.480000		-0.023265
0.165000		-0.480000		-0.022667
0.166000		-0.480000		-0.022088
0.167000		-0.480000		-0.021526
0.168000		-0.480000		-0.020982
0.169000		-0.480000		-0.020455
0.170000		-0.480000		-0.019944
0.171000		-0.480000		-0.019448
0.172000		-0.480000		-0.018967
0.173000		-0.480000		-0.018501
0.174000		-0.480000		-0.018049
0.175000		-0.480000		-0.017611
0.176000		-0.480000		-0.017185
0.177000		-0.480000		-0.016772
0.178000		-0.480000		-0.016372
0.179000		-0.480000		-0.015983
0.180000		-0.480000		-0.015605
0.181000		-0.480000		-0.015239
0.182000		-0.480000		-0.014883
0.183000		-0.480000		-0.014537
0.184000		-0.480000		-0.014201
0.185000		-0.480000		-0.013875
0.186000		-0.480000		-0.013558
0.187000		-0.480000		-0.013249
0.188000		-0.480000		-0.012950
0.189000		-0.480000		-0.012659
0.190000		-0.480000		-0.012376
0.191000		-0.480000		-0.012101
0.192000		-0.480000		-0.011833
0.193000		-0.480000		-0.011573
0.194000		-0.480000		-0.011320
0.195000		-0.480000		-0.011073
0.196000		-0.480000		-0.010834
0.197000		-0.480000		-0.010601
0.198000		-0.480000		-0.010374
0.199000		-0.480000		-0.010153
0.200000		-0.480000		-0.009938
0.100000		-0.460000		-0.190435
0.101000		-0.460000		-0.183202
0.102000		-0.460000		-0.176298
0.103000		-0.460000		-0.169704
0.104000		-0.460000		-0.163403
0.105000		-0.460000		-0.157379
0.106000		-0.460000		-0.151618
0.107000		-0.460000		-0.146105
0.108000		-0.460000		-0.140829
0.109000		-0.460000		-0.135776
0.110000		-0.460000		-0.130935
0.111000		-0.460000		-0.126297
0.112000		-0.460000		-0.121851
0.113000		-0.460000		-0.117588
0.114000		-0.460000		-0.113498
0.115000		-0.460000		-0.109575
0.116000		-0.460000		-0.105810
0.117000		-0.460000		-0.102195
0.118000		-0.460000		-0.098725
0.119000		-0.460000		-0.095391
0.120000		-0.460000		-0.092189
0.121000		-0.460000		-0.089112
0.122000		-0.460000		-0.086154
0.123000		-0.460000		-0.083311
0.124000		-0.460000		-0.080577
0.125000		-0.460000		-0.077948
0.126000		-0.460000		-0.075419
0.127000		-0.460000		-0.072986
0.128000		-0.460000		-0.070644
0.129000		-0.460000		-0.068390
0.130000		-0.460000		-0.066220
0.131000		-0.460000		-0.064131
0.132000		-0.460000		-0.062119
0.133000		-0.460000		-0.060181
0.134000		-0.460000		-0.058314
0.135000		-0.460000		-0.056515
0.136000		-0.460000		-0.054781
0.137000		-0.460000		-0.053109
0.138000		-0.460000		-0.051498
0.139000		-0.460000		-0.049944
0.140000		-0.460000		-0.048446
0.141000		-0.460000		-0.047000
0.142000		-0.460000		-0.045606
0.143000		-0.460000		-0.044260
0.144000		-0.460000		-0.042962
0.145000		-0.460000		-0.041708
0.146000		-0.460000		-0.040498
0.147000		-0.460000		-0.039330
0.148000		-0.460000		-0.038201
0.149000		-0.460000		-0.037111
0.150000		-0.460000		-0.036058
0.151000		-0.460000		-0.035041
0.152000		-0.460000		-0.034058
0.153000		-0.460000		-0.033107
0.154000		-0.460000		-0.032189
0.155000		-0.460000		-0.031301
0.156000		-0.460000		-0.030442
0.157000		-0.460000		-0.029611
0.158000		-0.460000		-0.028807
0.159000		-0.460000		-0.028030
0.160000		-0.460000		-0.027278
0.161000		-0.460000		-0.026550
0.162000		-0.460000		-0.025845
0.163000		-0.460000		-0.025163
0.164000		-0.460000		-0.024503
0.165000		-0.460000		-0.023863
0.166000		-0.460000		-0.023244
0.167000		-0.460000		-0.022644
0.168000		-0.460000		-0.022062
0.169000		-0.460000		-0.021499
0.170000		-0.460000		-0.020953
0.171000		-0.460000		-0.020424
0.172000		-0.460000		-0.019911
0.173000		-0.460000		-0.019414
0.174000		-0.460000		-0.018932
0.175000		-0.460000		-0.018464
0.176000		-0.460000		-0.018010
0.177000		-0.460000		-0.017570
0.178000		-0.460000		-0.017143
0.179000		-0.460000		-0.016729
0.180000		-0.460000		-0.016327
0.181000		-0.460000		-0.015937
0.182000		-0.460000		-0.015558
0.183000		-0.460000		-0.015190
0.184000		-0.460000		-0.014832
0.185000		-0.460000		-0.014485
0.186000		-0.460000		-0.014148
0.187000		-0.460000		-0.013821
0.188000		-0.460000		-0.013503
0.189000		-0.460000		-0.013194
0.190000		-0.460000		-0.012893
0.191000		-0.460000		-0.012601
0.192000		-0.460000		-0.012317
0.193000		-0.460000		-0.012041
0.194000		-0.460000		-0.011773
0.195000		-0.460000		-0.011512
0.196000		-0.460000		-0.011258
0.197000		-0.460000		-0.011011
0.198000		-0.460000		-0.010771
0.199000		-0.460000		-0.010537
0.200000		-0.460000		-0.010310
0.100000		-0.440000		-0.205881
0.101000		-0.440000		-0.197873
0.102000		-0.440000		-0.190245
0.103000		-0.440000		-0.182974
0.104000		-0.440000		-0.176039
0.105000		-0.440000		-0.169421
0.106000		-0.440000		-0.163101
0.107000		-0.440000		-0.157063
0.108000		-0.440000		-0.151292
0.109000		-0.440000		-0.145773
0.110000		-0.440000		-0.140493
0.111000		-0.440000		-0.135440
0.112000		-0.440000		-0.130601
0.113000		-0.440000		-0.125966
0.114000		-0.440000		-0.121525
0.115000		-0.440000		-0.117268
0.116000		-0.440000		-0.113186
0.117000		-0.440000		-0.109271
0.118000		-0.440000		-0.105514
0.119000		-0.440000		-0.101909
0.120000		-0.440000		-0.098447
0.121000		-0.440000		-0.095123
0.122000		-0.440000		-0.091930
0.123000		-0.440000		-0.088862
0.124000		-0.440000		-0.085914
0.125000		-0.440000		-0.083080
0.126000		-0.440000		-0.080355
0.127000		-0.440000		-0.077734
0.128000		-0.440000		-0.075214
0.129000		-0.440000		-0.072788
0.130000		-0.440000		-0.070454
0.131000		-0.440000		-0.068207
0.132000		-0.440000		-0.066044
0.133000		-0.440000		-0.063962
0.134000		-0.440000		-0.061956
0.135000		-0.440000		-0.060023
0.136000		-0.440000		-0.058161
0.137000		-0.440000		-0.056367
0.138000		-0.440000		-0.054638
0.139000		-0.440000		-0.052970
0.140000		-0.440000		-0.051363
0.141000		-0.440000		-0.049813
0.142000		-0.440000		-0.048317
0.143000		-0.440000		-0.046875
0.144000		-0.440000		-0.045483
0.145000		-0.440000		-0.044140
0.146000		-0.440000		-0.042843
0.147000		-0.440000		-0.041592
0.148000		-0.440000		-0.040383
0.149000		-0.440000		-0.039217
0.150000		-0.440000		-0.038089
0.151000		-0.440000		-0.037001
0.152000		-0.440000		-0.035949
0.153000		-0.440000		-0.034932
0.154000		-0.440000		-0.033950
0.155000		-0.440000		-0.033000
0.156000		-0.440000		-0.032082
0.157000		-0.440000		-0.031194
0.158000		-0.440000		-0.030335
0.159000		-0.440000		-0.029505
0.160000		-0.440000		-0.028702
0.161000		-0.440000		-0.027924
0.162000		-0.440000		-0.027172
0.163000		-0.440000		-0.026444
0.164000		-0.440000		-0.025739
0.165000		-0.440000		-0.025057
0.166000		-0.440000		-0.024397
0.167000		-0.440000		-0.023757
0.168000		-0.440000		-0.023137
0.169000		-0.440000		-0.022537
0.170000		-0.440000		-0.021956
0.171000		-0.440000		-0.021392
0.172000		-0.440000		-0.020846
0.173000		-0.440000		-0.020317
0.174000		-0.440000		-0.019804
0.175000		-0.440000		-0.019306
0.176000		-0.440000		-0.018824
0.177000		-0.440000		-0.018356
0.178000		-0.440000		-0.017902
0.179000		-0.440000		-0.017462
0.180000		-0.440000		-0.017035
0.181000		-0.440000		-0.016621
0.182000		-0.440000		-0.016219
0.183000		-0.440000		-0.015828
0.184000		-0.440000		-0.015449
0.185000		-0.440000		-0.015082
0.186000		-0.440000		-0.014724
0.187000		-0.440000		-0.014378
0.188000		-0.440000		-0.014041
0.189000		-0.440000		-0.013713
0.190000		-0.440000		-0.013395
0.191000		-0.440000		-0.013087
0.192000		-0.440000		-0.012786
0.193000		-0.440000		-0.012495
0.194000		-0.440000		-0.012211
0.195000		-0.440000		-0.011935
0.196000		-0.440000		-0.011667
0.197000		-0.440000		-0.011407
0.198000		-0.440000		-0.011153
0.199000		-0.440000		-0.010907
0.200000		-0.440000		-0.010667
0.100000		-0.420000		-0.223755
0.101000		-0.420000		-0.214785
0.102000		-0.420000		-0.206261
0.103000		-0.420000		-0.198155
0.104000		-0.420000		-0.190441
0.105000		-0.420000		-0.183095
0.106000		-0.420000		-0.176095
0.107000		-0.420000		-0.169419
0.108000		-0.420000		-0.163050
0.109000		-0.420000		-0.156971
0.110000		-0.420000		-0.151163
0.111000		-0.420000		-0.145614
0.112000		-0.420000		-0.140308
0.113000		-0.420000		-0.135233
0.114000		-0.420000		-0.130376
0.115000		-0.420000		-0.125726
0.116000		-0.420000		-0.121273
0.117000		-0.420000		-0.117006
0.118000		-0.420000		-0.112916
0.119000		-0.420000		-0.108995
0.120000		-0.420000		-0.105235
0.121000		-0.420000		-0.101626
0.122000		-0.420000		-0.098163
0.123000		-0.420000		-0.094839
0.124000		-0.420000		-0.091646
0.125000		-0.420000		-0.088579
0.126000		-0.420000		-0.085633
0.127000		-0.420000		-0.082801
0.128000		-0.420000		-0.080078
0.129000		-0.420000		-0.077460
0.130000		-0.420000		-0.074942
0.131000		-0.420000		-0.072520
0.132000		-0.420000		-0.070189
0.133000		-0.420000		-0.067946
0.134000		-0.420000		-0.065786
0.135000		-0.420000		-0.063707
0.136000		-0.420000		-0.061704
0.137000		-0.420000		-0.059775
0.138000		-0.420000		-0.057916
0.139000		-0.420000		-0.056125
0.140000		-0.420000		-0.054399
0.141000		-0.420000		-0.052735
0.142000		-0.420000		-0.051130
0.143000		-0.420000		-0.049583
0.144000		-0.420000		-0.048090
0.145000		-0.420000		-0.046650
0.146000		-0.420000		-0.045261
0.147000		-0.420000		-0.043920
0.148000		-0.420000		-0.042626
0.149000		-0.420000		-0.041377
0.150000		-0.420000		-0.040171
0.151000		-0.420000		-0.039006
0.152000		-0.420000		-0.037880
0.153000		-0.420000		-0.036793
0.154000		-0.420000		-0.035743
0.155000		-0.420000		-0.034728
0.156000		-0.420000		-0.033748
0.157000		-0.420000		-0.032800
0.158000		-0.420000		-0.031883
0.159000		-0.420000		-0.030997
0.160000		-0.420000		-0.030140
0.161000		-0.420000		-0.029311
0.162000		-0.420000		-0.028509
0.163000		-0.420000		-0.027733
0.164000		-0.420000		-0.026982
0.165000		-0.420000		-0.026255
0.166000		-0.420000		-0.025552
0.167000		-0.420000		-0.024871
0.168000		-0.420000		-0.024211
0.169000		-0.420000		-0.023573
0.170000		-0.420000		-0.022955
0.171000		-0.420000		-0.022356
0.172000		-0.420000		-0.021775
0.173000		-0.420000		-0.021213
0.174000		-0.420000		-0.020668
0.175000		-0.420000		-0.020140
0.176000		-0.420000		-0.019629
0.177000		-0.420000		-0.019132
0.178000		-0.420000		-0.018651
0.179000		-0.420000		-0.018185
0.180000		-0.420000		-0.017732
0.181000		-0.420000		-0.017293
0.182000		-0.420000		-0.016867
0.183000		-0.420000		-0.016454
0.184000		-0.420000		-0.016053
0.185000		-0.420000		-0.015664
0.186000		-0.420000		-0.015287
0.187000		-0.420000		-0.014920
0.188000		-0.420000		-0.014564
0.189000		-0.420000		-0.014219
0.190000		-0.420000		-0.013883
0.191000		-0.420000		-0.013557
0.192000		-0.420000		-0.013241
0.193000		-0.420000		-0.012933
0.194000		-0.420000		-0.012634
0.195000		-0.420000		-0.012344
0.196000		-0.420000		-0.012062
0.197000		-0.420000		-0.011788
0.198000		-0.420000		-0.011521
0.199000		-0.420000		-0.011262
0.200000		-0.420000		-0.011010
0.100000		-0.400000		-0.244744
0.101000		-0.400000		-0.234571
0.102000		-0.400000		-0.224931
0.103000		-0.400000		-0.215789
0.104000		-0.400000		-0.207112
0.105000		-0.400000		-0.198868
0.106000		-0.400000		-0.191031
0.107000		-0.400000		-0.183575
0.108000		-0.400000		-0.176476
0.109000		-0.400000		-0.169714
0.110000		-0.400000		-0.163267
0.111000		-0.400000		-0.157118
0.112000		-0.400000		-0.151249
0.113000		-0.400000		-0.145645
0.114000		-0.400000		-0.140291
0.115000		-0.400000		-0.135173
0.116000		-0.400000		-0.130279
0.117000		-0.400000		-0.125596
0.118000		-0.400000		-0.121114
0.119000		-0.400000		-0.116822
0.120000		-0.400000		-0.112710
0.121000		-0.400000		-0.108769
0.122000		-0.400000		-0.104992
0.123000		-0.400000		-0.101369
0.124000		-0.400000		-0.097894
0.125000		-0.400000		-0.094558
0.126000		-0.400000		-0.091357
0.127000		-0.400000		-0.088282
0.128000		-0.400000		-0.085329
0.129000		-0.400000		-0.082492
0.130000		-0.400000		-0.079765
0.131000		-0.400000		-0.077144
0.132000		-0.400000		-0.074623
0.133000		-0.400000		-0.072199
0.134000		-0.400000		-0.069867
0.135000		-0.400000		-0.067623
0.136000		-0.400000		-0.065463
0.137000		-0.400000		-0.063383
0.138000		-0.400000		-0.061381
0.139000		-0.400000		-0.059452
0.140000		-0.400000		-0.057595
0.141000		-0.400000		-0.055805
0.142000		-0.400000		-0.054080
0.143000		-0.400000		-0.052417
0.144000		-0.400000		-0.050814
0.145000		-0.400000		-0.049268
0.146000		-0.400000		-0.047778
0.147000		-0.400000		-0.046340
0.148000		-0.400000		-0.044952
0.149000		-0.400000		-0.043614
0.150000		-0.400000		-0.042322
0.151000		-0.400000		-0.041075
0.152000		-0.400000		-0.039871
0.153000		-0.400000		-0.038708
0.154000		-0.400000		-0.037585
0.155000		-0.400000		-0.036501
0.156000		-0.400000		-0.035453
0.157000		-0.400000		-0.034440
0.158000		-0.400000		-0.033462
0.159000		-0.400000		-0.032516
0.160000		-0.400000		-0.031602
0.161000		-0.400000		-0.030718
0.162000		-0.400000		-0.029864
0.163000		-0.400000		-0.029037
0.164000		-0.400000		-0.028237
0.165000		-0.400000		-0.027464
0.166000		-0.400000		-0.026716
0.167000		-0.400000		-0.025991
0.168000		-0.400000		-0.025291
0.169000		-0.400000		-0.024612
0.170000		-0.400000		-0.023955
0.171000		-0.400000		-0.023319
0.172000		-0.400000		-0.022703
0.173000		-0.400000		-0.022107
0.174000		-0.400000		-0.021529
0.175000		-0.400000		-0.020969
0.176000		-0.400000		-0.020427
0.177000		-0.400000		-0.019902
0.178000		-0.400000		-0.019392
0.179000		-0.400000		-0.018899
0.180000		-0.400000		-0.018420
0.181000		-0.400000		-0.017956
0.182000		-0.400000		-0.017506
0.183000		-0.400000		-0.017069
0.184000		-0.400000		-0.016646
0.185000		-0.400000		-0.016235
0.186000		-0.400000		-0.015837
0.187000		-0.400000		-0.015451
0.188000		-0.400000		-0.015075
0.189000		-0.400000		-0.014711
0.190000		-0.400000		-0.014358
0.191000		-0.400000		-0.014015
0.192000		-0.400000		-0.013682
0.193000		-0.400000		-0.013358
0.194000		-0.400000		-0.013044
0.195000		-0.400000		-0.012739
0.196000		-0.400000		-0.012442
0.197000		-0.400000		-0.012154
0.198000		-0.400000		-0.011874
0.199000		-0.400000		-0.011603
0.200000		-0.400000		-0.011338
0.100000		-0.380000		-0.269660
0.101000		-0.380000		-0.257981
0.102000		-0.380000		-0.246947
0.103000		-0.380000		-0.236514
0.104000		-0.380000		-0.226639
0.105000		-0.380000		-0.217284
0.106000		-0.380000		-0.208413
0.107000		-0.380000		-0.199995
0.108000		-0.380000		-0.192001
0.109000		-0.380000		-0.184402
0.110000		-0.380000		-0.177175
0.111000		-0.380000		-0.170296
0.112000		-0.380000		-0.163745
0.113000		-0.380000		-0.157501
0.114000		-0.380000		-0.151547
0.115000		-0.380000		-0.145866
0.116000		-0.380000		-0.140443
0.117000		-0.380000		-0.135263
0.118000		-0.380000		-0.130312
0.119000		-0.380000		-0.125579
0.120000		-0.380000		-0.121052
0.121000		-0.380000		-0.116719
0.122000		-0.380000		-0.112571
0.123000		-0.380000		-0.108598
0.124000		-0.380000		-0.104792
0.125000		-0.380000		-0.101143
0.126000		-0.380000		-0.097645
0.127000		-0.380000		-0.094289
0.128000		-0.380000		-0.091069
0.129000		-0.380000		-0.087979
0.130000		-0.380000		-0.085011
0.131000		-0.380000		-0.082162
0.132000		-0.380000		-0.079424
0.133000		-0.380000		-0.076793
0.134000		-0.380000		-0.074265
0.135000		-0.380000		-0.071833
0.136000		-0.380000		-0.069495
0.137000		-0.380000		-0.067246
0.138000		-0.380000		-0.065082
0.139000		-0.380000		-0.062999
0.140000		-0.380000		-0.060994
0.141000		-0.380000		-0.059063
0.142000		-0.380000		-0.057204
0.143000		-0.380000		-0.055413
0.144000		-0.380000		-0.053688
0.145000		-0.380000		-0.052025
0.146000		-0.380000		-0.050422
0.147000		-0.380000		-0.048877
0.148000		-0.380000		-0.047387
0.149000		-0.380000		-0.045951
0.150000		-0.380000		-0.044565
0.151000		-0.380000		-0.043228
0.152000		-0.380000		-0.041938
0.153000		-0.380000		-0.040693
0.154000		-0.380000		-0.039491
0.155000		-0.380000		-0.038331
0.156000		-0.380000		-0.037211
0.157000		-0.380000		-0.036129
0.158000		-0.380000		-0.035084
0.159000		-0.380000		-0.034075
0.160000		-0.380000		-0.033099
0.161000		-0.380000		-0.032157
0.162000		-0.380000		-0.031246
0.163000		-0.380000		-0.030365
0.164000		-0.380000		-0.029514
0.165000		-0.380000		-0.028691
0.166000		-0.380000		-0.027895
0.167000		-0.380000		-0.027125
0.168000		-0.380000		-0.026380
0.169000		-0.380000		-0.025660
0.170000		-0.380000		-0.024962
0.171000		-0.380000		-0.024288
0.172000		-0.380000		-0.023634
0.173000		-0.380000		-0.023002
0.174000		-0.380000		-0.022390
0.175000		-0.380000		-0.021797
0.176000		-0.380000		-0.021223
0.177000		-0.380000		-0.020667
0.178000		-0.380000		-0.020128
0.179000		-0.380000		-0.019607
0.180000		-0.380000		-0.019101
0.181000		-0.380000		-0.018611
0.182000		-0.380000		-0.018136
0.183000		-0.380000		-0.017675
0.184000		-0.380000		-0.017229
0.185000		-0.380000		-0.016796
0.186000		-0.380000		-0.016377
0.187000		-0.380000		-0.015970
0.188000		-0.380000		-0.015575
0.189000		-0.380000		-0.015192
0.190000		-0.380000		-0.014820
0.191000		-0.380000		-0.014460
0.192000		-0.380000		-0.014110
0.193000		-0.380000		-0.013770
0.194000		-0.380000		-0.013440
0.195000		-0.380000		-0.013120
0.196000		-0.380000		-0.012809
0.197000		-0.380000		-0.012508
0.198000		-0.380000		-0.012215
0.199000		-0.380000		-0.011930
0.200000		-0.380000		-0.011653
0.100000		-0.360000		-0.299474
0.101000		-0.360000		-0.285903
0.102000		-0.360000		-0.273125
0.103000		-0.360000		-0.261080
0.104000		-0.360000		-0.249715
0.105000		-0.360000		-0.238979
0.106000		-0.360000		-0.228829
0.107000		-0.360000		-0.219223
0.108000		-0.360000		-0.210124
0.109000		-0.360000		-0.201499
0.110000		-0.360000		-0.193315
0.111000		-0.360000		-0.185545
0.112000		-0.360000		-0.178161
0.113000		-0.360000		-0.171140
0.114000		-0.360000		-0.164458
0.115000		-0.360000		-0.158097
0.116000		-0.360000		-0.152036
0.117000		-0.360000		-0.146257
0.118000		-0.360000		-0.140746
0.119000		-0.360000		-0.135485
0.120000		-0.360000		-0.130462
0.121000		-0.360000		-0.125662
0.122000		-0.360000		-0.121075
0.123000		-0.360000		-0.116687
0.124000		-0.360000		-0.112490
0.125000		-0.360000		-0.108473
0.126000		-0.360000		-0.104626
0.127000		-0.360000		-0.100941
0.128000		-0.360000		-0.097409
0.129000		-0.360000		-0.094024
0.130000		-0.360000		-0.090778
0.131000		-0.360000		-0.087664
0.132000		-0.360000		-0.084675
0.133000		-0.360000		-0.081807
0.134000		-0.360000		-0.079052
0.135000		-0.360000		-0.076406
0.136000		-0.360000		-0.073864
0.137000		-0.360000		-0.071422
0.138000		-0.360000		-0.069073
0.139000		-0.360000		-0.066815
0.140000		-0.360000		-0.064643
0.141000		-0.360000		-0.062554
0.142000		-0.360000		-0.060544
0.143000		-0.360000		-0.058609
0.144000		-0.360000		-0.056746
0.145000		-0.360000		-0.054952
0.146000		-0.360000		-0.053225
0.147000		-0.360000		-0.051561
0.148000		-0.360000		-0.049957
0.149000		-0.360000		-0.048412
0.150000		-0.360000		-0.046922
0.151000		-0.360000		-0.045487
0.152000		-0.360000		-0.044102
0.153000		-0.360000		-0.042767
0.154000		-0.360000		-0.041478
0.155000		-0.360000		-0.040236
0.156000		-0.360000		-0.039037
0.157000		-0.360000		-0.037879
0.158000		-0.360000		-0.036762
0.159000		-0.360000		-0.035684
0.160000		-0.360000		-0.034642
0.161000		-0.360000		-0.033636
0.162000		-0.360000		-0.032665
0.163000		-0.360000		-0.031726
0.164000		-0.360000		-0.030820
0.165000		-0.360000		-0.029943
0.166000		-0.360000		-0.029096
0.167000		-0.360000		-0.028278
0.168000		-0.360000		-0.027486
0.169000		-0.360000		-0.026721
0.170000		-0.360000		-0.025981
0.171000		-0.360000		-0.025265
0.172000		-0.360000		-0.024572
0.173000		-0.360000		-0.023902
0.174000		-0.360000		-0.023254
0.175000		-0.360000		-0.022626
0.176000		-0.360000		-0.022019
0.177000		-0.360000		-0.021431
0.178000		-0.360000		-0.020862
0.179000		-0.360000		-0.020311
0.180000		-0.360000		-0.019777
0.181000		-0.360000		-0.019260
0.182000		-0.360000		-0.018759
