101
81
T [GeV]		muB [GeV]		c2_T4 [fm^3/GeV^3 * GeV^4]
0.170000		-0.800000		-0.000355
0.171000		-0.800000		-0.000350
0.172000		-0.800000		-0.000344
0.173000		-0.800000		-0.000339
0.174000		-0.800000		-0.000334
0.175000		-0.800000		-0.000329
0.176000		-0.800000		-0.000324
0.177000		-0.800000		-0.000320
0.178000		-0.800000		-0.000315
0.179000		-0.800000		-0.000311
0.180000		-0.800000		-0.000306
0.181000		-0.800000		-0.000302
0.182000		-0.800000		-0.000298
0.183000		-0.800000		-0.000294
0.184000		-0.800000		-0.000290
0.185000		-0.800000		-0.000286
0.186000		-0.800000		-0.000282
0.187000		-0.800000		-0.000279
0.188000		-0.800000		-0.000275
0.189000		-0.800000		-0.000272
0.190000		-0.800000		-0.000268
0.191000		-0.800000		-0.000265
0.192000		-0.800000		-0.000261
0.193000		-0.800000		-0.000258
0.194000		-0.800000		-0.000255
0.195000		-0.800000		-0.000252
0.196000		-0.800000		-0.000249
0.197000		-0.800000		-0.000246
0.198000		-0.800000		-0.000243
0.199000		-0.800000		-0.000240
0.200000		-0.800000		-0.000238
0.100000		-0.780000		-0.002447
0.101000		-0.780000		-0.002355
0.102000		-0.780000		-0.002267
0.103000		-0.780000		-0.002183
0.104000		-0.780000		-0.002104
0.105000		-0.780000		-0.002028
0.106000		-0.780000		-0.001956
0.107000		-0.780000		-0.001887
0.108000		-0.780000		-0.001822
0.109000		-0.780000		-0.001759
0.110000		-0.780000		-0.001700
0.111000		-0.780000		-0.001643
0.112000		-0.780000		-0.001589
0.113000		-0.780000		-0.001537
0.114000		-0.780000		-0.001487
0.115000		-0.780000		-0.001440
0.116000		-0.780000		-0.001395
0.117000		-0.780000		-0.001352
0.118000		-0.780000		-0.001310
0.119000		-0.780000		-0.001271
0.120000		-0.780000		-0.001233
0.121000		-0.780000		-0.001196
0.122000		-0.780000		-0.001161
0.123000		-0.780000		-0.001128
0.124000		-0.780000		-0.001096
0.125000		-0.780000		-0.001065
0.126000		-0.780000		-0.001036
0.127000		-0.780000		-0.001007
0.128000		-0.780000		-0.000980
0.129000		-0.780000		-0.000954
0.130000		-0.780000		-0.000929
0.131000		-0.780000		-0.000905
0.132000		-0.780000		-0.000881
0.133000		-0.780000		-0.000859
0.134000		-0.780000		-0.000837
0.135000		-0.780000		-0.000817
0.136000		-0.780000		-0.000797
0.137000		-0.780000		-0.000777
0.138000		-0.780000		-0.000759
0.139000		-0.780000		-0.000741
0.140000		-0.780000		-0.000724
0.141000		-0.780000		-0.000707
0.142000		-0.780000		-0.000691
0.143000		-0.780000		-0.000675
0.144000		-0.780000		-0.000660
0.145000		-0.780000		-0.000646
0.146000		-0.780000		-0.000632
0.147000		-0.780000		-0.000618
0.148000		-0.780000		-0.000605
0.149000		-0.780000		-0.000593
0.150000		-0.780000		-0.000581
0.151000		-0.780000		-0.000569
0.152000		-0.780000		-0.000557
0.153000		-0.780000		-0.000546
0.154000		-0.780000		-0.000535
0.155000		-0.780000		-0.000525
0.156000		-0.780000		-0.000515
0.157000		-0.780000		-0.000505
0.158000		-0.780000		-0.000496
0.159000		-0.780000		-0.000486
0.160000		-0.780000		-0.000477
0.161000		-0.780000		-0.000469
0.162000		-0.780000		-0.000460
0.163000		-0.780000		-0.000452
0.164000		-0.780000		-0.000444
0.165000		-0.780000		-0.000437
0.166000		-0.780000		-0.000429
0.167000		-0.780000		-0.000422
0.168000		-0.780000		-0.000415
0.169000		-0.780000		-0.000408
0.170000		-0.780000		-0.000401
0.171000		-0.780000		-0.000395
0.172000		-0.780000		-0.000388
0.173000		-0.780000		-0.000382
0.174000		-0.780000		-0.000376
0.175000		-0.780000		-0.000370
0.176000		-0.780000		-0.000365
0.177000		-0.780000		-0.000359
0.178000		-0.780000		-0.000354
0.179000		-0.780000		-0.000348
0.180000		-0.780000		-0.000343
0.181000		-0.780000		-0.000338
0.182000		-0.780000		-0.000333
0.183000		-0.780000		-0.000328
0.184000		-0.780000		-0.000324
0.185000		-0.780000		-0.000319
0.186000		-0.780000		-0.000315
0.187000		-0.780000		-0.000310
0.188000		-0.780000		-0.000306
0.189000		-0.780000		-0.000302
0.190000		-0.780000		-0.000298
0.191000		-0.780000		-0.000294
0.192000		-0.780000		-0.000290
0.193000		-0.780000		-0.000287
0.194000		-0.780000		-0.000283
0.195000		-0.780000		-0.000279
0.196000		-0.780000		-0.000276
0.197000		-0.780000		-0.000272
0.198000		-0.780000		-0.000269
0.199000		-0.780000		-0.000266
0.200000		-0.780000		-0.000262
0.100000		-0.760000		-0.003014
0.101000		-0.760000		-0.002895
0.102000		-0.760000		-0.002781
0.103000		-0.760000		-0.002674
0.104000		-0.760000		-0.002572
0.105000		-0.760000		-0.002475
0.106000		-0.760000		-0.002382
0.107000		-0.760000		-0.002295
0.108000		-0.760000		-0.002211
0.109000		-0.760000		-0.002132
0.110000		-0.760000		-0.002056
0.111000		-0.760000		-0.001984
0.112000		-0.760000		-0.001915
0.113000		-0.760000		-0.001850
0.114000		-0.760000		-0.001788
0.115000		-0.760000		-0.001728
0.116000		-0.760000		-0.001671
0.117000		-0.760000		-0.001617
0.118000		-0.760000		-0.001565
0.119000		-0.760000		-0.001515
0.120000		-0.760000		-0.001468
0.121000		-0.760000		-0.001422
0.122000		-0.760000		-0.001379
0.123000		-0.760000		-0.001337
0.124000		-0.760000		-0.001298
0.125000		-0.760000		-0.001259
0.126000		-0.760000		-0.001223
0.127000		-0.760000		-0.001188
0.128000		-0.760000		-0.001154
0.129000		-0.760000		-0.001122
0.130000		-0.760000		-0.001091
0.131000		-0.760000		-0.001061
0.132000		-0.760000		-0.001032
0.133000		-0.760000		-0.001005
0.134000		-0.760000		-0.000979
0.135000		-0.760000		-0.000953
0.136000		-0.760000		-0.000929
0.137000		-0.760000		-0.000905
0.138000		-0.760000		-0.000883
0.139000		-0.760000		-0.000861
0.140000		-0.760000		-0.000840
0.141000		-0.760000		-0.000819
0.142000		-0.760000		-0.000800
0.143000		-0.760000		-0.000781
0.144000		-0.760000		-0.000763
0.145000		-0.760000		-0.000745
0.146000		-0.760000		-0.000729
0.147000		-0.760000		-0.000712
0.148000		-0.760000		-0.000696
0.149000		-0.760000		-0.000681
0.150000		-0.760000		-0.000666
0.151000		-0.760000		-0.000652
0.152000		-0.760000		-0.000638
0.153000		-0.760000		-0.000625
0.154000		-0.760000		-0.000612
0.155000		-0.760000		-0.000600
0.156000		-0.760000		-0.000588
0.157000		-0.760000		-0.000576
0.158000		-0.760000		-0.000564
0.159000		-0.760000		-0.000553
0.160000		-0.760000		-0.000543
0.161000		-0.760000		-0.000532
0.162000		-0.760000		-0.000522
0.163000		-0.760000		-0.000513
0.164000		-0.760000		-0.000503
0.165000		-0.760000		-0.000494
0.166000		-0.760000		-0.000485
0.167000		-0.760000		-0.000477
0.168000		-0.760000		-0.000468
0.169000		-0.760000		-0.000460
0.170000		-0.760000		-0.000452
0.171000		-0.760000		-0.000444
0.172000		-0.760000		-0.000437
0.173000		-0.760000		-0.000430
0.174000		-0.760000		-0.000423
0.175000		-0.760000		-0.000416
0.176000		-0.760000		-0.000409
0.177000		-0.760000		-0.000402
0.178000		-0.760000		-0.000396
0.179000		-0.760000		-0.000390
0.180000		-0.760000		-0.000384
0.181000		-0.760000		-0.000378
0.182000		-0.760000		-0.000372
0.183000		-0.760000		-0.000367
0.184000		-0.760000		-0.000361
0.185000		-0.760000		-0.000356
0.186000		-0.760000		-0.000351
0.187000		-0.760000		-0.000345
0.188000		-0.760000		-0.000341
0.189000		-0.760000		-0.000336
0.190000		-0.760000		-0.000331
0.191000		-0.760000		-0.000326
0.192000		-0.760000		-0.000322
0.193000		-0.760000		-0.000317
0.194000		-0.760000		-0.000313
0.195000		-0.760000		-0.000309
0.196000		-0.760000		-0.000305
0.197000		-0.760000		-0.000301
0.198000		-0.760000		-0.000297
0.199000		-0.760000		-0.000293
0.200000		-0.760000		-0.000289
0.100000		-0.740000		-0.003700
0.101000		-0.740000		-0.003547
0.102000		-0.740000		-0.003401
0.103000		-0.740000		-0.003264
0.104000		-0.740000		-0.003133
0.105000		-0.740000		-0.003010
0.106000		-0.740000		-0.002892
0.107000		-0.740000		-0.002781
0.108000		-0.740000		-0.002675
0.109000		-0.740000		-0.002575
0.110000		-0.740000		-0.002480
0.111000		-0.740000		-0.002389
0.112000		-0.740000		-0.002302
0.113000		-0.740000		-0.002220
0.114000		-0.740000		-0.002142
0.115000		-0.740000		-0.002067
0.116000		-0.740000		-0.001996
0.117000		-0.740000		-0.001928
0.118000		-0.740000		-0.001864
0.119000		-0.740000		-0.001802
0.120000		-0.740000		-0.001743
0.121000		-0.740000		-0.001687
0.122000		-0.740000		-0.001633
0.123000		-0.740000		-0.001582
0.124000		-0.740000		-0.001532
0.125000		-0.740000		-0.001485
0.126000		-0.740000		-0.001440
0.127000		-0.740000		-0.001397
0.128000		-0.740000		-0.001356
0.129000		-0.740000		-0.001316
0.130000		-0.740000		-0.001278
0.131000		-0.740000		-0.001242
0.132000		-0.740000		-0.001207
0.133000		-0.740000		-0.001173
0.134000		-0.740000		-0.001141
0.135000		-0.740000		-0.001110
0.136000		-0.740000		-0.001080
0.137000		-0.740000		-0.001052
0.138000		-0.740000		-0.001024
0.139000		-0.740000		-0.000998
0.140000		-0.740000		-0.000972
0.141000		-0.740000		-0.000948
0.142000		-0.740000		-0.000924
0.143000		-0.740000		-0.000902
0.144000		-0.740000		-0.000880
0.145000		-0.740000		-0.000859
0.146000		-0.740000		-0.000838
0.147000		-0.740000		-0.000818
0.148000		-0.740000		-0.000800
0.149000		-0.740000		-0.000781
0.150000		-0.740000		-0.000764
0.151000		-0.740000		-0.000747
0.152000		-0.740000		-0.000730
0.153000		-0.740000		-0.000714
0.154000		-0.740000		-0.000699
0.155000		-0.740000		-0.000684
0.156000		-0.740000		-0.000669
0.157000		-0.740000		-0.000655
0.158000		-0.740000		-0.000642
0.159000		-0.740000		-0.000629
0.160000		-0.740000		-0.000616
0.161000		-0.740000		-0.000604
0.162000		-0.740000		-0.000592
0.163000		-0.740000		-0.000580
0.164000		-0.740000		-0.000569
0.165000		-0.740000		-0.000558
0.166000		-0.740000		-0.000548
0.167000		-0.740000		-0.000538
0.168000		-0.740000		-0.000528
0.169000		-0.740000		-0.000518
0.170000		-0.740000		-0.000509
0.171000		-0.740000		-0.000500
0.172000		-0.740000		-0.000491
0.173000		-0.740000		-0.000482
0.174000		-0.740000		-0.000474
0.175000		-0.740000		-0.000466
0.176000		-0.740000		-0.000458
0.177000		-0.740000		-0.000450
0.178000		-0.740000		-0.000443
0.179000		-0.740000		-0.000436
0.180000		-0.740000		-0.000428
0.181000		-0.740000		-0.000422
0.182000		-0.740000		-0.000415
0.183000		-0.740000		-0.000408
0.184000		-0.740000		-0.000402
0.185000		-0.740000		-0.000396
0.186000		-0.740000		-0.000390
0.187000		-0.740000		-0.000384
0.188000		-0.740000		-0.000378
0.189000		-0.740000		-0.000372
0.190000		-0.740000		-0.000367
0.191000		-0.740000		-0.000361
0.192000		-0.740000		-0.000356
0.193000		-0.740000		-0.000351
0.194000		-0.740000		-0.000346
0.195000		-0.740000		-0.000341
0.196000		-0.740000		-0.000337
0.197000		-0.740000		-0.000332
0.198000		-0.740000		-0.000327
0.199000		-0.740000		-0.000323
0.200000		-0.740000		-0.000319
0.100000		-0.720000		-0.004527
0.101000		-0.720000		-0.004331
0.102000		-0.720000		-0.004146
0.103000		-0.720000		-0.003971
0.104000		-0.720000		-0.003806
0.105000		-0.720000		-0.003649
0.106000		-0.720000		-0.003501
0.107000		-0.720000		-0.003360
0.108000		-0.720000		-0.003227
0.109000		-0.720000		-0.003101
0.110000		-0.720000		-0.002981
0.111000		-0.720000		-0.002868
0.112000		-0.720000		-0.002759
0.113000		-0.720000		-0.002657
0.114000		-0.720000		-0.002559
0.115000		-0.720000		-0.002466
0.116000		-0.720000		-0.002378
0.117000		-0.720000		-0.002294
0.118000		-0.720000		-0.002214
0.119000		-0.720000		-0.002137
0.120000		-0.720000		-0.002065
0.121000		-0.720000		-0.001995
0.122000		-0.720000		-0.001929
0.123000		-0.720000		-0.001865
0.124000		-0.720000		-0.001805
0.125000		-0.720000		-0.001747
0.126000		-0.720000		-0.001692
0.127000		-0.720000		-0.001639
0.128000		-0.720000		-0.001589
0.129000		-0.720000		-0.001540
0.130000		-0.720000		-0.001494
0.131000		-0.720000		-0.001450
0.132000		-0.720000		-0.001407
0.133000		-0.720000		-0.001366
0.134000		-0.720000		-0.001327
0.135000		-0.720000		-0.001290
0.136000		-0.720000		-0.001254
0.137000		-0.720000		-0.001219
0.138000		-0.720000		-0.001186
0.139000		-0.720000		-0.001154
0.140000		-0.720000		-0.001124
0.141000		-0.720000		-0.001094
0.142000		-0.720000		-0.001066
0.143000		-0.720000		-0.001038
0.144000		-0.720000		-0.001012
0.145000		-0.720000		-0.000987
0.146000		-0.720000		-0.000962
0.147000		-0.720000		-0.000939
0.148000		-0.720000		-0.000916
0.149000		-0.720000		-0.000894
0.150000		-0.720000		-0.000873
0.151000		-0.720000		-0.000853
0.152000		-0.720000		-0.000833
0.153000		-0.720000		-0.000814
0.154000		-0.720000		-0.000796
0.155000		-0.720000		-0.000778
0.156000		-0.720000		-0.000761
0.157000		-0.720000		-0.000745
0.158000		-0.720000		-0.000729
0.159000		-0.720000		-0.000713
0.160000		-0.720000		-0.000698
0.161000		-0.720000		-0.000684
0.162000		-0.720000		-0.000669
0.163000		-0.720000		-0.000656
0.164000		-0.720000		-0.000643
0.165000		-0.720000		-0.000630
0.166000		-0.720000		-0.000618
0.167000		-0.720000		-0.000605
0.168000		-0.720000		-0.000594
0.169000		-0.720000		-0.000583
0.170000		-0.720000		-0.000572
0.171000		-0.720000		-0.000561
0.172000		-0.720000		-0.000551
0.173000		-0.720000		-0.000540
0.174000		-0.720000		-0.000531
0.175000		-0.720000		-0.000521
0.176000		-0.720000		-0.000512
0.177000		-0.720000		-0.000503
0.178000		-0.720000		-0.000494
0.179000		-0.720000		-0.000486
0.180000		-0.720000		-0.000478
0.181000		-0.720000		-0.000470
0.182000		-0.720000		-0.000462
0.183000		-0.720000		-0.000454
0.184000		-0.720000		-0.000447
0.185000		-0.720000		-0.000439
0.186000		-0.720000		-0.000432
0.187000		-0.720000		-0.000425
0.188000		-0.720000		-0.000419
0.189000		-0.720000		-0.000412
0.190000		-0.720000		-0.000406
0.191000		-0.720000		-0.000400
0.192000		-0.720000		-0.000394
0.193000		-0.720000		-0.000388
0.194000		-0.720000		-0.000382
0.195000		-0.720000		-0.000376
0.196000		-0.720000		-0.000371
0.197000		-0.720000		-0.000365
0.198000		-0.720000		-0.000360
0.199000		-0.720000		-0.000355
0.200000		-0.720000		-0.000350
0.100000		-0.700000		-0.005521
0.101000		-0.700000		-0.005272
0.102000		-0.700000		-0.005038
0.103000		-0.700000		-0.004817
0.104000		-0.700000		-0.004608
0.105000		-0.700000		-0.004411
0.106000		-0.700000		-0.004224
0.107000		-0.700000		-0.004048
0.108000		-0.700000		-0.003881
0.109000		-0.700000		-0.003724
0.110000		-0.700000		-0.003574
0.111000		-0.700000		-0.003432
0.112000		-0.700000		-0.003298
0.113000		-0.700000		-0.003170
0.114000		-0.700000		-0.003049
0.115000		-0.700000		-0.002934
0.116000		-0.700000		-0.002825
0.117000		-0.700000		-0.002721
0.118000		-0.700000		-0.002622
0.119000		-0.700000		-0.002528
0.120000		-0.700000		-0.002439
0.121000		-0.700000		-0.002353
0.122000		-0.700000		-0.002272
0.123000		-0.700000		-0.002195
0.124000		-0.700000		-0.002121
0.125000		-0.700000		-0.002050
0.126000		-0.700000		-0.001983
0.127000		-0.700000		-0.001919
0.128000		-0.700000		-0.001857
0.129000		-0.700000		-0.001798
0.130000		-0.700000		-0.001742
0.131000		-0.700000		-0.001689
0.132000		-0.700000		-0.001637
0.133000		-0.700000		-0.001588
0.134000		-0.700000		-0.001541
0.135000		-0.700000		-0.001495
0.136000		-0.700000		-0.001452
0.137000		-0.700000		-0.001410
0.138000		-0.700000		-0.001370
0.139000		-0.700000		-0.001332
0.140000		-0.700000		-0.001295
0.141000		-0.700000		-0.001260
0.142000		-0.700000		-0.001226
0.143000		-0.700000		-0.001193
0.144000		-0.700000		-0.001162
0.145000		-0.700000		-0.001132
0.146000		-0.700000		-0.001103
0.147000		-0.700000		-0.001075
0.148000		-0.700000		-0.001048
0.149000		-0.700000		-0.001022
0.150000		-0.700000		-0.000997
0.151000		-0.700000		-0.000972
0.152000		-0.700000		-0.000949
0.153000		-0.700000		-0.000927
0.154000		-0.700000		-0.000905
0.155000		-0.700000		-0.000884
0.156000		-0.700000		-0.000864
0.157000		-0.700000		-0.000844
0.158000		-0.700000		-0.000825
0.159000		-0.700000		-0.000807
0.160000		-0.700000		-0.000789
0.161000		-0.700000		-0.000772
0.162000		-0.700000		-0.000756
0.163000		-0.700000		-0.000740
0.164000		-0.700000		-0.000724
0.165000		-0.700000		-0.000709
0.166000		-0.700000		-0.000695
0.167000		-0.700000		-0.000681
0.168000		-0.700000		-0.000667
0.169000		-0.700000		-0.000654
0.170000		-0.700000		-0.000641
0.171000		-0.700000		-0.000628
0.172000		-0.700000		-0.000616
0.173000		-0.700000		-0.000604
0.174000		-0.700000		-0.000593
0.175000		-0.700000		-0.000582
0.176000		-0.700000		-0.000571
0.177000		-0.700000		-0.000561
0.178000		-0.700000		-0.000551
0.179000		-0.700000		-0.000541
0.180000		-0.700000		-0.000531
0.181000		-0.700000		-0.000522
0.182000		-0.700000		-0.000513
0.183000		-0.700000		-0.000504
0.184000		-0.700000		-0.000495
0.185000		-0.700000		-0.000487
0.186000		-0.700000		-0.000479
0.187000		-0.700000		-0.000471
0.188000		-0.700000		-0.000463
0.189000		-0.700000		-0.000456
0.190000		-0.700000		-0.000448
0.191000		-0.700000		-0.000441
0.192000		-0.700000		-0.000434
0.193000		-0.700000		-0.000427
0.194000		-0.700000		-0.000421
0.195000		-0.700000		-0.000414
0.196000		-0.700000		-0.000408
0.197000		-0.700000		-0.000402
0.198000		-0.700000		-0.000396
0.199000		-0.700000		-0.000390
0.200000		-0.700000		-0.000384
0.100000		-0.680000		-0.006712
0.101000		-0.680000		-0.006398
0.102000		-0.680000		-0.006102
0.103000		-0.680000		-0.005824
0.104000		-0.680000		-0.005562
0.105000		-0.680000		-0.005315
0.106000		-0.680000		-0.005082
0.107000		-0.680000		-0.004862
0.108000		-0.680000		-0.004654
0.109000		-0.680000		-0.004458
0.110000		-0.680000		-0.004272
0.111000		-0.680000		-0.004096
0.112000		-0.680000		-0.003930
0.113000		-0.680000		-0.003772
0.114000		-0.680000		-0.003623
0.115000		-0.680000		-0.003481
0.116000		-0.680000		-0.003347
0.117000		-0.680000		-0.003219
0.118000		-0.680000		-0.003098
0.119000		-0.680000		-0.002983
0.120000		-0.680000		-0.002873
0.121000		-0.680000		-0.002769
0.122000		-0.680000		-0.002670
0.123000		-0.680000		-0.002575
0.124000		-0.680000		-0.002485
0.125000		-0.680000		-0.002400
0.126000		-0.680000		-0.002318
0.127000		-0.680000		-0.002240
0.128000		-0.680000		-0.002166
0.129000		-0.680000		-0.002095
0.130000		-0.680000		-0.002027
0.131000		-0.680000		-0.001962
0.132000		-0.680000		-0.001900
0.133000		-0.680000		-0.001841
0.134000		-0.680000		-0.001784
0.135000		-0.680000		-0.001729
0.136000		-0.680000		-0.001677
0.137000		-0.680000		-0.001628
0.138000		-0.680000		-0.001580
0.139000		-0.680000		-0.001534
0.140000		-0.680000		-0.001490
0.141000		-0.680000		-0.001448
0.142000		-0.680000		-0.001407
0.143000		-0.680000		-0.001368
0.144000		-0.680000		-0.001331
0.145000		-0.680000		-0.001295
0.146000		-0.680000		-0.001260
0.147000		-0.680000		-0.001227
0.148000		-0.680000		-0.001195
0.149000		-0.680000		-0.001164
0.150000		-0.680000		-0.001135
0.151000		-0.680000		-0.001106
0.152000		-0.680000		-0.001079
0.153000		-0.680000		-0.001052
0.154000		-0.680000		-0.001026
0.155000		-0.680000		-0.001002
0.156000		-0.680000		-0.000978
0.157000		-0.680000		-0.000955
0.158000		-0.680000		-0.000933
0.159000		-0.680000		-0.000911
0.160000		-0.680000		-0.000891
0.161000		-0.680000		-0.000870
0.162000		-0.680000		-0.000851
0.163000		-0.680000		-0.000832
0.164000		-0.680000		-0.000814
0.165000		-0.680000		-0.000797
0.166000		-0.680000		-0.000780
0.167000		-0.680000		-0.000763
0.168000		-0.680000		-0.000747
0.169000		-0.680000		-0.000732
0.170000		-0.680000		-0.000717
0.171000		-0.680000		-0.000702
0.172000		-0.680000		-0.000688
0.173000		-0.680000		-0.000675
0.174000		-0.680000		-0.000661
0.175000		-0.680000		-0.000649
0.176000		-0.680000		-0.000636
0.177000		-0.680000		-0.000624
0.178000		-0.680000		-0.000612
0.179000		-0.680000		-0.000601
0.180000		-0.680000		-0.000590
0.181000		-0.680000		-0.000579
0.182000		-0.680000		-0.000568
0.183000		-0.680000		-0.000558
0.184000		-0.680000		-0.000548
0.185000		-0.680000		-0.000539
0.186000		-0.680000		-0.000529
0.187000		-0.680000		-0.000520
0.188000		-0.680000		-0.000511
0.189000		-0.680000		-0.000502
0.190000		-0.680000		-0.000494
0.191000		-0.680000		-0.000486
0.192000		-0.680000		-0.000478
0.193000		-0.680000		-0.000470
0.194000		-0.680000		-0.000462
0.195000		-0.680000		-0.000455
0.196000		-0.680000		-0.000448
0.197000		-0.680000		-0.000440
0.198000		-0.680000		-0.000434
0.199000		-0.680000		-0.000427
0.200000		-0.680000		-0.000420
0.100000		-0.660000		-0.008133
0.101000		-0.660000		-0.007739
0.102000		-0.660000		-0.007369
0.103000		-0.660000		-0.007021
0.104000		-0.660000		-0.006693
0.105000		-0.660000		-0.006385
0.106000		-0.660000		-0.006095
0.107000		-0.660000		-0.005822
0.108000		-0.660000		-0.005564
0.109000		-0.660000		-0.005321
0.110000		-0.660000		-0.005091
0.111000		-0.660000		-0.004874
0.112000		-0.660000		-0.004669
0.113000		-0.660000		-0.004475
0.114000		-0.660000		-0.004292
0.115000		-0.660000		-0.004118
0.116000		-0.660000		-0.003953
0.117000		-0.660000		-0.003797
0.118000		-0.660000		-0.003649
0.119000		-0.660000		-0.003509
0.120000		-0.660000		-0.003375
0.121000		-0.660000		-0.003249
0.122000		-0.660000		-0.003128
0.123000		-0.660000		-0.003014
0.124000		-0.660000		-0.002905
0.125000		-0.660000		-0.002801
0.126000		-0.660000		-0.002702
0.127000		-0.660000		-0.002608
0.128000		-0.660000		-0.002519
0.129000		-0.660000		-0.002433
0.130000		-0.660000		-0.002352
0.131000		-0.660000		-0.002274
0.132000		-0.660000		-0.002199
0.133000		-0.660000		-0.002128
0.134000		-0.660000		-0.002060
0.135000		-0.660000		-0.001995
0.136000		-0.660000		-0.001933
0.137000		-0.660000		-0.001873
0.138000		-0.660000		-0.001817
0.139000		-0.660000		-0.001762
0.140000		-0.660000		-0.001710
0.141000		-0.660000		-0.001659
0.142000		-0.660000		-0.001611
0.143000		-0.660000		-0.001565
0.144000		-0.660000		-0.001521
0.145000		-0.660000		-0.001478
0.146000		-0.660000		-0.001437
0.147000		-0.660000		-0.001398
0.148000		-0.660000		-0.001360
0.149000		-0.660000		-0.001324
0.150000		-0.660000		-0.001289
0.151000		-0.660000		-0.001255
0.152000		-0.660000		-0.001223
0.153000		-0.660000		-0.001192
0.154000		-0.660000		-0.001162
0.155000		-0.660000		-0.001133
0.156000		-0.660000		-0.001105
0.157000		-0.660000		-0.001078
0.158000		-0.660000		-0.001052
0.159000		-0.660000		-0.001027
0.160000		-0.660000		-0.001002
0.161000		-0.660000		-0.000979
0.162000		-0.660000		-0.000956
0.163000		-0.660000		-0.000935
0.164000		-0.660000		-0.000913
0.165000		-0.660000		-0.000893
0.166000		-0.660000		-0.000873
0.167000		-0.660000		-0.000854
0.168000		-0.660000		-0.000836
0.169000		-0.660000		-0.000818
0.170000		-0.660000		-0.000800
0.171000		-0.660000		-0.000783
0.172000		-0.660000		-0.000767
0.173000		-0.660000		-0.000751
0.174000		-0.660000		-0.000736
0.175000		-0.660000		-0.000721
0.176000		-0.660000		-0.000707
0.177000		-0.660000		-0.000693
0.178000		-0.660000		-0.000679
0.179000		-0.660000		-0.000666
0.180000		-0.660000		-0.000653
0.181000		-0.660000		-0.000641
0.182000		-0.660000		-0.000629
0.183000		-0.660000		-0.000617
0.184000		-0.660000		-0.000605
0.185000		-0.660000		-0.000594
0.186000		-0.660000		-0.000583
0.187000		-0.660000		-0.000573
0.188000		-0.660000		-0.000563
0.189000		-0.660000		-0.000553
0.190000		-0.660000		-0.000543
0.191000		-0.660000		-0.000534
0.192000		-0.660000		-0.000524
0.193000		-0.660000		-0.000516
0.194000		-0.660000		-0.000507
0.195000		-0.660000		-0.000498
0.196000		-0.660000		-0.000490
0.197000		-0.660000		-0.000482
0.198000		-0.660000		-0.000474
0.199000		-0.660000		-0.000466
0.200000		-0.660000		-0.000459
0.100000		-0.640000		-0.009823
0.101000		-0.640000		-0.009330
0.102000		-0.640000		-0.008868
0.103000		-0.640000		-0.008435
0.104000		-0.640000		-0.008028
0.105000		-0.640000		-0.007646
0.106000		-0.640000		-0.007286
0.107000		-0.640000		-0.006949
0.108000		-0.640000		-0.006630
0.109000		-0.640000		-0.006331
