101
81
T [GeV]		muB [GeV]		betabulk_over_T4 [fm^-4 / GeV^4]
0.185000		-0.440000		115.133803
0.186000		-0.440000		117.122338
0.187000		-0.440000		119.129183
0.188000		-0.440000		121.154244
0.189000		-0.440000		123.197423
0.190000		-0.440000		125.258618
0.191000		-0.440000		127.337725
0.192000		-0.440000		129.434635
0.193000		-0.440000		131.549236
0.194000		-0.440000		133.681412
0.195000		-0.440000		135.831046
0.196000		-0.440000		137.998014
0.197000		-0.440000		140.182193
0.198000		-0.440000		142.383453
0.199000		-0.440000		144.601664
0.200000		-0.440000		146.836690
0.100000		-0.420000		12.630398
0.101000		-0.420000		13.097594
0.102000		-0.420000		13.576582
0.103000		-0.420000		14.067500
0.104000		-0.420000		14.570493
0.105000		-0.420000		15.085705
0.106000		-0.420000		15.613283
0.107000		-0.420000		16.153379
0.108000		-0.420000		16.706143
0.109000		-0.420000		17.271729
0.110000		-0.420000		17.850291
0.111000		-0.420000		18.441985
0.112000		-0.420000		19.046969
0.113000		-0.420000		19.665401
0.114000		-0.420000		20.297438
0.115000		-0.420000		20.943240
0.116000		-0.420000		21.602966
0.117000		-0.420000		22.276774
0.118000		-0.420000		22.964823
0.119000		-0.420000		23.667271
0.120000		-0.420000		24.384277
0.121000		-0.420000		25.115997
0.122000		-0.420000		25.862586
0.123000		-0.420000		26.624200
0.124000		-0.420000		27.400993
0.125000		-0.420000		28.193116
0.126000		-0.420000		29.000720
0.127000		-0.420000		29.823954
0.128000		-0.420000		30.662965
0.129000		-0.420000		31.517897
0.130000		-0.420000		32.388894
0.131000		-0.420000		33.276097
0.132000		-0.420000		34.179643
0.133000		-0.420000		35.099668
0.134000		-0.420000		36.036306
0.135000		-0.420000		36.989687
0.136000		-0.420000		37.959939
0.137000		-0.420000		38.947187
0.138000		-0.420000		39.951552
0.139000		-0.420000		40.973153
0.140000		-0.420000		42.012106
0.141000		-0.420000		43.068523
0.142000		-0.420000		44.142513
0.143000		-0.420000		45.234182
0.144000		-0.420000		46.343630
0.145000		-0.420000		47.470958
0.146000		-0.420000		48.616260
0.147000		-0.420000		49.779626
0.148000		-0.420000		50.961145
0.149000		-0.420000		52.160899
0.150000		-0.420000		53.378969
0.151000		-0.420000		54.615430
0.152000		-0.420000		55.870353
0.153000		-0.420000		57.143806
0.154000		-0.420000		58.435854
0.155000		-0.420000		59.746555
0.156000		-0.420000		61.075964
0.157000		-0.420000		62.424134
0.158000		-0.420000		63.791110
0.159000		-0.420000		65.176935
0.160000		-0.420000		66.581649
0.161000		-0.420000		68.005284
0.162000		-0.420000		69.447872
0.163000		-0.420000		70.909437
0.164000		-0.420000		72.390000
0.165000		-0.420000		73.889579
0.166000		-0.420000		75.408187
0.167000		-0.420000		76.945830
0.168000		-0.420000		78.502514
0.169000		-0.420000		80.078238
0.170000		-0.420000		81.672996
0.171000		-0.420000		83.286781
0.172000		-0.420000		84.919578
0.173000		-0.420000		86.571370
0.174000		-0.420000		88.242134
0.175000		-0.420000		89.931846
0.176000		-0.420000		91.640473
0.177000		-0.420000		93.367982
0.178000		-0.420000		95.114334
0.179000		-0.420000		96.879485
0.180000		-0.420000		98.663388
0.181000		-0.420000		100.465993
0.182000		-0.420000		102.287244
0.183000		-0.420000		104.127082
0.184000		-0.420000		105.985443
0.185000		-0.420000		107.862260
0.186000		-0.420000		109.757462
0.187000		-0.420000		111.670974
0.188000		-0.420000		113.602717
0.189000		-0.420000		115.552609
0.190000		-0.420000		117.520563
0.191000		-0.420000		119.506489
0.192000		-0.420000		121.510294
0.193000		-0.420000		123.531880
0.194000		-0.420000		125.571147
0.195000		-0.420000		127.627991
0.196000		-0.420000		129.702303
0.197000		-0.420000		131.793973
0.198000		-0.420000		133.902887
0.199000		-0.420000		136.028927
0.200000		-0.420000		138.171973
0.100000		-0.400000		11.847623
0.101000		-0.400000		12.279614
0.102000		-0.400000		12.722517
0.103000		-0.400000		13.176469
0.104000		-0.400000		13.641614
0.105000		-0.400000		14.118094
0.106000		-0.400000		14.606058
0.107000		-0.400000		15.105654
0.108000		-0.400000		15.617035
0.109000		-0.400000		16.140354
0.110000		-0.400000		16.675767
0.111000		-0.400000		17.223429
0.112000		-0.400000		17.783501
0.113000		-0.400000		18.356141
0.114000		-0.400000		18.941509
0.115000		-0.400000		19.539766
0.116000		-0.400000		20.151074
0.117000		-0.400000		20.775594
0.118000		-0.400000		21.413488
0.119000		-0.400000		22.064918
0.120000		-0.400000		22.730045
0.121000		-0.400000		23.409030
0.122000		-0.400000		24.102032
0.123000		-0.400000		24.809213
0.124000		-0.400000		25.530729
0.125000		-0.400000		26.266738
0.126000		-0.400000		27.017397
0.127000		-0.400000		27.782859
0.128000		-0.400000		28.563279
0.129000		-0.400000		29.358808
0.130000		-0.400000		30.169595
0.131000		-0.400000		30.995787
0.132000		-0.400000		31.837532
0.133000		-0.400000		32.694971
0.134000		-0.400000		33.568247
0.135000		-0.400000		34.457499
0.136000		-0.400000		35.362862
0.137000		-0.400000		36.284470
0.138000		-0.400000		37.222454
0.139000		-0.400000		38.176944
0.140000		-0.400000		39.148063
0.141000		-0.400000		40.135934
0.142000		-0.400000		41.140677
0.143000		-0.400000		42.162408
0.144000		-0.400000		43.201240
0.145000		-0.400000		44.257282
0.146000		-0.400000		45.330641
0.147000		-0.400000		46.421419
0.148000		-0.400000		47.529715
0.149000		-0.400000		48.655626
0.150000		-0.400000		49.799243
0.151000		-0.400000		50.960655
0.152000		-0.400000		52.139946
0.153000		-0.400000		53.337196
0.154000		-0.400000		54.552483
0.155000		-0.400000		55.785880
0.156000		-0.400000		57.037455
0.157000		-0.400000		58.307273
0.158000		-0.400000		59.595395
0.159000		-0.400000		60.901877
0.160000		-0.400000		62.226774
0.161000		-0.400000		63.570132
0.162000		-0.400000		64.931996
0.163000		-0.400000		66.312407
0.164000		-0.400000		67.711400
0.165000		-0.400000		69.129007
0.166000		-0.400000		70.565255
0.167000		-0.400000		72.020168
0.168000		-0.400000		73.493764
0.169000		-0.400000		74.986058
0.170000		-0.400000		76.497060
0.171000		-0.400000		78.026777
0.172000		-0.400000		79.575210
0.173000		-0.400000		81.142356
0.174000		-0.400000		82.728209
0.175000		-0.400000		84.332758
0.176000		-0.400000		85.955988
0.177000		-0.400000		87.597879
0.178000		-0.400000		89.258408
0.179000		-0.400000		90.937546
0.180000		-0.400000		92.635262
0.181000		-0.400000		94.351520
0.182000		-0.400000		96.086280
0.183000		-0.400000		97.839496
0.184000		-0.400000		99.611121
0.185000		-0.400000		101.401103
0.186000		-0.400000		103.209385
0.187000		-0.400000		105.035907
0.188000		-0.400000		106.880604
0.189000		-0.400000		108.743409
0.190000		-0.400000		110.624250
0.191000		-0.400000		112.523051
0.192000		-0.400000		114.439733
0.193000		-0.400000		116.374213
0.194000		-0.400000		118.326405
0.195000		-0.400000		120.296217
0.196000		-0.400000		122.283556
0.197000		-0.400000		124.288326
0.198000		-0.400000		126.310424
0.199000		-0.400000		128.349748
0.200000		-0.400000		130.406190
0.100000		-0.380000		11.209987
0.101000		-0.380000		11.612104
0.102000		-0.380000		12.024335
0.103000		-0.380000		12.446817
0.104000		-0.380000		12.879688
0.105000		-0.380000		13.323092
0.106000		-0.380000		13.777173
0.107000		-0.380000		14.242080
0.108000		-0.380000		14.717962
0.109000		-0.380000		15.204973
0.110000		-0.380000		15.703268
0.111000		-0.380000		16.213001
0.112000		-0.380000		16.734333
0.113000		-0.380000		17.267421
0.114000		-0.380000		17.812427
0.115000		-0.380000		18.369512
0.116000		-0.380000		18.938838
0.117000		-0.380000		19.520569
0.118000		-0.380000		20.114866
0.119000		-0.380000		20.721894
0.120000		-0.380000		21.341815
0.121000		-0.380000		21.974793
0.122000		-0.380000		22.620991
0.123000		-0.380000		23.280570
0.124000		-0.380000		23.953692
0.125000		-0.380000		24.640518
0.126000		-0.380000		25.341207
0.127000		-0.380000		26.055918
0.128000		-0.380000		26.784809
0.129000		-0.380000		27.528034
0.130000		-0.380000		28.285750
0.131000		-0.380000		29.058108
0.132000		-0.380000		29.845259
0.133000		-0.380000		30.647353
0.134000		-0.380000		31.464537
0.135000		-0.380000		32.296956
0.136000		-0.380000		33.144752
0.137000		-0.380000		34.008067
0.138000		-0.380000		34.887038
0.139000		-0.380000		35.781802
0.140000		-0.380000		36.692490
0.141000		-0.380000		37.619235
0.142000		-0.380000		38.562162
0.143000		-0.380000		39.521397
0.144000		-0.380000		40.497061
0.145000		-0.380000		41.489274
0.146000		-0.380000		42.498151
0.147000		-0.380000		43.523803
0.148000		-0.380000		44.566341
0.149000		-0.380000		45.625870
0.150000		-0.380000		46.702492
0.151000		-0.380000		47.796307
0.152000		-0.380000		48.907408
0.153000		-0.380000		50.035889
0.154000		-0.380000		51.181838
0.155000		-0.380000		52.345338
0.156000		-0.380000		53.526470
0.157000		-0.380000		54.725310
0.158000		-0.380000		55.941933
0.159000		-0.380000		57.176406
0.160000		-0.380000		58.428795
0.161000		-0.380000		59.699161
0.162000		-0.380000		60.987561
0.163000		-0.380000		62.294047
0.164000		-0.380000		63.618669
0.165000		-0.380000		64.961471
0.166000		-0.380000		66.322494
0.167000		-0.380000		67.701775
0.168000		-0.380000		69.099345
0.169000		-0.380000		70.515234
0.170000		-0.380000		71.949464
0.171000		-0.380000		73.402056
0.172000		-0.380000		74.873025
0.173000		-0.380000		76.362383
0.174000		-0.380000		77.870136
0.175000		-0.380000		79.396288
0.176000		-0.380000		80.940837
0.177000		-0.380000		82.503778
0.178000		-0.380000		84.085102
0.179000		-0.380000		85.684794
0.180000		-0.380000		87.302837
0.181000		-0.380000		88.939208
0.182000		-0.380000		90.593881
0.183000		-0.380000		92.266826
0.184000		-0.380000		93.958009
0.185000		-0.380000		95.667392
0.186000		-0.380000		97.394931
0.187000		-0.380000		99.140581
0.188000		-0.380000		100.904291
0.189000		-0.380000		102.686007
0.190000		-0.380000		104.485671
0.191000		-0.380000		106.303222
0.192000		-0.380000		108.138592
0.193000		-0.380000		109.991714
0.194000		-0.380000		111.862513
0.195000		-0.380000		113.750913
0.196000		-0.380000		115.656834
0.197000		-0.380000		117.580191
0.198000		-0.380000		119.520897
0.199000		-0.380000		121.478861
0.200000		-0.380000		123.453987
0.100000		-0.360000		10.691573
0.101000		-0.360000		11.068451
0.102000		-0.360000		11.454727
0.103000		-0.360000		11.850535
0.104000		-0.360000		12.256010
0.105000		-0.360000		12.671292
0.106000		-0.360000		13.096524
0.107000		-0.360000		13.531850
0.108000		-0.360000		13.977419
0.109000		-0.360000		14.433380
0.110000		-0.360000		14.899887
0.111000		-0.360000		15.377094
0.112000		-0.360000		15.865159
0.113000		-0.360000		16.364238
0.114000		-0.360000		16.874491
0.115000		-0.360000		17.396079
0.116000		-0.360000		17.929164
0.117000		-0.360000		18.473907
0.118000		-0.360000		19.030473
0.119000		-0.360000		19.599023
0.120000		-0.360000		20.179723
0.121000		-0.360000		20.772734
0.122000		-0.360000		21.378222
0.123000		-0.360000		21.996349
0.124000		-0.360000		22.627278
0.125000		-0.360000		23.271171
0.126000		-0.360000		23.928190
0.127000		-0.360000		24.598496
0.128000		-0.360000		25.282248
0.129000		-0.360000		25.979604
0.130000		-0.360000		26.690723
0.131000		-0.360000		27.415760
0.132000		-0.360000		28.154869
0.133000		-0.360000		28.908204
0.134000		-0.360000		29.675916
0.135000		-0.360000		30.458154
0.136000		-0.360000		31.255066
0.137000		-0.360000		32.066797
0.138000		-0.360000		32.893490
0.139000		-0.360000		33.735286
0.140000		-0.360000		34.592325
0.141000		-0.360000		35.464743
0.142000		-0.360000		36.352673
0.143000		-0.360000		37.256246
0.144000		-0.360000		38.175592
0.145000		-0.360000		39.110837
0.146000		-0.360000		40.062102
0.147000		-0.360000		41.029508
0.148000		-0.360000		42.013172
0.149000		-0.360000		43.013209
0.150000		-0.360000		44.029728
0.151000		-0.360000		45.062838
0.152000		-0.360000		46.112643
0.153000		-0.360000		47.179243
0.154000		-0.360000		48.262736
0.155000		-0.360000		49.363215
0.156000		-0.360000		50.480773
0.157000		-0.360000		51.615495
0.158000		-0.360000		52.767464
0.159000		-0.360000		53.936759
0.160000		-0.360000		55.123458
0.161000		-0.360000		56.327631
0.162000		-0.360000		57.549346
0.163000		-0.360000		58.788668
0.164000		-0.360000		60.045657
0.165000		-0.360000		61.320370
0.166000		-0.360000		62.612858
0.167000		-0.360000		63.923170
0.168000		-0.360000		65.251350
0.169000		-0.360000		66.597439
0.170000		-0.360000		67.961473
0.171000		-0.360000		69.343483
0.172000		-0.360000		70.743498
0.173000		-0.360000		72.161542
0.174000		-0.360000		73.597634
0.175000		-0.360000		75.051790
0.176000		-0.360000		76.524022
0.177000		-0.360000		78.014337
0.178000		-0.360000		79.522738
0.179000		-0.360000		81.049225
0.180000		-0.360000		82.593792
0.181000		-0.360000		84.156430
0.182000		-0.360000		85.737126
0.183000		-0.360000		87.335864
0.184000		-0.360000		88.952622
0.185000		-0.360000		90.587373
0.186000		-0.360000		92.240091
0.187000		-0.360000		93.910740
0.188000		-0.360000		95.599284
0.189000		-0.360000		97.305681
0.190000		-0.360000		99.029887
0.191000		-0.360000		100.771853
0.192000		-0.360000		102.531526
0.193000		-0.360000		104.308849
0.194000		-0.360000		106.103762
0.195000		-0.360000		107.916202
0.196000		-0.360000		109.746100
0.197000		-0.360000		111.593385
0.198000		-0.360000		113.457982
0.199000		-0.360000		115.339813
0.200000		-0.360000		117.238795
0.100000		-0.340000		10.271351
0.101000		-0.340000		10.627023
0.102000		-0.340000		10.991458
0.103000		-0.340000		11.364785
0.104000		-0.340000		11.747134
0.105000		-0.340000		12.138642
0.106000		-0.340000		12.539447
0.107000		-0.340000		12.949690
0.108000		-0.340000		13.369516
0.109000		-0.340000		13.799073
0.110000		-0.340000		14.238509
0.111000		-0.340000		14.687977
0.112000		-0.340000		15.147630
0.113000		-0.340000		15.617624
0.114000		-0.340000		16.098116
0.115000		-0.340000		16.589265
0.116000		-0.340000		17.091230
0.117000		-0.340000		17.604172
0.118000		-0.340000		18.128252
0.119000		-0.340000		18.663632
0.120000		-0.340000		19.210475
0.121000		-0.340000		19.768943
0.122000		-0.340000		20.339200
0.123000		-0.340000		20.921408
0.124000		-0.340000		21.515729
0.125000		-0.340000		22.122326
0.126000		-0.340000		22.741361
0.127000		-0.340000		23.372995
0.128000		-0.340000		24.017388
0.129000		-0.340000		24.674700
0.130000		-0.340000		25.345089
0.131000		-0.340000		26.028713
0.132000		-0.340000		26.725728
0.133000		-0.340000		27.436289
0.134000		-0.340000		28.160549
0.135000		-0.340000		28.898661
0.136000		-0.340000		29.650775
0.137000		-0.340000		30.417039
0.138000		-0.340000		31.197600
0.139000		-0.340000		31.992602
0.140000		-0.340000		32.802189
0.141000		-0.340000		33.626501
0.142000		-0.340000		34.465676
0.143000		-0.340000		35.319850
0.144000		-0.340000		36.189158
0.145000		-0.340000		37.073729
0.146000		-0.340000		37.973694
0.147000		-0.340000		38.889177
0.148000		-0.340000		39.820302
0.149000		-0.340000		40.767189
0.150000		-0.340000		41.729956
0.151000		-0.340000		42.708717
0.152000		-0.340000		43.703584
0.153000		-0.340000		44.714665
0.154000		-0.340000		45.742065
0.155000		-0.340000		46.785887
0.156000		-0.340000		47.846229
0.157000		-0.340000		48.923186
0.158000		-0.340000		50.016851
0.159000		-0.340000		51.127311
0.160000		-0.340000		52.254651
0.161000		-0.340000		53.398953
0.162000		-0.340000		54.560295
0.163000		-0.340000		55.738750
0.164000		-0.340000		56.934388
0.165000		-0.340000		58.147276
0.166000		-0.340000		59.377477
0.167000		-0.340000		60.625050
0.168000		-0.340000		61.890049
0.169000		-0.340000		63.172525
0.170000		-0.340000		64.472526
0.171000		-0.340000		65.790095
0.172000		-0.340000		67.125271
0.173000		-0.340000		68.478089
0.174000		-0.340000		69.848580
0.175000		-0.340000		71.236773
0.176000		-0.340000		72.642689
0.177000		-0.340000		74.066348
0.178000		-0.340000		75.507765
0.179000		-0.340000		76.966952
0.180000		-0.340000		78.443915
0.181000		-0.340000		79.938657
0.182000		-0.340000		81.451177
0.183000		-0.340000		82.981471
0.184000		-0.340000		84.529530
0.185000		-0.340000		86.095339
0.186000		-0.340000		87.678883
0.187000		-0.340000		89.280140
0.188000		-0.340000		90.899085
0.189000		-0.340000		92.535691
0.190000		-0.340000		94.189923
0.191000		-0.340000		95.861745
0.192000		-0.340000		97.551118
0.193000		-0.340000		99.257996
0.194000		-0.340000		100.982332
0.195000		-0.340000		102.724074
0.196000		-0.340000		104.483167
0.197000		-0.340000		106.259551
0.198000		-0.340000		108.053165
0.199000		-0.340000		109.863940
0.200000		-0.340000		111.691809
0.100000		-0.320000		9.932295
0.101000		-0.320000		10.270281
0.102000		-0.320000		10.616470
0.103000		-0.320000		10.970986
0.104000		-0.320000		11.333955
0.105000		-0.320000		11.705508
0.106000		-0.320000		12.085780
0.107000		-0.320000		12.474907
0.108000		-0.320000		12.873029
0.109000		-0.320000		13.280289
0.110000		-0.320000		13.696833
0.111000		-0.320000		14.122809
0.112000		-0.320000		14.558367
0.113000		-0.320000		15.003658
0.114000		-0.320000		15.458836
0.115000		-0.320000		15.924057
0.116000		-0.320000		16.399477
0.117000		-0.320000		16.885253
0.118000		-0.320000		17.381544
0.119000		-0.320000		17.888510
0.120000		-0.320000		18.406310
0.121000		-0.320000		18.935105
0.122000		-0.320000		19.475056
0.123000		-0.320000		20.026323
0.124000		-0.320000		20.589067
0.125000		-0.320000		21.163450
0.126000		-0.320000		21.749631
0.127000		-0.320000		22.347771
0.128000		-0.320000		22.958029
0.129000		-0.320000		23.580565
0.130000		-0.320000		24.215536
0.131000		-0.320000		24.863099
0.132000		-0.320000		25.523412
0.133000		-0.320000		26.196630
0.134000		-0.320000		26.882906
0.135000		-0.320000		27.582394
0.136000		-0.320000		28.295245
0.137000		-0.320000		29.021608
0.138000		-0.320000		29.761633
0.139000		-0.320000		30.515467
0.140000		-0.320000		31.283254
0.141000		-0.320000		32.065137
0.142000		-0.320000		32.861258
0.143000		-0.320000		33.671756
0.144000		-0.320000		34.496767
0.145000		-0.320000		35.336428
0.146000		-0.320000		36.190870
0.147000		-0.320000		37.060224
0.148000		-0.320000		37.944618
0.149000		-0.320000		38.844177
0.150000		-0.320000		39.759023
0.151000		-0.320000		40.689277
0.152000		-0.320000		41.635055
0.153000		-0.320000		42.596473
0.154000		-0.320000		43.573642
0.155000		-0.320000		44.566669
0.156000		-0.320000		45.575662
0.157000		-0.320000		46.600721
0.158000		-0.320000		47.641947
0.159000		-0.320000		48.699435
0.160000		-0.320000		49.773278
0.161000		-0.320000		50.863565
0.162000		-0.320000		51.970382
0.163000		-0.320000		53.093811
0.164000		-0.320000		54.233932
0.165000		-0.320000		55.390820
0.166000		-0.320000		56.564546
0.167000		-0.320000		57.755178
0.168000		-0.320000		58.962782
0.169000		-0.320000		60.187418
0.170000		-0.320000		61.429142
0.171000		-0.320000		62.688008
0.172000		-0.320000		63.964066
0.173000		-0.320000		65.257360
0.174000		-0.320000		66.567933
0.175000		-0.320000		67.895822
0.176000		-0.320000		69.241061
0.177000		-0.320000		70.603680
0.178000		-0.320000		71.983706
0.179000		-0.320000		73.381159
0.180000		-0.320000		74.796059
0.181000		-0.320000		76.228420
0.182000		-0.320000		77.678252
0.183000		-0.320000		79.145561
0.184000		-0.320000		80.630349
0.185000		-0.320000		82.132616
0.186000		-0.320000		83.652356
0.187000		-0.320000		85.189559
0.188000		-0.320000		86.744212
0.189000		-0.320000		88.316298
0.190000		-0.320000		89.905796
0.191000		-0.320000		91.512681
0.192000		-0.320000		93.136925
0.193000		-0.320000		94.778495
0.194000		-0.320000		96.437354
0.195000		-0.320000		98.113463
0.196000		-0.320000		99.806778
0.197000		-0.320000		101.517252
0.198000		-0.320000		103.244833
0.199000		-0.320000		104.989467
0.200000		-0.320000		106.751096
0.100000		-0.300000		9.660673
0.101000		-0.300000		9.984050
0.102000		-0.300000		10.315144
0.103000		-0.300000		10.654073
0.104000		-0.300000		11.000958
0.105000		-0.300000		11.355924
0.106000		-0.300000		11.719099
0.107000		-0.300000		12.090616
0.108000		-0.300000		12.470609
0.109000		-0.300000		12.859217
0.110000		-0.300000		13.256579
0.111000		-0.300000		13.662839
0.112000		-0.300000		14.078142
0.113000		-0.300000		14.502636
0.114000		-0.300000		14.936469
0.115000		-0.300000		15.379792
0.116000		-0.300000		15.832757
0.117000		-0.300000		16.295517
0.118000		-0.300000		16.768228
0.119000		-0.300000		17.251044
0.120000		-0.300000		17.744122
0.121000		-0.300000		18.247619
0.122000		-0.300000		18.761692
0.123000		-0.300000		19.286498
0.124000		-0.300000		19.822195
0.125000		-0.300000		20.368942
0.126000		-0.300000		20.926896
0.127000		-0.300000		21.496214
0.128000		-0.300000		22.077054
0.129000		-0.300000		22.669573
0.130000		-0.300000		23.273928
0.131000		-0.300000		23.890274
0.132000		-0.300000		24.518766
0.133000		-0.300000		25.159558
0.134000		-0.300000		25.812804
0.135000		-0.300000		26.478656
0.136000		-0.300000		27.157266
0.137000		-0.300000		27.848783
0.138000		-0.300000		28.553357
0.139000		-0.300000		29.271133
0.140000		-0.300000		30.002260
0.141000		-0.300000		30.746880
0.142000		-0.300000		31.505136
0.143000		-0.300000		32.277170
0.144000		-0.300000		33.063121
0.145000		-0.300000		33.863125
0.146000		-0.300000		34.677319
0.147000		-0.300000		35.505835
0.148000		-0.300000		36.348805
0.149000		-0.300000		37.206357
0.150000		-0.300000		38.078618
0.151000		-0.300000		38.965712
0.152000		-0.300000		39.867761
0.153000		-0.300000		40.784884
0.154000		-0.300000		41.717197
0.155000		-0.300000		42.664814
0.156000		-0.300000		43.627847
0.157000		-0.300000		44.606403
0.158000		-0.300000		45.600588
0.159000		-0.300000		46.610504
0.160000		-0.300000		47.636251
0.161000		-0.300000		48.677925
0.162000		-0.300000		49.735618
0.163000		-0.300000		50.809421
0.164000		-0.300000		51.899419
0.165000		-0.300000		53.005697
0.166000		-0.300000		54.128334
0.167000		-0.300000		55.267407
0.168000		-0.300000		56.422988
0.169000		-0.300000		57.595147
0.170000		-0.300000		58.783949
0.171000		-0.300000		59.989457
0.172000		-0.300000		61.211729
0.173000		-0.300000		62.450821
0.174000		-0.300000		63.706783
0.175000		-0.300000		64.979663
0.176000		-0.300000		66.269505
0.177000		-0.300000		67.576348
0.178000		-0.300000		68.900229
0.179000		-0.300000		70.241180
0.180000		-0.300000		71.599230
0.181000		-0.300000		72.974403
0.182000		-0.300000		74.366720
0.183000		-0.300000		75.776198
0.184000		-0.300000		77.202850
0.185000		-0.300000		78.646686
0.186000		-0.300000		80.107711
0.187000		-0.300000		81.585926
0.188000		-0.300000		83.081329
0.189000		-0.300000		84.593914
0.190000		-0.300000		86.123672
0.191000		-0.300000		87.670587
0.192000		-0.300000		89.234644
0.193000		-0.300000		90.815820
0.194000		-0.300000		92.414090
0.195000		-0.300000		94.029426
0.196000		-0.300000		95.661795
0.197000		-0.300000		97.311161
0.198000		-0.300000		98.977483
0.199000		-0.300000		100.660719
0.200000		-0.300000		102.360821
0.100000		-0.280000		9.445463
0.101000		-0.280000		9.756938
0.102000		-0.280000		10.075712
0.103000		-0.280000		10.401897
0.104000		-0.280000		10.735608
0.105000		-0.280000		11.076964
0.106000		-0.280000		11.426088
0.107000		-0.280000		11.783105
0.108000		-0.280000		12.148145
0.109000		-0.280000		12.521340
0.110000		-0.280000		12.902824
0.111000		-0.280000		13.292734
0.112000		-0.280000		13.691210
0.113000		-0.280000		14.098393
0.114000		-0.280000		14.514427
0.115000		-0.280000		14.939457
0.116000		-0.280000		15.373629
0.117000		-0.280000		15.817092
0.118000		-0.280000		16.269995
0.119000		-0.280000		16.732489
0.120000		-0.280000		17.204723
0.121000		-0.280000		17.686852
0.122000		-0.280000		18.179026
0.123000		-0.280000		18.681399
0.124000		-0.280000		19.194125
0.125000		-0.280000		19.717357
0.126000		-0.280000		20.251250
0.127000		-0.280000		20.795956
0.128000		-0.280000		21.351630
0.129000		-0.280000		21.918426
0.130000		-0.280000		22.496496
0.131000		-0.280000		23.085994
0.132000		-0.280000		23.687072
0.133000		-0.280000		24.299882
0.134000		-0.280000		24.924575
0.135000		-0.280000		25.561302
0.136000		-0.280000		26.210212
0.137000		-0.280000		26.871455
0.138000		-0.280000		27.545178
0.139000		-0.280000		28.231527
0.140000		-0.280000		28.930649
0.141000		-0.280000		29.642688
0.142000		-0.280000		30.367786
0.143000		-0.280000		31.106086
0.144000		-0.280000		31.857727
0.145000		-0.280000		32.622847
0.146000		-0.280000		33.401585
0.147000		-0.280000		34.194074
0.148000		-0.280000		35.000448
0.149000		-0.280000		35.820838
0.150000		-0.280000		36.655374
0.151000		-0.280000		37.504183
0.152000		-0.280000		38.367390
0.153000		-0.280000		39.245118
0.154000		-0.280000		40.137487
0.155000		-0.280000		41.044615
0.156000		-0.280000		41.966619
0.157000		-0.280000		42.903611
0.158000		-0.280000		43.855702
0.159000		-0.280000		44.822999
0.160000		-0.280000		45.805608
0.161000		-0.280000		46.803631
0.162000		-0.280000		47.817166
0.163000		-0.280000		48.846311
0.164000		-0.280000		49.891159
0.165000		-0.280000		50.951799
0.166000		-0.280000		52.028320
0.167000		-0.280000		53.120803
0.168000		-0.280000		54.229331
0.169000		-0.280000		55.353981
0.170000		-0.280000		56.494825
0.171000		-0.280000		57.651936
0.172000		-0.280000		58.825379
0.173000		-0.280000		60.015219
0.174000		-0.280000		61.221514
0.175000		-0.280000		62.444323
0.176000		-0.280000		63.683697
0.177000		-0.280000		64.939685
0.178000		-0.280000		66.212334
0.179000		-0.280000		67.501685
0.180000		-0.280000		68.807776
0.181000		-0.280000		70.130642
0.182000		-0.280000		71.470313
0.183000		-0.280000		72.826816
0.184000		-0.280000		74.200175
0.185000		-0.280000		75.590409
0.186000		-0.280000		76.997533
0.187000		-0.280000		78.421559
0.188000		-0.280000		79.862496
0.189000		-0.280000		81.320348
0.190000		-0.280000		82.795115
0.191000		-0.280000		84.286794
0.192000		-0.280000		85.795378
0.193000		-0.280000		87.320857
0.194000		-0.280000		88.863215
0.195000		-0.280000		90.422435
0.196000		-0.280000		91.998495
0.197000		-0.280000		93.591369
0.198000		-0.280000		95.201027
0.199000		-0.280000		96.827438
0.200000		-0.280000		98.470565
0.100000		-0.260000		9.277893
0.101000		-0.260000		9.579856
0.102000		-0.260000		9.888765
0.103000		-0.260000		10.204726
0.104000		-0.260000		10.527846
0.105000		-0.260000		10.858239
0.106000		-0.260000		11.196020
0.107000		-0.260000		11.541307
0.108000		-0.260000		11.894224
0.109000		-0.260000		12.254896
0.110000		-0.260000		12.623450
0.111000		-0.260000		13.000016
0.112000		-0.260000		13.384728
0.113000		-0.260000		13.777721
0.114000		-0.260000		14.179130
0.115000		-0.260000		14.589095
0.116000		-0.260000		15.007755
0.117000		-0.260000		15.435252
0.118000		-0.260000		15.871730
0.119000		-0.260000		16.317332
0.120000		-0.260000		16.772202
0.121000		-0.260000		17.236488
0.122000		-0.260000		17.710336
0.123000		-0.260000		18.193893
0.124000		-0.260000		18.687307
0.125000		-0.260000		19.190727
0.126000		-0.260000		19.704301
0.127000		-0.260000		20.228178
0.128000		-0.260000		20.762506
0.129000		-0.260000		21.307436
0.130000		-0.260000		21.863117
0.131000		-0.260000		22.429696
0.132000		-0.260000		23.007324
0.133000		-0.260000		23.596147
0.134000		-0.260000		24.196316
0.135000		-0.260000		24.807976
0.136000		-0.260000		25.431276
0.137000		-0.260000		26.066362
0.138000		-0.260000		26.713379
0.139000		-0.260000		27.372473
0.140000		-0.260000		28.043788
0.141000		-0.260000		28.727468
0.142000		-0.260000		29.423654
0.143000		-0.260000		30.132488
0.144000		-0.260000		30.854110
0.145000		-0.260000		31.588659
0.146000		-0.260000		32.336272
0.147000		-0.260000		33.097086
