101
81
T [GeV]		muB [GeV]		betapi_over_T4 [fm^-4 / GeV^4]
0.108000		-0.400000		45.846609
0.109000		-0.400000		46.976984
0.110000		-0.400000		48.138260
0.111000		-0.400000		49.331119
0.112000		-0.400000		50.556249
0.113000		-0.400000		51.814338
0.114000		-0.400000		53.106076
0.115000		-0.400000		54.432154
0.116000		-0.400000		55.793268
0.117000		-0.400000		57.190112
0.118000		-0.400000		58.623382
0.119000		-0.400000		60.093777
0.120000		-0.400000		61.601996
0.121000		-0.400000		63.148738
0.122000		-0.400000		64.734704
0.123000		-0.400000		66.360595
0.124000		-0.400000		68.027112
0.125000		-0.400000		69.734955
0.126000		-0.400000		71.484826
0.127000		-0.400000		73.277426
0.128000		-0.400000		75.113454
0.129000		-0.400000		76.993610
0.130000		-0.400000		78.918590
0.131000		-0.400000		80.889093
0.132000		-0.400000		82.905811
0.133000		-0.400000		84.969439
0.134000		-0.400000		87.080667
0.135000		-0.400000		89.240184
0.136000		-0.400000		91.448674
0.137000		-0.400000		93.706822
0.138000		-0.400000		96.015307
0.139000		-0.400000		98.374804
0.140000		-0.400000		100.785986
0.141000		-0.400000		103.249523
0.142000		-0.400000		105.766077
0.143000		-0.400000		108.336309
0.144000		-0.400000		110.960875
0.145000		-0.400000		113.640423
0.146000		-0.400000		116.375599
0.147000		-0.400000		119.167043
0.148000		-0.400000		122.015388
0.149000		-0.400000		124.921261
0.150000		-0.400000		127.885285
0.151000		-0.400000		130.908074
0.152000		-0.400000		133.990236
0.153000		-0.400000		137.132375
0.154000		-0.400000		140.335083
0.155000		-0.400000		143.598949
0.156000		-0.400000		146.924551
0.157000		-0.400000		150.312462
0.158000		-0.400000		153.763247
0.159000		-0.400000		157.277461
0.160000		-0.400000		160.855652
0.161000		-0.400000		164.498359
0.162000		-0.400000		168.206114
0.163000		-0.400000		171.979438
0.164000		-0.400000		175.818844
0.165000		-0.400000		179.724837
0.166000		-0.400000		183.697912
0.167000		-0.400000		187.738553
0.168000		-0.400000		191.847238
0.169000		-0.400000		196.024432
0.170000		-0.400000		200.270592
0.171000		-0.400000		204.586166
0.172000		-0.400000		208.971590
0.173000		-0.400000		213.427291
0.174000		-0.400000		217.953686
0.175000		-0.400000		222.551183
0.176000		-0.400000		227.220177
0.177000		-0.400000		231.961054
0.178000		-0.400000		236.774191
0.179000		-0.400000		241.659953
0.180000		-0.400000		246.618693
0.181000		-0.400000		251.650758
0.182000		-0.400000		256.756479
0.183000		-0.400000		261.936181
0.184000		-0.400000		267.190175
0.185000		-0.400000		272.518764
0.186000		-0.400000		277.922238
0.187000		-0.400000		283.400877
0.188000		-0.400000		288.954951
0.189000		-0.400000		294.584719
0.190000		-0.400000		300.290429
0.191000		-0.400000		306.072318
0.192000		-0.400000		311.930613
0.193000		-0.400000		317.865531
0.194000		-0.400000		323.877276
0.195000		-0.400000		329.966044
0.196000		-0.400000		336.132018
0.197000		-0.400000		342.375372
0.198000		-0.400000		348.696270
0.199000		-0.400000		355.094864
0.200000		-0.400000		361.571296
0.100000		-0.380000		36.237220
0.101000		-0.380000		37.070453
0.102000		-0.380000		37.927045
0.103000		-0.380000		38.807634
0.104000		-0.380000		39.712865
0.105000		-0.380000		40.643383
0.106000		-0.380000		41.599839
0.107000		-0.380000		42.582884
0.108000		-0.380000		43.593174
0.109000		-0.380000		44.631367
0.110000		-0.380000		45.698124
0.111000		-0.380000		46.794108
0.112000		-0.380000		47.919985
0.113000		-0.380000		49.076425
0.114000		-0.380000		50.264097
0.115000		-0.380000		51.483677
0.116000		-0.380000		52.735839
0.117000		-0.380000		54.021262
0.118000		-0.380000		55.340624
0.119000		-0.380000		56.694608
0.120000		-0.380000		58.083896
0.121000		-0.380000		59.509172
0.122000		-0.380000		60.971123
0.123000		-0.380000		62.470435
0.124000		-0.380000		64.007797
0.125000		-0.380000		65.583895
0.126000		-0.380000		67.199419
0.127000		-0.380000		68.855058
0.128000		-0.380000		70.551502
0.129000		-0.380000		72.289438
0.130000		-0.380000		74.069557
0.131000		-0.380000		75.892544
0.132000		-0.380000		77.759088
0.133000		-0.380000		79.669874
0.134000		-0.380000		81.625587
0.135000		-0.380000		83.626909
0.136000		-0.380000		85.674522
0.137000		-0.380000		87.769104
0.138000		-0.380000		89.911332
0.139000		-0.380000		92.101880
0.140000		-0.380000		94.341418
0.141000		-0.380000		96.630614
0.142000		-0.380000		98.970133
0.143000		-0.380000		101.360636
0.144000		-0.380000		103.802779
0.145000		-0.380000		106.297216
0.146000		-0.380000		108.844594
0.147000		-0.380000		111.445557
0.148000		-0.380000		114.100745
0.149000		-0.380000		116.810790
0.150000		-0.380000		119.576321
0.151000		-0.380000		122.397962
0.152000		-0.380000		125.276328
0.153000		-0.380000		128.212031
0.154000		-0.380000		131.205676
0.155000		-0.380000		134.257860
0.156000		-0.380000		137.369176
0.157000		-0.380000		140.540207
0.158000		-0.380000		143.771532
0.159000		-0.380000		147.063720
0.160000		-0.380000		150.417334
0.161000		-0.380000		153.832930
0.162000		-0.380000		157.311054
0.163000		-0.380000		160.852247
0.164000		-0.380000		164.457038
0.165000		-0.380000		168.125951
0.166000		-0.380000		171.859500
0.167000		-0.380000		175.658191
0.168000		-0.380000		179.522520
0.169000		-0.380000		183.452975
0.170000		-0.380000		187.450035
0.171000		-0.380000		191.514170
0.172000		-0.380000		195.645840
0.173000		-0.380000		199.845497
0.174000		-0.380000		204.113581
0.175000		-0.380000		208.450525
0.176000		-0.380000		212.856750
0.177000		-0.380000		217.332670
0.178000		-0.380000		221.878686
0.179000		-0.380000		226.495192
0.180000		-0.380000		231.182569
0.181000		-0.380000		235.941192
0.182000		-0.380000		240.771421
0.183000		-0.380000		245.673610
0.184000		-0.380000		250.648100
0.185000		-0.380000		255.695223
0.186000		-0.380000		260.815301
0.187000		-0.380000		266.008645
0.188000		-0.380000		271.275556
0.189000		-0.380000		276.616324
0.190000		-0.380000		282.031229
0.191000		-0.380000		287.520542
0.192000		-0.380000		293.084521
0.193000		-0.380000		298.723416
0.194000		-0.380000		304.437465
0.195000		-0.380000		310.226897
0.196000		-0.380000		316.091930
0.197000		-0.380000		322.032770
0.198000		-0.380000		328.049616
0.199000		-0.380000		334.142655
0.200000		-0.380000		340.312063
0.100000		-0.360000		34.931575
0.101000		-0.360000		35.701478
0.102000		-0.360000		36.492785
0.103000		-0.360000		37.306112
0.104000		-0.360000		38.142078
0.105000		-0.360000		39.001308
0.106000		-0.360000		39.884426
0.107000		-0.360000		40.792063
0.108000		-0.360000		41.724851
0.109000		-0.360000		42.683426
0.110000		-0.360000		43.668428
0.111000		-0.360000		44.680498
0.112000		-0.360000		45.720283
0.113000		-0.360000		46.788430
0.114000		-0.360000		47.885591
0.115000		-0.360000		49.012419
0.116000		-0.360000		50.169571
0.117000		-0.360000		51.357706
0.118000		-0.360000		52.577486
0.119000		-0.360000		53.829574
0.120000		-0.360000		55.114636
0.121000		-0.360000		56.433340
0.122000		-0.360000		57.786356
0.123000		-0.360000		59.174355
0.124000		-0.360000		60.598011
0.125000		-0.360000		62.057996
0.126000		-0.360000		63.554986
0.127000		-0.360000		65.089658
0.128000		-0.360000		66.662688
0.129000		-0.360000		68.274753
0.130000		-0.360000		69.926531
0.131000		-0.360000		71.618699
0.132000		-0.360000		73.351935
0.133000		-0.360000		75.126916
0.134000		-0.360000		76.944317
0.135000		-0.360000		78.804815
0.136000		-0.360000		80.709084
0.137000		-0.360000		82.657796
0.138000		-0.360000		84.651623
0.139000		-0.360000		86.691234
0.140000		-0.360000		88.777296
0.141000		-0.360000		90.910475
0.142000		-0.360000		93.091433
0.143000		-0.360000		95.320829
0.144000		-0.360000		97.599320
0.145000		-0.360000		99.927559
0.146000		-0.360000		102.306195
0.147000		-0.360000		104.735874
0.148000		-0.360000		107.217238
0.149000		-0.360000		109.750923
0.150000		-0.360000		112.337563
0.151000		-0.360000		114.977785
0.152000		-0.360000		117.672212
0.153000		-0.360000		120.421462
0.154000		-0.360000		123.226147
0.155000		-0.360000		126.086874
0.156000		-0.360000		129.004243
0.157000		-0.360000		131.978848
0.158000		-0.360000		135.011278
0.159000		-0.360000		138.102115
0.160000		-0.360000		141.251933
0.161000		-0.360000		144.461300
0.162000		-0.360000		147.730777
0.163000		-0.360000		151.060919
0.164000		-0.360000		154.452270
0.165000		-0.360000		157.905371
0.166000		-0.360000		161.420750
0.167000		-0.360000		164.998932
0.168000		-0.360000		168.640430
0.169000		-0.360000		172.345752
0.170000		-0.360000		176.115395
0.171000		-0.360000		179.949849
0.172000		-0.360000		183.849595
0.173000		-0.360000		187.815105
0.174000		-0.360000		191.846842
0.175000		-0.360000		195.945261
0.176000		-0.360000		200.110805
0.177000		-0.360000		204.343912
0.178000		-0.360000		208.645007
0.179000		-0.360000		213.014509
0.180000		-0.360000		217.452823
0.181000		-0.360000		221.960349
0.182000		-0.360000		226.537475
0.183000		-0.360000		231.184580
0.184000		-0.360000		235.902033
0.185000		-0.360000		240.690192
0.186000		-0.360000		245.549407
0.187000		-0.360000		250.480018
0.188000		-0.360000		255.482354
0.189000		-0.360000		260.556734
0.190000		-0.360000		265.703468
0.191000		-0.360000		270.922855
0.192000		-0.360000		276.215185
0.193000		-0.360000		281.580737
0.194000		-0.360000		287.019781
0.195000		-0.360000		292.532574
0.196000		-0.360000		298.119367
0.197000		-0.360000		303.780399
0.198000		-0.360000		309.515898
0.199000		-0.360000		315.326083
0.200000		-0.360000		321.211163
0.100000		-0.340000		33.864279
0.101000		-0.340000		34.580261
0.102000		-0.340000		35.315886
0.103000		-0.340000		36.071747
0.104000		-0.340000		36.848439
0.105000		-0.340000		37.646561
0.106000		-0.340000		38.466716
0.107000		-0.340000		39.309511
0.108000		-0.340000		40.175556
0.109000		-0.340000		41.065463
0.110000		-0.340000		41.979852
0.111000		-0.340000		42.919341
0.112000		-0.340000		43.884554
0.113000		-0.340000		44.876120
0.114000		-0.340000		45.894669
0.115000		-0.340000		46.940834
0.116000		-0.340000		48.015251
0.117000		-0.340000		49.118562
0.118000		-0.340000		50.251408
0.119000		-0.340000		51.414436
0.120000		-0.340000		52.608291
0.121000		-0.340000		53.833626
0.122000		-0.340000		55.091094
0.123000		-0.340000		56.381348
0.124000		-0.340000		57.705046
0.125000		-0.340000		59.062847
0.126000		-0.340000		60.455411
0.127000		-0.340000		61.883400
0.128000		-0.340000		63.347478
0.129000		-0.340000		64.848309
0.130000		-0.340000		66.386558
0.131000		-0.340000		67.962890
0.132000		-0.340000		69.577973
0.133000		-0.340000		71.232473
0.134000		-0.340000		72.927057
0.135000		-0.340000		74.662390
0.136000		-0.340000		76.439140
0.137000		-0.340000		78.257971
0.138000		-0.340000		80.119547
0.139000		-0.340000		82.024533
0.140000		-0.340000		83.973590
0.141000		-0.340000		85.967378
0.142000		-0.340000		88.006556
0.143000		-0.340000		90.091780
0.144000		-0.340000		92.223704
0.145000		-0.340000		94.402980
0.146000		-0.340000		96.630256
0.147000		-0.340000		98.906177
0.148000		-0.340000		101.231386
0.149000		-0.340000		103.606522
0.150000		-0.340000		106.032219
0.151000		-0.340000		108.509108
0.152000		-0.340000		111.037816
0.153000		-0.340000		113.618965
0.154000		-0.340000		116.253172
0.155000		-0.340000		118.941050
0.156000		-0.340000		121.683206
0.157000		-0.340000		124.480242
0.158000		-0.340000		127.332754
0.159000		-0.340000		130.241333
0.160000		-0.340000		133.206564
0.161000		-0.340000		136.229025
0.162000		-0.340000		139.309288
0.163000		-0.340000		142.447918
0.164000		-0.340000		145.645475
0.165000		-0.340000		148.902510
0.166000		-0.340000		152.219567
0.167000		-0.340000		155.597185
0.168000		-0.340000		159.035893
0.169000		-0.340000		162.536213
0.170000		-0.340000		166.098661
0.171000		-0.340000		169.723743
0.172000		-0.340000		173.411957
0.173000		-0.340000		177.163794
0.174000		-0.340000		180.979736
0.175000		-0.340000		184.860258
0.176000		-0.340000		188.805824
0.177000		-0.340000		192.816891
0.178000		-0.340000		196.893906
0.179000		-0.340000		201.037309
0.180000		-0.340000		205.247530
0.181000		-0.340000		209.524989
0.182000		-0.340000		213.870098
0.183000		-0.340000		218.283260
0.184000		-0.340000		222.764868
0.185000		-0.340000		227.315305
0.186000		-0.340000		231.934947
0.187000		-0.340000		236.624158
0.188000		-0.340000		241.383294
0.189000		-0.340000		246.212699
0.190000		-0.340000		251.112711
0.191000		-0.340000		256.083656
0.192000		-0.340000		261.125851
0.193000		-0.340000		266.239602
0.194000		-0.340000		271.425207
0.195000		-0.340000		276.682954
0.196000		-0.340000		282.013120
0.197000		-0.340000		287.415973
0.198000		-0.340000		292.891770
0.199000		-0.340000		298.440762
0.200000		-0.340000		304.063185
0.100000		-0.320000		32.991749
0.101000		-0.320000		33.661890
0.102000		-0.320000		34.350095
0.103000		-0.320000		35.056932
0.104000		-0.320000		35.782973
0.105000		-0.320000		36.528793
0.106000		-0.320000		37.294972
0.107000		-0.320000		38.082094
0.108000		-0.320000		38.890745
0.109000		-0.320000		39.721517
0.110000		-0.320000		40.575005
0.111000		-0.320000		41.451807
0.112000		-0.320000		42.352526
0.113000		-0.320000		43.277767
0.114000		-0.320000		44.228141
0.115000		-0.320000		45.204261
0.116000		-0.320000		46.206744
0.117000		-0.320000		47.236209
0.118000		-0.320000		48.293279
0.119000		-0.320000		49.378583
0.120000		-0.320000		50.492748
0.121000		-0.320000		51.636408
0.122000		-0.320000		52.810197
0.123000		-0.320000		54.014755
0.124000		-0.320000		55.250720
0.125000		-0.320000		56.518737
0.126000		-0.320000		57.819450
0.127000		-0.320000		59.153506
0.128000		-0.320000		60.521554
0.129000		-0.320000		61.924245
0.130000		-0.320000		63.362230
0.131000		-0.320000		64.836163
0.132000		-0.320000		66.346699
0.133000		-0.320000		67.894492
0.134000		-0.320000		69.480199
0.135000		-0.320000		71.104475
0.136000		-0.320000		72.767977
0.137000		-0.320000		74.471363
0.138000		-0.320000		76.215287
0.139000		-0.320000		78.000406
0.140000		-0.320000		79.827375
0.141000		-0.320000		81.696848
0.142000		-0.320000		83.609479
0.143000		-0.320000		85.565918
0.144000		-0.320000		87.566817
0.145000		-0.320000		89.612822
0.146000		-0.320000		91.704580
0.147000		-0.320000		93.842735
0.148000		-0.320000		96.027927
0.149000		-0.320000		98.260796
0.150000		-0.320000		100.541975
0.151000		-0.320000		102.872098
0.152000		-0.320000		105.251792
0.153000		-0.320000		107.681682
0.154000		-0.320000		110.162388
0.155000		-0.320000		112.694528
0.156000		-0.320000		115.278712
0.157000		-0.320000		117.915549
0.158000		-0.320000		120.605641
0.159000		-0.320000		123.349585
0.160000		-0.320000		126.147973
0.161000		-0.320000		129.001392
0.162000		-0.320000		131.910423
0.163000		-0.320000		134.875642
0.164000		-0.320000		137.897616
0.165000		-0.320000		140.976909
0.166000		-0.320000		144.114077
0.167000		-0.320000		147.309669
0.168000		-0.320000		150.564229
0.169000		-0.320000		153.878293
0.170000		-0.320000		157.252389
0.171000		-0.320000		160.687038
0.172000		-0.320000		164.182755
0.173000		-0.320000		167.740047
0.174000		-0.320000		171.359411
0.175000		-0.320000		175.041340
0.176000		-0.320000		178.786316
0.177000		-0.320000		182.594813
0.178000		-0.320000		186.467298
0.179000		-0.320000		190.404230
0.180000		-0.320000		194.406058
0.181000		-0.320000		198.473224
0.182000		-0.320000		202.606160
0.183000		-0.320000		206.805289
0.184000		-0.320000		211.071028
0.185000		-0.320000		215.403781
0.186000		-0.320000		219.803945
0.187000		-0.320000		224.271910
0.188000		-0.320000		228.808053
0.189000		-0.320000		233.412744
0.190000		-0.320000		238.086344
0.191000		-0.320000		242.829203
0.192000		-0.320000		247.641663
0.193000		-0.320000		252.524057
0.194000		-0.320000		257.476706
0.195000		-0.320000		262.499926
0.196000		-0.320000		267.594019
0.197000		-0.320000		272.759280
0.198000		-0.320000		277.995993
0.199000		-0.320000		283.304435
0.200000		-0.320000		288.684870
0.100000		-0.300000		32.278468
0.101000		-0.300000		32.909697
0.102000		-0.300000		33.557579
0.103000		-0.300000		34.222659
0.104000		-0.300000		34.905485
0.105000		-0.300000		35.606609
0.106000		-0.300000		36.326589
0.107000		-0.300000		37.065985
0.108000		-0.300000		37.825361
0.109000		-0.300000		38.605286
0.110000		-0.300000		39.406334
0.111000		-0.300000		40.229081
0.112000		-0.300000		41.074109
0.113000		-0.300000		41.942002
0.114000		-0.300000		42.833349
0.115000		-0.300000		43.748743
0.116000		-0.300000		44.688782
0.117000		-0.300000		45.654064
0.118000		-0.300000		46.645194
0.119000		-0.300000		47.662781
0.120000		-0.300000		48.707434
0.121000		-0.300000		49.779768
0.122000		-0.300000		50.880401
0.123000		-0.300000		52.009953
0.124000		-0.300000		53.169048
0.125000		-0.300000		54.358313
0.126000		-0.300000		55.578376
0.127000		-0.300000		56.829870
0.128000		-0.300000		58.113429
0.129000		-0.300000		59.429688
0.130000		-0.300000		60.779285
0.131000		-0.300000		62.162862
0.132000		-0.300000		63.581059
0.133000		-0.300000		65.034519
0.134000		-0.300000		66.523887
0.135000		-0.300000		68.049809
0.136000		-0.300000		69.612929
0.137000		-0.300000		71.213896
0.138000		-0.300000		72.853356
0.139000		-0.300000		74.531957
0.140000		-0.300000		76.250345
0.141000		-0.300000		78.009168
0.142000		-0.300000		79.809072
0.143000		-0.300000		81.650703
0.144000		-0.300000		83.534706
0.145000		-0.300000		85.461724
0.146000		-0.300000		87.432398
0.147000		-0.300000		89.447371
0.148000		-0.300000		91.507279
0.149000		-0.300000		93.612760
0.150000		-0.300000		95.764447
0.151000		-0.300000		97.962972
0.152000		-0.300000		100.208963
0.153000		-0.300000		102.503046
0.154000		-0.300000		104.845842
0.155000		-0.300000		107.237971
0.156000		-0.300000		109.680048
0.157000		-0.300000		112.172682
0.158000		-0.300000		114.716482
0.159000		-0.300000		117.312049
0.160000		-0.300000		119.959981
0.161000		-0.300000		122.660870
0.162000		-0.300000		125.415306
0.163000		-0.300000		128.223870
0.164000		-0.300000		131.087140
0.165000		-0.300000		134.005687
0.166000		-0.300000		136.980077
0.167000		-0.300000		140.010871
0.168000		-0.300000		143.098620
0.169000		-0.300000		146.243874
0.170000		-0.300000		149.447172
0.171000		-0.300000		152.709049
0.172000		-0.300000		156.030031
0.173000		-0.300000		159.410640
0.174000		-0.300000		162.851388
0.175000		-0.300000		166.352781
0.176000		-0.300000		169.915318
0.177000		-0.300000		173.539488
0.178000		-0.300000		177.225776
0.179000		-0.300000		180.974656
0.180000		-0.300000		184.786596
0.181000		-0.300000		188.662055
0.182000		-0.300000		192.601483
0.183000		-0.300000		196.605324
0.184000		-0.300000		200.674012
0.185000		-0.300000		204.807972
0.186000		-0.300000		209.007622
0.187000		-0.300000		213.273371
0.188000		-0.300000		217.605619
0.189000		-0.300000		222.004755
0.190000		-0.300000		226.471164
0.191000		-0.300000		231.005217
0.192000		-0.300000		235.607280
0.193000		-0.300000		240.277706
0.194000		-0.300000		245.016843
0.195000		-0.300000		249.825028
0.196000		-0.300000		254.702587
0.197000		-0.300000		259.649839
0.198000		-0.300000		264.667094
0.199000		-0.300000		269.754652
0.200000		-0.300000		274.912802
0.100000		-0.280000		31.695473
0.101000		-0.280000		32.293726
0.102000		-0.280000		32.907378
0.103000		-0.280000		33.536950
0.104000		-0.280000		34.182968
0.105000		-0.280000		34.845961
0.106000		-0.280000		35.526465
0.107000		-0.280000		36.225017
0.108000		-0.280000		36.942161
0.109000		-0.280000		37.678442
0.110000		-0.280000		38.434414
0.111000		-0.280000		39.210632
0.112000		-0.280000		40.007655
0.113000		-0.280000		40.826049
0.114000		-0.280000		41.666381
0.115000		-0.280000		42.529225
0.116000		-0.280000		43.415157
0.117000		-0.280000		44.324758
0.118000		-0.280000		45.258614
0.119000		-0.280000		46.217312
0.120000		-0.280000		47.201445
0.121000		-0.280000		48.211610
0.122000		-0.280000		49.248406
0.123000		-0.280000		50.312438
0.124000		-0.280000		51.404311
0.125000		-0.280000		52.524637
0.126000		-0.280000		53.674027
0.127000		-0.280000		54.853098
0.128000		-0.280000		56.062470
0.129000		-0.280000		57.302763
0.130000		-0.280000		58.574601
0.131000		-0.280000		59.878612
0.132000		-0.280000		61.215423
0.133000		-0.280000		62.585665
0.134000		-0.280000		63.989971
0.135000		-0.280000		65.428974
0.136000		-0.280000		66.903309
0.137000		-0.280000		68.413612
0.138000		-0.280000		69.960522
0.139000		-0.280000		71.544675
0.140000		-0.280000		73.166711
0.141000		-0.280000		74.827268
0.142000		-0.280000		76.526986
0.143000		-0.280000		78.266503
0.144000		-0.280000		80.046457
0.145000		-0.280000		81.867487
0.146000		-0.280000		83.730230
0.147000		-0.280000		85.635322
0.148000		-0.280000		87.583396
0.149000		-0.280000		89.575088
0.150000		-0.280000		91.611027
0.151000		-0.280000		93.691845
0.152000		-0.280000		95.818167
0.153000		-0.280000		97.990619
0.154000		-0.280000		100.209823
0.155000		-0.280000		102.476399
0.156000		-0.280000		104.790963
0.157000		-0.280000		107.154128
0.158000		-0.280000		109.566503
0.159000		-0.280000		112.028694
0.160000		-0.280000		114.541302
0.161000		-0.280000		117.104926
0.162000		-0.280000		119.720158
0.163000		-0.280000		122.387586
0.164000		-0.280000		125.107795
0.165000		-0.280000		127.881363
0.166000		-0.280000		130.708863
0.167000		-0.280000		133.590864
0.168000		-0.280000		136.527929
0.169000		-0.280000		139.520613
0.170000		-0.280000		142.569467
0.171000		-0.280000		145.675037
0.172000		-0.280000		148.837861
0.173000		-0.280000		152.058471
0.174000		-0.280000		155.337392
0.175000		-0.280000		158.675142
0.176000		-0.280000		162.072234
0.177000		-0.280000		165.529172
0.178000		-0.280000		169.046453
0.179000		-0.280000		172.624568
0.180000		-0.280000		176.263999
0.181000		-0.280000		179.965221
0.182000		-0.280000		183.728702
0.183000		-0.280000		187.554900
0.184000		-0.280000		191.444268
0.185000		-0.280000		195.397249
0.186000		-0.280000		199.414278
0.187000		-0.280000		203.495782
0.188000		-0.280000		207.642181
0.189000		-0.280000		211.853883
0.190000		-0.280000		216.131292
0.191000		-0.280000		220.474800
0.192000		-0.280000		224.884791
0.193000		-0.280000		229.361643
0.194000		-0.280000		233.905721
0.195000		-0.280000		238.517383
0.196000		-0.280000		243.196980
0.197000		-0.280000		247.944852
0.198000		-0.280000		252.761329
0.199000		-0.280000		257.646735
0.200000		-0.280000		262.601382
0.100000		-0.260000		31.219141
0.101000		-0.260000		31.789501
0.102000		-0.260000		32.374148
0.103000		-0.260000		32.973583
0.104000		-0.260000		33.588308
0.105000		-0.260000		34.218834
0.106000		-0.260000		34.865671
0.107000		-0.260000		35.529337
0.108000		-0.260000		36.210355
0.109000		-0.260000		36.909250
0.110000		-0.260000		37.626553
0.111000		-0.260000		38.362799
0.112000		-0.260000		39.118528
0.113000		-0.260000		39.894285
0.114000		-0.260000		40.690617
0.115000		-0.260000		41.508079
0.116000		-0.260000		42.347228
0.117000		-0.260000		43.208626
0.118000		-0.260000		44.092838
0.119000		-0.260000		45.000436
0.120000		-0.260000		45.931994
0.121000		-0.260000		46.888090
0.122000		-0.260000		47.869307
0.123000		-0.260000		48.876232
0.124000		-0.260000		49.909454
0.125000		-0.260000		50.969567
0.126000		-0.260000		52.057169
0.127000		-0.260000		53.172860
0.128000		-0.260000		54.317244
0.129000		-0.260000		55.490928
0.130000		-0.260000		56.694521
0.131000		-0.260000		57.928638
0.132000		-0.260000		59.193892
0.133000		-0.260000		60.490901
0.134000		-0.260000		61.820286
0.135000		-0.260000		63.182669
0.136000		-0.260000		64.578673
0.137000		-0.260000		66.008923
0.138000		-0.260000		67.474048
0.139000		-0.260000		68.974674
0.140000		-0.260000		70.511433
0.141000		-0.260000		72.084953
0.142000		-0.260000		73.695866
0.143000		-0.260000		75.344803
0.144000		-0.260000		77.032395
0.145000		-0.260000		78.759274
0.146000		-0.260000		80.526072
0.147000		-0.260000		82.333419
0.148000		-0.260000		84.181946
0.149000		-0.260000		86.072280
0.150000		-0.260000		88.005052
0.151000		-0.260000		89.980886
0.152000		-0.260000		92.000409
0.153000		-0.260000		94.064244
0.154000		-0.260000		96.173012
0.155000		-0.260000		98.327331
0.156000		-0.260000		100.527819
0.157000		-0.260000		102.775089
0.158000		-0.260000		105.069751
0.159000		-0.260000		107.412414
0.160000		-0.260000		109.803682
0.161000		-0.260000		112.244155
0.162000		-0.260000		114.734431
0.163000		-0.260000		117.275101
0.164000		-0.260000		119.866755
0.165000		-0.260000		122.509977
0.166000		-0.260000		125.205347
0.167000		-0.260000		127.953439
0.168000		-0.260000		130.754822
0.169000		-0.260000		133.610062
0.170000		-0.260000		136.519717
0.171000		-0.260000		139.484342
0.172000		-0.260000		142.504484
0.173000		-0.260000		145.580684
0.174000		-0.260000		148.713479
0.175000		-0.260000		151.903398
0.176000		-0.260000		155.150965
0.177000		-0.260000		158.456695
0.178000		-0.260000		161.821100
0.179000		-0.260000		165.244681
0.180000		-0.260000		168.727935
0.181000		-0.260000		172.271351
0.182000		-0.260000		175.875410
0.183000		-0.260000		179.540587
0.184000		-0.260000		183.267348
0.185000		-0.260000		187.056152
0.186000		-0.260000		190.907451
0.187000		-0.260000		194.821688
0.188000		-0.260000		198.799298
0.189000		-0.260000		202.840710
0.190000		-0.260000		206.946342
0.191000		-0.260000		211.116605
0.192000		-0.260000		215.351903
0.193000		-0.260000		219.652629
0.194000		-0.260000		224.019170
0.195000		-0.260000		228.451902
0.196000		-0.260000		232.951196
0.197000		-0.260000		237.517410
0.198000		-0.260000		242.150896
0.199000		-0.260000		246.851997
0.200000		-0.260000		251.621047
0.100000		-0.240000		30.830205
0.101000		-0.240000		31.377020
0.102000		-0.240000		31.937144
0.103000		-0.240000		32.511055
0.104000		-0.240000		33.099236
0.105000		-0.240000		33.702176
0.106000		-0.240000		34.320365
0.107000		-0.240000		34.954303
0.108000		-0.240000		35.604489
0.109000		-0.240000		36.271430
0.110000		-0.240000		36.955638
0.111000		-0.240000		37.657628
0.112000		-0.240000		38.377920
0.113000		-0.240000		39.117039
0.114000		-0.240000		39.875516
0.115000		-0.240000		40.653884
0.116000		-0.240000		41.452682
0.117000		-0.240000		42.272455
0.118000		-0.240000		43.113750
0.119000		-0.240000		43.977120
0.120000		-0.240000		44.863123
0.121000		-0.240000		45.772318
0.122000		-0.240000		46.705273
0.123000		-0.240000		47.662557
0.124000		-0.240000		48.644744
0.125000		-0.240000		49.652412
0.126000		-0.240000		50.686142
0.127000		-0.240000		51.746520
0.128000		-0.240000		52.834135
0.129000		-0.240000		53.949580
0.130000		-0.240000		55.093451
0.131000		-0.240000		56.266346
0.132000		-0.240000		57.468868
0.133000		-0.240000		58.701622
0.134000		-0.240000		59.965216
0.135000		-0.240000		61.260259
0.136000		-0.240000		62.587364
0.137000		-0.240000		63.947145
0.138000		-0.240000		65.340220
0.139000		-0.240000		66.767207
0.140000		-0.240000		68.228726
0.141000		-0.240000		69.725397
0.142000		-0.240000		71.257844
0.143000		-0.240000		72.826690
0.144000		-0.240000		74.432558
0.145000		-0.240000		76.076074
0.146000		-0.240000		77.757863
0.147000		-0.240000		79.478550
0.148000		-0.240000		81.238758
0.149000		-0.240000		83.039114
0.150000		-0.240000		84.880240
0.151000		-0.240000		86.762761
0.152000		-0.240000		88.687297
0.153000		-0.240000		90.654471
0.154000		-0.240000		92.664900
0.155000		-0.240000		94.719203
0.156000		-0.240000		96.817995
0.157000		-0.240000		98.961891
0.158000		-0.240000		101.151500
0.159000		-0.240000		103.387431
0.160000		-0.240000		105.670291
0.161000		-0.240000		108.000681
0.162000		-0.240000		110.379201
0.163000		-0.240000		112.806448
0.164000		-0.240000		115.283012
0.165000		-0.240000		117.809484
0.166000		-0.240000		120.386446
0.167000		-0.240000		123.014479
0.168000		-0.240000		125.694158
0.169000		-0.240000		128.426054
0.170000		-0.240000		131.210734
0.171000		-0.240000		134.048758
