101
81
T [GeV]		muB [GeV]		c4_T5 [fm^3/GeV^2 * GeV^5]
0.189000		-0.800000		-0.000334
0.190000		-0.800000		-0.000330
0.191000		-0.800000		-0.000326
0.192000		-0.800000		-0.000323
0.193000		-0.800000		-0.000319
0.194000		-0.800000		-0.000316
0.195000		-0.800000		-0.000313
0.196000		-0.800000		-0.000309
0.197000		-0.800000		-0.000306
0.198000		-0.800000		-0.000303
0.199000		-0.800000		-0.000300
0.200000		-0.800000		-0.000297
0.100000		-0.780000		-0.002115
0.101000		-0.780000		-0.002051
0.102000		-0.780000		-0.001989
0.103000		-0.780000		-0.001930
0.104000		-0.780000		-0.001874
0.105000		-0.780000		-0.001819
0.106000		-0.780000		-0.001767
0.107000		-0.780000		-0.001717
0.108000		-0.780000		-0.001669
0.109000		-0.780000		-0.001623
0.110000		-0.780000		-0.001579
0.111000		-0.780000		-0.001536
0.112000		-0.780000		-0.001495
0.113000		-0.780000		-0.001455
0.114000		-0.780000		-0.001417
0.115000		-0.780000		-0.001381
0.116000		-0.780000		-0.001345
0.117000		-0.780000		-0.001311
0.118000		-0.780000		-0.001279
0.119000		-0.780000		-0.001247
0.120000		-0.780000		-0.001217
0.121000		-0.780000		-0.001187
0.122000		-0.780000		-0.001159
0.123000		-0.780000		-0.001132
0.124000		-0.780000		-0.001106
0.125000		-0.780000		-0.001080
0.126000		-0.780000		-0.001056
0.127000		-0.780000		-0.001032
0.128000		-0.780000		-0.001009
0.129000		-0.780000		-0.000987
0.130000		-0.780000		-0.000965
0.131000		-0.780000		-0.000945
0.132000		-0.780000		-0.000925
0.133000		-0.780000		-0.000905
0.134000		-0.780000		-0.000887
0.135000		-0.780000		-0.000869
0.136000		-0.780000		-0.000851
0.137000		-0.780000		-0.000834
0.138000		-0.780000		-0.000818
0.139000		-0.780000		-0.000802
0.140000		-0.780000		-0.000786
0.141000		-0.780000		-0.000771
0.142000		-0.780000		-0.000757
0.143000		-0.780000		-0.000742
0.144000		-0.780000		-0.000729
0.145000		-0.780000		-0.000716
0.146000		-0.780000		-0.000703
0.147000		-0.780000		-0.000690
0.148000		-0.780000		-0.000678
0.149000		-0.780000		-0.000666
0.150000		-0.780000		-0.000655
0.151000		-0.780000		-0.000644
0.152000		-0.780000		-0.000633
0.153000		-0.780000		-0.000622
0.154000		-0.780000		-0.000612
0.155000		-0.780000		-0.000602
0.156000		-0.780000		-0.000592
0.157000		-0.780000		-0.000583
0.158000		-0.780000		-0.000574
0.159000		-0.780000		-0.000565
0.160000		-0.780000		-0.000556
0.161000		-0.780000		-0.000548
0.162000		-0.780000		-0.000539
0.163000		-0.780000		-0.000531
0.164000		-0.780000		-0.000523
0.165000		-0.780000		-0.000516
0.166000		-0.780000		-0.000508
0.167000		-0.780000		-0.000501
0.168000		-0.780000		-0.000494
0.169000		-0.780000		-0.000487
0.170000		-0.780000		-0.000480
0.171000		-0.780000		-0.000473
0.172000		-0.780000		-0.000467
0.173000		-0.780000		-0.000460
0.174000		-0.780000		-0.000454
0.175000		-0.780000		-0.000448
0.176000		-0.780000		-0.000442
0.177000		-0.780000		-0.000437
0.178000		-0.780000		-0.000431
0.179000		-0.780000		-0.000425
0.180000		-0.780000		-0.000420
0.181000		-0.780000		-0.000415
0.182000		-0.780000		-0.000409
0.183000		-0.780000		-0.000404
0.184000		-0.780000		-0.000399
0.185000		-0.780000		-0.000394
0.186000		-0.780000		-0.000390
0.187000		-0.780000		-0.000385
0.188000		-0.780000		-0.000380
0.189000		-0.780000		-0.000376
0.190000		-0.780000		-0.000371
0.191000		-0.780000		-0.000367
0.192000		-0.780000		-0.000363
0.193000		-0.780000		-0.000359
0.194000		-0.780000		-0.000355
0.195000		-0.780000		-0.000351
0.196000		-0.780000		-0.000347
0.197000		-0.780000		-0.000343
0.198000		-0.780000		-0.000339
0.199000		-0.780000		-0.000335
0.200000		-0.780000		-0.000332
0.100000		-0.760000		-0.002590
0.101000		-0.760000		-0.002509
0.102000		-0.760000		-0.002430
0.103000		-0.760000		-0.002355
0.104000		-0.760000		-0.002283
0.105000		-0.760000		-0.002214
0.106000		-0.760000		-0.002148
0.107000		-0.760000		-0.002085
0.108000		-0.760000		-0.002024
0.109000		-0.760000		-0.001965
0.110000		-0.760000		-0.001909
0.111000		-0.760000		-0.001855
0.112000		-0.760000		-0.001804
0.113000		-0.760000		-0.001754
0.114000		-0.760000		-0.001706
0.115000		-0.760000		-0.001660
0.116000		-0.760000		-0.001615
0.117000		-0.760000		-0.001573
0.118000		-0.760000		-0.001532
0.119000		-0.760000		-0.001492
0.120000		-0.760000		-0.001454
0.121000		-0.760000		-0.001418
0.122000		-0.760000		-0.001382
0.123000		-0.760000		-0.001348
0.124000		-0.760000		-0.001315
0.125000		-0.760000		-0.001284
0.126000		-0.760000		-0.001253
0.127000		-0.760000		-0.001224
0.128000		-0.760000		-0.001195
0.129000		-0.760000		-0.001168
0.130000		-0.760000		-0.001141
0.131000		-0.760000		-0.001116
0.132000		-0.760000		-0.001091
0.133000		-0.760000		-0.001067
0.134000		-0.760000		-0.001044
0.135000		-0.760000		-0.001021
0.136000		-0.760000		-0.000999
0.137000		-0.760000		-0.000979
0.138000		-0.760000		-0.000958
0.139000		-0.760000		-0.000939
0.140000		-0.760000		-0.000920
0.141000		-0.760000		-0.000901
0.142000		-0.760000		-0.000883
0.143000		-0.760000		-0.000866
0.144000		-0.760000		-0.000849
0.145000		-0.760000		-0.000833
0.146000		-0.760000		-0.000817
0.147000		-0.760000		-0.000802
0.148000		-0.760000		-0.000787
0.149000		-0.760000		-0.000772
0.150000		-0.760000		-0.000758
0.151000		-0.760000		-0.000745
0.152000		-0.760000		-0.000731
0.153000		-0.760000		-0.000719
0.154000		-0.760000		-0.000706
0.155000		-0.760000		-0.000694
0.156000		-0.760000		-0.000682
0.157000		-0.760000		-0.000671
0.158000		-0.760000		-0.000659
0.159000		-0.760000		-0.000648
0.160000		-0.760000		-0.000638
0.161000		-0.760000		-0.000628
0.162000		-0.760000		-0.000617
0.163000		-0.760000		-0.000608
0.164000		-0.760000		-0.000598
0.165000		-0.760000		-0.000589
0.166000		-0.760000		-0.000580
0.167000		-0.760000		-0.000571
0.168000		-0.760000		-0.000562
0.169000		-0.760000		-0.000554
0.170000		-0.760000		-0.000546
0.171000		-0.760000		-0.000538
0.172000		-0.760000		-0.000530
0.173000		-0.760000		-0.000522
0.174000		-0.760000		-0.000515
0.175000		-0.760000		-0.000507
0.176000		-0.760000		-0.000500
0.177000		-0.760000		-0.000493
0.178000		-0.760000		-0.000486
0.179000		-0.760000		-0.000480
0.180000		-0.760000		-0.000473
0.181000		-0.760000		-0.000467
0.182000		-0.760000		-0.000461
0.183000		-0.760000		-0.000454
0.184000		-0.760000		-0.000448
0.185000		-0.760000		-0.000443
0.186000		-0.760000		-0.000437
0.187000		-0.760000		-0.000431
0.188000		-0.760000		-0.000426
0.189000		-0.760000		-0.000420
0.190000		-0.760000		-0.000415
0.191000		-0.760000		-0.000410
0.192000		-0.760000		-0.000405
0.193000		-0.760000		-0.000400
0.194000		-0.760000		-0.000395
0.195000		-0.760000		-0.000390
0.196000		-0.760000		-0.000385
0.197000		-0.760000		-0.000381
0.198000		-0.760000		-0.000376
0.199000		-0.760000		-0.000372
0.200000		-0.760000		-0.000368
0.100000		-0.740000		-0.003130
0.101000		-0.740000		-0.003028
0.102000		-0.740000		-0.002930
0.103000		-0.740000		-0.002837
0.104000		-0.740000		-0.002747
0.105000		-0.740000		-0.002661
0.106000		-0.740000		-0.002579
0.107000		-0.740000		-0.002500
0.108000		-0.740000		-0.002425
0.109000		-0.740000		-0.002352
0.110000		-0.740000		-0.002283
0.111000		-0.740000		-0.002216
0.112000		-0.740000		-0.002152
0.113000		-0.740000		-0.002090
0.114000		-0.740000		-0.002031
0.115000		-0.740000		-0.001974
0.116000		-0.740000		-0.001919
0.117000		-0.740000		-0.001867
0.118000		-0.740000		-0.001816
0.119000		-0.740000		-0.001768
0.120000		-0.740000		-0.001721
0.121000		-0.740000		-0.001676
0.122000		-0.740000		-0.001632
0.123000		-0.740000		-0.001590
0.124000		-0.740000		-0.001550
0.125000		-0.740000		-0.001511
0.126000		-0.740000		-0.001474
0.127000		-0.740000		-0.001437
0.128000		-0.740000		-0.001403
0.129000		-0.740000		-0.001369
0.130000		-0.740000		-0.001336
0.131000		-0.740000		-0.001305
0.132000		-0.740000		-0.001275
0.133000		-0.740000		-0.001246
0.134000		-0.740000		-0.001217
0.135000		-0.740000		-0.001190
0.136000		-0.740000		-0.001164
0.137000		-0.740000		-0.001138
0.138000		-0.740000		-0.001113
0.139000		-0.740000		-0.001089
0.140000		-0.740000		-0.001066
0.141000		-0.740000		-0.001044
0.142000		-0.740000		-0.001022
0.143000		-0.740000		-0.001001
0.144000		-0.740000		-0.000981
0.145000		-0.740000		-0.000961
0.146000		-0.740000		-0.000942
0.147000		-0.740000		-0.000923
0.148000		-0.740000		-0.000905
0.149000		-0.740000		-0.000888
0.150000		-0.740000		-0.000871
0.151000		-0.740000		-0.000854
0.152000		-0.740000		-0.000839
0.153000		-0.740000		-0.000823
0.154000		-0.740000		-0.000808
0.155000		-0.740000		-0.000793
0.156000		-0.740000		-0.000779
0.157000		-0.740000		-0.000765
0.158000		-0.740000		-0.000752
0.159000		-0.740000		-0.000739
0.160000		-0.740000		-0.000726
0.161000		-0.740000		-0.000713
0.162000		-0.740000		-0.000701
0.163000		-0.740000		-0.000690
0.164000		-0.740000		-0.000678
0.165000		-0.740000		-0.000667
0.166000		-0.740000		-0.000656
0.167000		-0.740000		-0.000646
0.168000		-0.740000		-0.000635
0.169000		-0.740000		-0.000625
0.170000		-0.740000		-0.000615
0.171000		-0.740000		-0.000606
0.172000		-0.740000		-0.000596
0.173000		-0.740000		-0.000587
0.174000		-0.740000		-0.000578
0.175000		-0.740000		-0.000570
0.176000		-0.740000		-0.000561
0.177000		-0.740000		-0.000553
0.178000		-0.740000		-0.000545
0.179000		-0.740000		-0.000537
0.180000		-0.740000		-0.000529
0.181000		-0.740000		-0.000522
0.182000		-0.740000		-0.000514
0.183000		-0.740000		-0.000507
0.184000		-0.740000		-0.000500
0.185000		-0.740000		-0.000493
0.186000		-0.740000		-0.000486
0.187000		-0.740000		-0.000479
0.188000		-0.740000		-0.000473
0.189000		-0.740000		-0.000467
0.190000		-0.740000		-0.000460
0.191000		-0.740000		-0.000454
0.192000		-0.740000		-0.000448
0.193000		-0.740000		-0.000442
0.194000		-0.740000		-0.000437
0.195000		-0.740000		-0.000431
0.196000		-0.740000		-0.000425
0.197000		-0.740000		-0.000420
0.198000		-0.740000		-0.000415
0.199000		-0.740000		-0.000409
0.200000		-0.740000		-0.000404
0.100000		-0.720000		-0.003724
0.101000		-0.720000		-0.003601
0.102000		-0.720000		-0.003482
0.103000		-0.720000		-0.003368
0.104000		-0.720000		-0.003259
0.105000		-0.720000		-0.003155
0.106000		-0.720000		-0.003055
0.107000		-0.720000		-0.002960
0.108000		-0.720000		-0.002868
0.109000		-0.720000		-0.002780
0.110000		-0.720000		-0.002695
0.111000		-0.720000		-0.002614
0.112000		-0.720000		-0.002536
0.113000		-0.720000		-0.002461
0.114000		-0.720000		-0.002390
0.115000		-0.720000		-0.002321
0.116000		-0.720000		-0.002254
0.117000		-0.720000		-0.002191
0.118000		-0.720000		-0.002129
0.119000		-0.720000		-0.002070
0.120000		-0.720000		-0.002014
0.121000		-0.720000		-0.001959
0.122000		-0.720000		-0.001907
0.123000		-0.720000		-0.001856
0.124000		-0.720000		-0.001807
0.125000		-0.720000		-0.001760
0.126000		-0.720000		-0.001715
0.127000		-0.720000		-0.001672
0.128000		-0.720000		-0.001630
0.129000		-0.720000		-0.001589
0.130000		-0.720000		-0.001550
0.131000		-0.720000		-0.001512
0.132000		-0.720000		-0.001476
0.133000		-0.720000		-0.001441
0.134000		-0.720000		-0.001407
0.135000		-0.720000		-0.001374
0.136000		-0.720000		-0.001342
0.137000		-0.720000		-0.001311
0.138000		-0.720000		-0.001282
0.139000		-0.720000		-0.001253
0.140000		-0.720000		-0.001225
0.141000		-0.720000		-0.001198
0.142000		-0.720000		-0.001172
0.143000		-0.720000		-0.001147
0.144000		-0.720000		-0.001123
0.145000		-0.720000		-0.001099
0.146000		-0.720000		-0.001077
0.147000		-0.720000		-0.001054
0.148000		-0.720000		-0.001033
0.149000		-0.720000		-0.001012
0.150000		-0.720000		-0.000992
0.151000		-0.720000		-0.000972
0.152000		-0.720000		-0.000953
0.153000		-0.720000		-0.000935
0.154000		-0.720000		-0.000917
0.155000		-0.720000		-0.000899
0.156000		-0.720000		-0.000882
0.157000		-0.720000		-0.000866
0.158000		-0.720000		-0.000850
0.159000		-0.720000		-0.000834
0.160000		-0.720000		-0.000819
0.161000		-0.720000		-0.000805
0.162000		-0.720000		-0.000790
0.163000		-0.720000		-0.000776
0.164000		-0.720000		-0.000763
0.165000		-0.720000		-0.000750
0.166000		-0.720000		-0.000737
0.167000		-0.720000		-0.000724
0.168000		-0.720000		-0.000712
0.169000		-0.720000		-0.000700
0.170000		-0.720000		-0.000689
0.171000		-0.720000		-0.000677
0.172000		-0.720000		-0.000666
0.173000		-0.720000		-0.000656
0.174000		-0.720000		-0.000645
0.175000		-0.720000		-0.000635
0.176000		-0.720000		-0.000625
0.177000		-0.720000		-0.000615
0.178000		-0.720000		-0.000606
0.179000		-0.720000		-0.000596
0.180000		-0.720000		-0.000587
0.181000		-0.720000		-0.000578
0.182000		-0.720000		-0.000570
0.183000		-0.720000		-0.000561
0.184000		-0.720000		-0.000553
0.185000		-0.720000		-0.000545
0.186000		-0.720000		-0.000537
0.187000		-0.720000		-0.000529
0.188000		-0.720000		-0.000521
0.189000		-0.720000		-0.000514
0.190000		-0.720000		-0.000507
0.191000		-0.720000		-0.000500
0.192000		-0.720000		-0.000493
0.193000		-0.720000		-0.000486
0.194000		-0.720000		-0.000479
0.195000		-0.720000		-0.000473
0.196000		-0.720000		-0.000466
0.197000		-0.720000		-0.000460
0.198000		-0.720000		-0.000454
0.199000		-0.720000		-0.000448
0.200000		-0.720000		-0.000442
0.100000		-0.700000		-0.004361
0.101000		-0.700000		-0.004214
0.102000		-0.700000		-0.004073
0.103000		-0.700000		-0.003939
0.104000		-0.700000		-0.003809
0.105000		-0.700000		-0.003686
0.106000		-0.700000		-0.003567
0.107000		-0.700000		-0.003453
0.108000		-0.700000		-0.003344
0.109000		-0.700000		-0.003239
0.110000		-0.700000		-0.003139
0.111000		-0.700000		-0.003043
0.112000		-0.700000		-0.002950
0.113000		-0.700000		-0.002861
0.114000		-0.700000		-0.002776
0.115000		-0.700000		-0.002694
0.116000		-0.700000		-0.002615
0.117000		-0.700000		-0.002539
0.118000		-0.700000		-0.002467
0.119000		-0.700000		-0.002397
0.120000		-0.700000		-0.002329
0.121000		-0.700000		-0.002264
0.122000		-0.700000		-0.002202
0.123000		-0.700000		-0.002142
0.124000		-0.700000		-0.002084
0.125000		-0.700000		-0.002028
0.126000		-0.700000		-0.001975
0.127000		-0.700000		-0.001923
0.128000		-0.700000		-0.001873
0.129000		-0.700000		-0.001825
0.130000		-0.700000		-0.001779
0.131000		-0.700000		-0.001734
0.132000		-0.700000		-0.001691
0.133000		-0.700000		-0.001649
0.134000		-0.700000		-0.001609
0.135000		-0.700000		-0.001570
0.136000		-0.700000		-0.001533
0.137000		-0.700000		-0.001496
0.138000		-0.700000		-0.001461
0.139000		-0.700000		-0.001427
0.140000		-0.700000		-0.001395
0.141000		-0.700000		-0.001363
0.142000		-0.700000		-0.001332
0.143000		-0.700000		-0.001303
0.144000		-0.700000		-0.001274
0.145000		-0.700000		-0.001246
0.146000		-0.700000		-0.001219
0.147000		-0.700000		-0.001193
0.148000		-0.700000		-0.001168
0.149000		-0.700000		-0.001143
0.150000		-0.700000		-0.001120
0.151000		-0.700000		-0.001097
0.152000		-0.700000		-0.001074
0.153000		-0.700000		-0.001053
0.154000		-0.700000		-0.001031
0.155000		-0.700000		-0.001011
0.156000		-0.700000		-0.000991
0.157000		-0.700000		-0.000972
0.158000		-0.700000		-0.000953
0.159000		-0.700000		-0.000935
0.160000		-0.700000		-0.000917
0.161000		-0.700000		-0.000900
0.162000		-0.700000		-0.000883
0.163000		-0.700000		-0.000867
0.164000		-0.700000		-0.000851
0.165000		-0.700000		-0.000836
0.166000		-0.700000		-0.000821
0.167000		-0.700000		-0.000806
0.168000		-0.700000		-0.000792
0.169000		-0.700000		-0.000778
0.170000		-0.700000		-0.000765
0.171000		-0.700000		-0.000752
0.172000		-0.700000		-0.000739
0.173000		-0.700000		-0.000726
0.174000		-0.700000		-0.000714
0.175000		-0.700000		-0.000702
0.176000		-0.700000		-0.000691
0.177000		-0.700000		-0.000679
0.178000		-0.700000		-0.000668
0.179000		-0.700000		-0.000657
0.180000		-0.700000		-0.000647
0.181000		-0.700000		-0.000637
0.182000		-0.700000		-0.000626
0.183000		-0.700000		-0.000617
0.184000		-0.700000		-0.000607
0.185000		-0.700000		-0.000598
0.186000		-0.700000		-0.000589
0.187000		-0.700000		-0.000580
0.188000		-0.700000		-0.000571
0.189000		-0.700000		-0.000562
0.190000		-0.700000		-0.000554
0.191000		-0.700000		-0.000546
0.192000		-0.700000		-0.000538
0.193000		-0.700000		-0.000530
0.194000		-0.700000		-0.000522
0.195000		-0.700000		-0.000515
0.196000		-0.700000		-0.000507
0.197000		-0.700000		-0.000500
0.198000		-0.700000		-0.000493
0.199000		-0.700000		-0.000486
0.200000		-0.700000		-0.000479
0.100000		-0.680000		-0.005021
0.101000		-0.680000		-0.004852
0.102000		-0.680000		-0.004689
0.103000		-0.680000		-0.004533
0.104000		-0.680000		-0.004383
0.105000		-0.680000		-0.004240
0.106000		-0.680000		-0.004102
0.107000		-0.680000		-0.003970
0.108000		-0.680000		-0.003843
0.109000		-0.680000		-0.003721
0.110000		-0.680000		-0.003605
0.111000		-0.680000		-0.003492
0.112000		-0.680000		-0.003385
0.113000		-0.680000		-0.003281
0.114000		-0.680000		-0.003182
0.115000		-0.680000		-0.003086
0.116000		-0.680000		-0.002995
0.117000		-0.680000		-0.002906
0.118000		-0.680000		-0.002821
0.119000		-0.680000		-0.002740
0.120000		-0.680000		-0.002661
0.121000		-0.680000		-0.002586
0.122000		-0.680000		-0.002513
0.123000		-0.680000		-0.002443
0.124000		-0.680000		-0.002375
0.125000		-0.680000		-0.002310
0.126000		-0.680000		-0.002248
0.127000		-0.680000		-0.002188
0.128000		-0.680000		-0.002129
0.129000		-0.680000		-0.002073
0.130000		-0.680000		-0.002019
0.131000		-0.680000		-0.001967
0.132000		-0.680000		-0.001917
0.133000		-0.680000		-0.001868
0.134000		-0.680000		-0.001822
0.135000		-0.680000		-0.001776
0.136000		-0.680000		-0.001733
0.137000		-0.680000		-0.001690
0.138000		-0.680000		-0.001650
0.139000		-0.680000		-0.001610
0.140000		-0.680000		-0.001572
0.141000		-0.680000		-0.001535
0.142000		-0.680000		-0.001500
0.143000		-0.680000		-0.001465
0.144000		-0.680000		-0.001432
0.145000		-0.680000		-0.001399
0.146000		-0.680000		-0.001368
0.147000		-0.680000		-0.001338
0.148000		-0.680000		-0.001309
0.149000		-0.680000		-0.001280
0.150000		-0.680000		-0.001253
0.151000		-0.680000		-0.001226
0.152000		-0.680000		-0.001200
0.153000		-0.680000		-0.001175
0.154000		-0.680000		-0.001150
0.155000		-0.680000		-0.001127
0.156000		-0.680000		-0.001104
0.157000		-0.680000		-0.001081
0.158000		-0.680000		-0.001060
0.159000		-0.680000		-0.001039
0.160000		-0.680000		-0.001018
0.161000		-0.680000		-0.000998
0.162000		-0.680000		-0.000979
0.163000		-0.680000		-0.000960
0.164000		-0.680000		-0.000942
0.165000		-0.680000		-0.000924
0.166000		-0.680000		-0.000907
0.167000		-0.680000		-0.000890
0.168000		-0.680000		-0.000874
0.169000		-0.680000		-0.000858
0.170000		-0.680000		-0.000842
0.171000		-0.680000		-0.000827
0.172000		-0.680000		-0.000813
0.173000		-0.680000		-0.000798
0.174000		-0.680000		-0.000784
0.175000		-0.680000		-0.000771
0.176000		-0.680000		-0.000757
0.177000		-0.680000		-0.000744
0.178000		-0.680000		-0.000732
0.179000		-0.680000		-0.000719
0.180000		-0.680000		-0.000707
0.181000		-0.680000		-0.000695
0.182000		-0.680000		-0.000684
0.183000		-0.680000		-0.000673
0.184000		-0.680000		-0.000662
0.185000		-0.680000		-0.000651
0.186000		-0.680000		-0.000641
0.187000		-0.680000		-0.000630
0.188000		-0.680000		-0.000620
0.189000		-0.680000		-0.000611
0.190000		-0.680000		-0.000601
0.191000		-0.680000		-0.000592
0.192000		-0.680000		-0.000583
0.193000		-0.680000		-0.000574
0.194000		-0.680000		-0.000565
0.195000		-0.680000		-0.000556
0.196000		-0.680000		-0.000548
0.197000		-0.680000		-0.000540
0.198000		-0.680000		-0.000532
0.199000		-0.680000		-0.000524
0.200000		-0.680000		-0.000516
0.100000		-0.660000		-0.005685
0.101000		-0.660000		-0.005494
0.102000		-0.660000		-0.005310
0.103000		-0.660000		-0.005134
0.104000		-0.660000		-0.004964
0.105000		-0.660000		-0.004802
0.106000		-0.660000		-0.004645
0.107000		-0.660000		-0.004495
0.108000		-0.660000		-0.004351
0.109000		-0.660000		-0.004213
0.110000		-0.660000		-0.004080
0.111000		-0.660000		-0.003952
0.112000		-0.660000		-0.003829
0.113000		-0.660000		-0.003711
0.114000		-0.660000		-0.003598
0.115000		-0.660000		-0.003489
0.116000		-0.660000		-0.003384
0.117000		-0.660000		-0.003283
0.118000		-0.660000		-0.003186
0.119000		-0.660000		-0.003093
0.120000		-0.660000		-0.003003
0.121000		-0.660000		-0.002916
0.122000		-0.660000		-0.002833
0.123000		-0.660000		-0.002753
0.124000		-0.660000		-0.002675
0.125000		-0.660000		-0.002601
0.126000		-0.660000		-0.002529
0.127000		-0.660000		-0.002460
0.128000		-0.660000		-0.002394
0.129000		-0.660000		-0.002329
0.130000		-0.660000		-0.002267
0.131000		-0.660000		-0.002208
0.132000		-0.660000		-0.002150
0.133000		-0.660000		-0.002094
0.134000		-0.660000		-0.002041
0.135000		-0.660000		-0.001989
0.136000		-0.660000		-0.001939
0.137000		-0.660000		-0.001890
0.138000		-0.660000		-0.001843
0.139000		-0.660000		-0.001798
0.140000		-0.660000		-0.001755
0.141000		-0.660000		-0.001712
0.142000		-0.660000		-0.001672
0.143000		-0.660000		-0.001632
0.144000		-0.660000		-0.001594
0.145000		-0.660000		-0.001557
0.146000		-0.660000		-0.001521
0.147000		-0.660000		-0.001486
0.148000		-0.660000		-0.001453
0.149000		-0.660000		-0.001420
0.150000		-0.660000		-0.001389
0.151000		-0.660000		-0.001358
0.152000		-0.660000		-0.001328
0.153000		-0.660000		-0.001300
0.154000		-0.660000		-0.001272
0.155000		-0.660000		-0.001245
0.156000		-0.660000		-0.001219
0.157000		-0.660000		-0.001193
0.158000		-0.660000		-0.001168
0.159000		-0.660000		-0.001144
0.160000		-0.660000		-0.001121
0.161000		-0.660000		-0.001098
0.162000		-0.660000		-0.001076
0.163000		-0.660000		-0.001055
0.164000		-0.660000		-0.001034
0.165000		-0.660000		-0.001014
0.166000		-0.660000		-0.000994
0.167000		-0.660000		-0.000975
0.168000		-0.660000		-0.000957
0.169000		-0.660000		-0.000938
0.170000		-0.660000		-0.000921
0.171000		-0.660000		-0.000904
0.172000		-0.660000		-0.000887
0.173000		-0.660000		-0.000871
0.174000		-0.660000		-0.000855
0.175000		-0.660000		-0.000839
0.176000		-0.660000		-0.000824
0.177000		-0.660000		-0.000809
0.178000		-0.660000		-0.000795
0.179000		-0.660000		-0.000781
0.180000		-0.660000		-0.000768
0.181000		-0.660000		-0.000754
0.182000		-0.660000		-0.000741
0.183000		-0.660000		-0.000729
0.184000		-0.660000		-0.000716
0.185000		-0.660000		-0.000704
0.186000		-0.660000		-0.000692
0.187000		-0.660000		-0.000681
0.188000		-0.660000		-0.000670
0.189000		-0.660000		-0.000659
0.190000		-0.660000		-0.000648
0.191000		-0.660000		-0.000637
0.192000		-0.660000		-0.000627
0.193000		-0.660000		-0.000617
0.194000		-0.660000		-0.000607
0.195000		-0.660000		-0.000598
0.196000		-0.660000		-0.000588
0.197000		-0.660000		-0.000579
0.198000		-0.660000		-0.000570
0.199000		-0.660000		-0.000561
0.200000		-0.660000		-0.000553
0.100000		-0.640000		-0.006334
0.101000		-0.640000		-0.006122
0.102000		-0.640000		-0.005919
0.103000		-0.640000		-0.005724
0.104000		-0.640000		-0.005536
0.105000		-0.640000		-0.005356
0.106000		-0.640000		-0.005182
0.107000		-0.640000		-0.005016
0.108000		-0.640000		-0.004855
0.109000		-0.640000		-0.004701
